mnras_row,mnras_ra,mnras_dec,tile_id,matched,sep_arcsec,src_id,gate_result,gate_failures,eliminating_stage,rejection_reason
3989,61.371758,36.419773,tile_RA60.840_DECp36.438,False,36.13,,NO_MATCH,,,"not_detected (nearest_pre=36.1"")"
3892,61.691160,42.404346,tile_RA61.145_DECp42.388,True,0.287,tile_RA61.145_DECp42.388:5902,GATE_FAIL,SPREAD>-0.002,,
3875,61.744587,43.099693,tile_RA61.145_DECp43.388,False,103.71,,NO_MATCH,,,"circle_cut (dist_from_center=31.40' pre_sep=0.28"")"
3745,62.199830,50.692150,tile_RA62.145_DECp50.394,True,0.405,tile_RA62.145_DECp50.394:7730,GATE_FAIL,SPREAD>-0.002,,
3877,62.040910,42.445534,tile_RA62.498_DECp42.388,True,0.272,tile_RA62.498_DECp42.388:6857,GATE_PASS,,S0M,spread_snr=16.9>5.0
3819,63.046850,44.619427,tile_RA62.498_DECp44.388,True,0.629,tile_RA62.498_DECp44.388:10085,GATE_FAIL,SPREAD>-0.002,,
3931,63.225890,36.350662,tile_RA62.905_DECp36.351,True,0.362,tile_RA62.905_DECp36.351:4516,GATE_FAIL,SPREAD>-0.002,,
3671,63.572290,54.877823,tile_RA63.248_DECp54.423,True,0.486,tile_RA63.248_DECp54.423:9328,GATE_FAIL,SNR_WIN>30,,
3741,64.334460,47.299680,tile_RA63.651_DECp47.394,True,0.831,tile_RA63.651_DECp47.394:4741,GATE_PASS,,S0M,fwhm_ratio=1.535>1.5;spread_snr=12.2>5.0
3842,63.243404,42.580715,tile_RA63.852_DECp42.388,True,0.176,tile_RA63.852_DECp42.388:7852,GATE_PASS,,SURVIVOR,
3798,64.469590,43.137638,tile_RA63.852_DECp43.388,False,53.75,,NO_MATCH,,,"circle_cut (dist_from_center=30.88' pre_sep=0.42"")"
3927,63.751377,35.254417,tile_RA64.147_DECp35.351,True,0.187,tile_RA64.147_DECp35.351:3072,GATE_PASS,,S4S,circularity=0.786<0.8
3882,63.947853,37.788773,tile_RA64.147_DECp37.351,True,0.288,tile_RA64.147_DECp37.351:6181,GATE_PASS,,S4S,elongation=1.152>1.1
3859,65.162970,35.948586,tile_RA65.388_DECp36.351,True,0.306,tile_RA65.388_DECp36.351:695,GATE_PASS,,S0M,spread_snr=8.2>5.0
3839,65.610210,36.972565,tile_RA65.388_DECp37.351,True,0.376,tile_RA65.388_DECp37.351:706,GATE_PASS,,S4S,elongation=1.153>1.1
3463,65.485340,66.611150,tile_RA66.046_DECp66.318,True,0.052,tile_RA66.046_DECp66.318:7788,GATE_FAIL,SPREAD>-0.002,,
3619,67.130830,53.182346,tile_RA67.679_DECp53.303,True,0.077,tile_RA67.679_DECp53.303:4476,GATE_PASS,,PRE_S0,not_in_stage_S0
3707,68.153534,41.880096,tile_RA68.686_DECp42.292,False,259.29,,NO_MATCH,,,"circle_cut (dist_from_center=34.25' pre_sep=0.45"")"
3489,69.366520,59.220135,tile_RA69.157_DECp59.308,True,0.783,tile_RA69.157_DECp59.308:5598,GATE_FAIL,SPREAD>-0.002,,
3638,69.061630,47.647137,tile_RA69.197_DECp47.285,True,0.399,tile_RA69.197_DECp47.285:10555,GATE_FAIL,SPREAD>-0.002,,
3632,69.187584,47.908726,tile_RA69.197_DECp48.285,True,0.484,tile_RA69.197_DECp48.285:1624,GATE_FAIL,SPREAD>-0.002,,
3611,69.514336,49.160780,tile_RA69.197_DECp49.285,True,0.369,tile_RA69.197_DECp49.285:4561,GATE_FAIL,SPREAD>-0.002,,
3584,69.338250,52.206420,tile_RA69.392_DECp52.303,True,0.460,tile_RA69.392_DECp52.303:4776,GATE_PASS,,S0M,spread_snr=13.2>5.0
3669,70.279205,40.920155,tile_RA70.038_DECp41.292,True,0.501,tile_RA70.038_DECp41.292:2041,GATE_FAIL,ELONG<1.3;SPREAD>-0.002,,
3648,70.498090,42.711758,tile_RA70.038_DECp42.292,False,146.78,,NO_MATCH,,,"circle_cut (dist_from_center=32.38' pre_sep=0.43"")"
3560,70.771720,50.771465,tile_RA70.700_DECp50.285,True,0.603,tile_RA70.700_DECp50.285:15214,GATE_FAIL,SPREAD>-0.002,,
3528,70.729540,54.055912,tile_RA71.106_DECp54.303,True,0.268,tile_RA71.106_DECp54.303:3470,GATE_FAIL,ELONG<1.3;SPREAD>-0.002,,
3660,71.460434,37.379616,tile_RA71.175_DECp37.260,True,0.291,tile_RA71.175_DECp37.260:5159,GATE_FAIL,SPREAD>-0.002,,
3622,71.110380,43.666310,tile_RA71.390_DECp43.292,True,0.532,tile_RA71.390_DECp43.292:14187,GATE_PASS,,S0M,fwhm_ratio=1.617>1.5;spread_snr=19.8>5.0
3567,71.485985,48.598907,tile_RA72.203_DECp48.285,False,263.79,,NO_MATCH,,,"circle_cut (dist_from_center=34.19' pre_sep=0.08"")"
3661,72.139946,34.483944,tile_RA72.415_DECp34.260,True,0.536,tile_RA72.415_DECp34.260:4420,GATE_FAIL,SPREAD>-0.002,,
3649,72.278730,36.049538,tile_RA72.415_DECp36.260,True,0.487,tile_RA72.415_DECp36.260:2472,GATE_FAIL,SPREAD>-0.002,,
3465,73.330864,54.314587,tile_RA72.820_DECp54.303,True,0.195,tile_RA72.820_DECp54.303:7316,GATE_FAIL,SPREAD>-0.002,,
3353,74.705110,66.961480,tile_RA73.515_DECp67.318,False,330.69,,NO_MATCH,,,"circle_cut (dist_from_center=35.03' pre_sep=0.41"")"
3600,73.784730,36.069386,tile_RA73.655_DECp36.260,True,0.226,tile_RA73.655_DECp36.260:2948,GATE_FAIL,SPREAD>-0.002,,
3601,73.799810,35.872868,tile_RA73.655_DECp36.260,True,0.238,tile_RA73.655_DECp36.260:1102,GATE_PASS,,S4S,elongation=1.230>1.1;circularity=0.164<0.8
3572,74.677780,36.489950,tile_RA74.895_DECp36.260,True,0.125,tile_RA74.895_DECp36.260:8071,GATE_FAIL,SPREAD>-0.002,,
3486,76.336790,40.788620,tile_RA76.216_DECp41.191,True,0.200,tile_RA76.216_DECp41.191:1872,GATE_PASS,,S4S,elongation=1.169>1.1;circularity=0.638<0.8
3493,75.534836,43.214867,tile_RA76.216_DECp43.191,True,0.265,tile_RA76.216_DECp43.191:10728,GATE_FAIL,SPREAD>-0.002,,
3444,78.169395,44.117980,tile_RA77.565_DECp44.191,True,0.315,tile_RA77.565_DECp44.191:8048,GATE_FAIL,2<FWHM<7;SPREAD>-0.002,,
3446,77.438730,46.963882,tile_RA77.737_DECp47.170,True,0.334,tile_RA77.737_DECp47.170:5145,GATE_PASS,,S4S,circularity=0.360<0.8
3452,77.150930,47.144710,tile_RA77.737_DECp47.170,True,0.563,tile_RA77.737_DECp47.170:8112,GATE_FAIL,SPREAD>-0.002,,
3339,79.113070,58.783127,tile_RA78.222_DECp59.159,False,359.51,,NO_MATCH,,,"circle_cut (dist_from_center=35.61' pre_sep=0.37"")"
3429,80.591730,31.218666,tile_RA80.674_DECp31.131,True,0.415,tile_RA80.674_DECp31.131:6260,GATE_PASS,,S4S,profile_diff=0.0644>0.05;elongation=1.169>1.1;circularity=0.663<0.8
3417,81.381810,29.648605,tile_RA81.830_DECp30.131,False,437.92,,NO_MATCH,,,"circle_cut (dist_from_center=37.17' pre_sep=0.15"")"
3388,81.929980,31.581707,tile_RA81.830_DECp31.131,True,0.428,tile_RA81.830_DECp31.131:9574,GATE_FAIL,ELONG<1.3,,
3306,82.779770,48.132114,tile_RA82.235_DECp48.170,True,0.291,tile_RA82.235_DECp48.170:7044,GATE_FAIL,SPREAD>-0.002,,
3204,83.479990,73.250600,tile_RA82.855_DECp73.040,True,0.734,tile_RA82.855_DECp73.040:3558,GATE_PASS,,S4S,circularity=0.261<0.8
3194,80.991090,82.236694,tile_RA84.513_DECp82.144,True,0.386,tile_RA84.513_DECp82.144:3821,GATE_PASS,,S4S,circularity=0.764<0.8
3245,85.865410,29.260366,tile_RA85.667_DECp29.061,True,0.323,tile_RA85.667_DECp29.061:7398,GATE_FAIL,SPREAD>-0.002,,
3251,85.790630,28.764412,tile_RA85.667_DECp29.061,True,0.669,tile_RA85.667_DECp29.061:1815,GATE_FAIL,SPREAD>-0.002,,
3256,85.616250,29.348227,tile_RA85.667_DECp29.061,True,0.552,tile_RA85.667_DECp29.061:8243,GATE_FAIL,SPREAD>-0.002,,
3262,85.533420,28.973177,tile_RA85.667_DECp29.061,True,0.554,tile_RA85.667_DECp29.061:4248,GATE_FAIL,SPREAD>-0.002,,
3266,85.408394,29.302797,tile_RA85.667_DECp29.061,True,0.499,tile_RA85.667_DECp29.061:8607,GATE_PASS,,S0M,fwhm_ratio=1.576>1.5;spread_snr=22.4>5.0
3212,86.470010,47.177010,tile_RA86.256_DECp47.051,True,2.402,tile_RA86.256_DECp47.051:7563,GATE_PASS,,S0M,spread_snr=7.4>5.0
3211,86.430145,47.779630,tile_RA86.256_DECp48.051,True,2.446,tile_RA86.256_DECp48.051:2707,GATE_FAIL,SPREAD>-0.002,,
3228,86.348190,30.516348,tile_RA86.822_DECp30.061,False,413.82,,NO_MATCH,,,"circle_cut (dist_from_center=36.73' pre_sep=0.28"")"
4650,10.039765,53.555603,tile_RA9.828_DECp53.794,True,0.807,tile_RA9.828_DECp53.794:3363,GATE_PASS,,S4S,circularity=0.686<0.8
3128,92.120680,-0.298012,tile_RA91.857_DECm0.013,True,0.663,tile_RA91.857_DECm0.013:2150,GATE_FAIL,FLAGS==0,,
3140,91.511284,-0.685598,tile_RA91.857_DECm1.013,True,0.521,tile_RA91.857_DECm1.013:7734,GATE_FAIL,FLAGS==0;SPREAD>-0.002,,
3122,92.498910,-0.333335,tile_RA92.857_DECm0.013,True,0.613,tile_RA92.857_DECm0.013:1905,GATE_FAIL,ELONG<1.3,,
3120,92.622690,-0.825467,tile_RA92.857_DECm1.013,True,0.189,tile_RA92.857_DECm1.013:7108,GATE_FAIL,SNR_WIN>30;SPREAD>-0.002,,
3038,97.101944,-1.046527,tile_RA96.856_DECm1.097,True,0.273,tile_RA96.856_DECm1.097:7174,GATE_FAIL,SPREAD>-0.002,,
3003,98.140710,-1.110717,tile_RA97.856_DECm1.097,True,0.362,tile_RA97.856_DECm1.097:5795,GATE_FAIL,SPREAD>-0.002,,
3013,97.813705,-1.558841,tile_RA97.856_DECm1.097,True,0.245,tile_RA97.856_DECm1.097:491,GATE_FAIL,SPREAD>-0.002,,
3014,97.752070,-1.014265,tile_RA97.856_DECm1.097,True,0.466,tile_RA97.856_DECm1.097:6869,GATE_FAIL,SNR_WIN>30;SPREAD>-0.002,,
