src_id,tile_id,object_id,ra,dec,plate_id
tile_RA170.876_DECp4.208:1213,tile_RA170.876_DECp4.208,1213,170.6786907528,4.2604647083,XE552
tile_RA170.876_DECp5.208:296,tile_RA170.876_DECp5.208,296,170.8890172392,4.9199941307,XE552
tile_RA170.876_DECp5.208:663,tile_RA170.876_DECp5.208,663,170.5939807732,5.5784142143,XE552
tile_RA170.876_DECp5.208:712,tile_RA170.876_DECp5.208,712,170.4758426382,5.141537165,XE552
tile_RA170.876_DECp6.208:212,tile_RA170.876_DECp6.208,212,170.8907677392,5.8618078423,XE552
tile_RA170.876_DECp6.208:478,tile_RA170.876_DECp6.208,478,170.4443872815,6.0918000413,XE552
tile_RA170.876_DECp6.208:795,tile_RA170.876_DECp6.208,795,170.7128438642,6.459189142,XE552
tile_RA170.908_DECp10.208:1114,tile_RA170.908_DECp10.208,1114,170.5502415565,10.3415470981,XE492
tile_RA170.908_DECp11.208:1240,tile_RA170.908_DECp11.208,1240,171.3699404053,11.371903632,XE492
tile_RA170.908_DECp12.208:1286,tile_RA170.908_DECp12.208,1286,171.0110529382,12.1519374951,XE492
tile_RA170.908_DECp12.208:1843,tile_RA170.908_DECp12.208,1843,170.6614942062,12.1925717584,XE492
tile_RA170.918_DECp21.205:307,tile_RA170.918_DECp21.205,307,170.7180464274,20.9730833995,XE374
tile_RA170.918_DECp21.205:384,tile_RA170.918_DECp21.205,384,171.2117155747,21.0218941395,XE374
tile_RA170.918_DECp21.205:420,tile_RA170.918_DECp21.205,420,171.0798248993,21.0493665188,XE374
tile_RA170.918_DECp22.205:921,tile_RA170.918_DECp22.205,921,170.6684409711,22.5044895587,XE374
tile_RA170.918_DECp22.205:1098,tile_RA170.918_DECp22.205,1098,171.0304427082,22.3680638693,XE374
tile_RA170.918_DECp22.205:1119,tile_RA170.918_DECp22.205,1119,170.6965301666,22.3491526342,XE374
tile_RA170.918_DECp23.205:418,tile_RA170.918_DECp23.205,418,170.4489691191,23.0257022543,XE374
tile_RA170.918_DECp23.205:963,tile_RA170.918_DECp23.205,963,171.0221950177,23.4516148539,XE374
tile_RA170.918_DECp23.205:985,tile_RA170.918_DECp23.205,985,170.4834087822,23.4408405931,XE374
tile_RA170.918_DECp23.205:1099,tile_RA170.918_DECp23.205,1099,170.6923939437,23.3499084709,XE374
tile_RA170.918_DECp23.205:1215,tile_RA170.918_DECp23.205,1215,170.6113816101,23.2785578397,XE374
tile_RA170.918_DECp24.205:348,tile_RA170.918_DECp24.205,348,170.957892358,23.9800146949,XE374
tile_RA170.918_DECp24.205:592,tile_RA170.918_DECp24.205,592,170.9153796666,24.6322668269,XE374
tile_RA170.918_DECp24.205:658,tile_RA170.918_DECp24.205,658,171.101260943,24.5688391601,XE374
tile_RA170.918_DECp24.205:1138,tile_RA170.918_DECp24.205,1138,170.6388280625,24.2523384561,XE374
tile_RA170.918_DECp25.205:759,tile_RA170.918_DECp25.205,759,170.4093136117,25.1573484357,XE374
tile_RA170.918_DECp25.205:1141,tile_RA170.918_DECp25.205,1141,171.1754110462,25.3522125889,XE374
tile_RA170.918_DECp25.205:1164,tile_RA170.918_DECp25.205,1164,170.7895052424,25.3382298259,XE374
tile_RA170.918_DECp25.205:1277,tile_RA170.918_DECp25.205,1277,170.9202317672,25.2377466559,XE374
tile_RA170.918_DECp25.205:1360,tile_RA170.918_DECp25.205,1360,170.8402017066,25.1797784444,XE374
tile_RA170.937_DECp27.205:883,tile_RA170.937_DECp27.205,883,171.2059732313,27.5573225337,XE318
tile_RA170.937_DECp27.205:1035,tile_RA170.937_DECp27.205,1035,170.5922310893,27.4453281087,XE318
tile_RA170.937_DECp28.205:760,tile_RA170.937_DECp28.205,760,170.5211404395,28.1049556631,XE318
tile_RA170.937_DECp29.205:737,tile_RA170.937_DECp29.205,737,170.3928708462,29.1142200154,XE318
tile_RA170.937_DECp29.205:777,tile_RA170.937_DECp29.205,777,170.7349544509,29.5359447971,XE318
tile_RA170.937_DECp29.205:959,tile_RA170.937_DECp29.205,959,170.6868178757,29.3992097619,XE318
tile_RA170.937_DECp30.205:475,tile_RA170.937_DECp30.205,475,170.9844178189,30.0610303641,XE318
tile_RA170.937_DECp31.205:1162,tile_RA170.937_DECp31.205,1162,171.347947521,31.3445615283,XE318
tile_RA170.937_DECp31.205:1217,tile_RA170.937_DECp31.205,1217,171.1579603635,31.2992552139,XE318
tile_RA170.953_DECp16.208:49,tile_RA170.953_DECp16.208,49,171.0927953863,15.7401272951,XE432
tile_RA170.953_DECp16.208:56,tile_RA170.953_DECp16.208,56,171.1162257148,15.7471230227,XE432
tile_RA170.953_DECp16.208:432,tile_RA170.953_DECp16.208,432,170.819472028,16.0119385709,XE432
tile_RA170.953_DECp16.208:524,tile_RA170.953_DECp16.208,524,170.8377879773,16.0824436515,XE432
tile_RA170.953_DECp17.208:1238,tile_RA170.953_DECp17.208,1238,170.6386483171,17.11601655,XE432
tile_RA171.095_DECp59.216:1878,tile_RA171.095_DECp59.216,1878,171.4481078747,59.3770856102,XE093
tile_RA171.163_DECp63.205:140,tile_RA171.163_DECp63.205,140,170.634875838,62.7978437882,XE063
tile_RA171.163_DECp63.205:1044,tile_RA171.163_DECp63.205,1044,170.6388884391,63.441050946,XE063
tile_RA171.163_DECp63.205:1130,tile_RA171.163_DECp63.205,1130,171.6356758106,63.3947569909,XE063
tile_RA171.163_DECp64.205:397,tile_RA171.163_DECp64.205,397,171.0259346384,63.9452436643,XE063
tile_RA171.163_DECp64.205:1178,tile_RA171.163_DECp64.205,1178,171.1647714245,64.3983219754,XE063
tile_RA171.163_DECp66.205:1624,tile_RA171.163_DECp66.205,1624,171.7207829559,66.2390917343,XE063
tile_RA171.191_DECp34.208:81,tile_RA171.191_DECp34.208,81,171.0310053079,33.7839782648,XE264
tile_RA171.191_DECp35.208:334,tile_RA171.191_DECp35.208,334,171.0572011937,34.9555847049,XE264
tile_RA171.191_DECp35.208:375,tile_RA171.191_DECp35.208,375,170.9123942225,34.9894779743,XE264
tile_RA171.191_DECp35.208:690,tile_RA171.191_DECp35.208,690,171.5409898028,35.6113386238,XE264
tile_RA171.191_DECp36.208:1211,tile_RA171.191_DECp36.208,1211,171.2660215267,36.4006858809,XE264
tile_RA171.191_DECp36.208:1436,tile_RA171.191_DECp36.208,1436,170.8744550437,36.2638303115,XE264
tile_RA171.340_DECp52.201:230,tile_RA171.340_DECp52.201,230,171.2855617502,51.8668134215,XE129
tile_RA171.340_DECp52.201:302,tile_RA171.340_DECp52.201,302,171.2825927745,51.9225601077,XE129
tile_RA171.340_DECp52.201:468,tile_RA171.340_DECp52.201,468,170.5883865129,52.0267195579,XE129
tile_RA171.340_DECp52.201:508,tile_RA171.340_DECp52.201,508,170.9595124755,52.0701934384,XE129
tile_RA171.340_DECp52.201:890,tile_RA171.340_DECp52.201,890,171.5670898404,52.4854966998,XE129
tile_RA171.340_DECp54.201:236,tile_RA171.340_DECp54.201,236,171.2373409994,53.8726124182,XE129
tile_RA171.340_DECp54.201:715,tile_RA171.340_DECp54.201,715,171.7934800828,54.385778993,XE129
tile_RA171.854_DECm6.792:679,tile_RA171.854_DECm6.792,679,171.9070825527,-6.94459816,XE672
tile_RA171.856_DECm0.792:507,tile_RA171.856_DECm0.792,507,172.1011379782,-1.0031671608,XE612
tile_RA171.856_DECm0.792:1257,tile_RA171.856_DECm0.792,1257,171.9890214933,-0.5531947714,XE612
tile_RA171.880_DECp5.208:498,tile_RA171.880_DECp5.208,498,171.8076046644,5.0935803206,XE552
tile_RA171.880_DECp5.208:800,tile_RA171.880_DECp5.208,800,171.4867613438,5.1125578443,XE552
tile_RA171.880_DECp5.208:1110,tile_RA171.880_DECp5.208,1110,171.6834307123,5.3365347054,XE552
tile_RA171.928_DECp11.208:1284,tile_RA171.928_DECp11.208,1284,171.5051321667,11.4131596916,XE492
tile_RA171.995_DECp45.203:933,tile_RA171.995_DECp45.203,933,171.8518621256,45.1512963073,XE169
tile_RA171.995_DECp45.203:1060,tile_RA171.995_DECp45.203,1060,171.7222669725,45.5368369366,XE169
tile_RA171.995_DECp45.203:1508,tile_RA171.995_DECp45.203,1508,171.4663765412,45.2276788162,XE169
tile_RA171.995_DECp45.203:1607,tile_RA171.995_DECp45.203,1607,172.5059085182,45.1986681085,XE169
tile_RA171.995_DECp46.203:981,tile_RA171.995_DECp46.203,981,171.6404337449,46.512591513,XE169
tile_RA171.995_DECp46.203:1463,tile_RA171.995_DECp46.203,1463,172.4835251236,46.1976678049,XE169
tile_RA171.995_DECp47.203:375,tile_RA171.995_DECp47.203,375,171.8124232927,46.9383053034,XE169
tile_RA171.995_DECp47.203:1459,tile_RA171.995_DECp47.203,1459,172.3211528074,47.2041308207,XE169
tile_RA171.995_DECp47.203:1478,tile_RA171.995_DECp47.203,1478,172.5774441412,47.1829034722,XE169
tile_RA171.995_DECp49.203:142,tile_RA171.995_DECp49.203,142,171.8813189479,48.7680413851,XE169
tile_RA171.995_DECp49.203:1648,tile_RA171.995_DECp49.203,1648,172.2965549912,49.3347345993,XE169
tile_RA171.995_DECp49.203:1772,tile_RA171.995_DECp49.203,1772,171.6767285386,49.2775316681,XE169
tile_RA171.995_DECp49.203:1787,tile_RA171.995_DECp49.203,1787,171.6841898861,49.2767438705,XE169
tile_RA172.000_DECp17.208:589,tile_RA172.000_DECp17.208,589,172.4656809081,17.0036902505,XE432
tile_RA172.000_DECp17.208:1617,tile_RA172.000_DECp17.208,1617,171.927720637,17.2947973835,XE432
tile_RA172.006_DECp23.205:1119,tile_RA172.006_DECp23.205,1119,172.2318594712,23.2877221972,XE374
tile_RA172.006_DECp24.205:347,tile_RA172.006_DECp24.205,347,171.6077185633,23.9086564963,XE374
tile_RA172.006_DECp24.205:582,tile_RA172.006_DECp24.205,582,172.4000300214,24.0616456371,XE374
tile_RA172.082_DECp28.205:245,tile_RA172.082_DECp28.205,245,172.252835969,27.9021050146,XE318
tile_RA172.082_DECp28.205:288,tile_RA172.082_DECp28.205,288,171.6869121918,27.9327621322,XE318
tile_RA172.082_DECp29.205:562,tile_RA172.082_DECp29.205,562,172.2435800539,29.6718719766,XE318
tile_RA172.082_DECp29.205:958,tile_RA172.082_DECp29.205,958,172.3811945655,29.400963484,XE318
tile_RA172.082_DECp30.205:84,tile_RA172.082_DECp30.205,84,171.8849852126,29.7606011863,XE318
tile_RA172.082_DECp30.205:368,tile_RA172.082_DECp30.205,368,172.3480187378,29.9749937081,XE318
tile_RA172.082_DECp30.205:962,tile_RA172.082_DECp30.205,962,171.6154574874,30.4822858729,XE318
tile_RA172.082_DECp30.205:1121,tile_RA172.082_DECp30.205,1121,172.2523340551,30.3493644684,XE318
tile_RA172.232_DECp69.202:269,tile_RA172.232_DECp69.202,269,171.3921423593,68.8416930618,XE038
tile_RA172.232_DECp71.202:1896,tile_RA172.232_DECp71.202,1896,172.6904386633,71.3688276638,XE038
tile_RA172.232_DECp71.202:1964,tile_RA172.232_DECp71.202,1964,172.7501854629,71.3401809182,XE038
tile_RA172.232_DECp72.202:829,tile_RA172.232_DECp72.202,829,170.7512311514,72.0636591678,XE038
tile_RA172.232_DECp73.202:751,tile_RA172.232_DECp73.202,751,171.8963590936,73.0326461049,XE038
tile_RA172.232_DECp73.202:1797,tile_RA172.232_DECp73.202,1797,172.606887889,73.4114401206,XE038
tile_RA172.291_DECp83.283:506,tile_RA172.291_DECp83.283,506,170.2719308446,82.9198529762,XE006
tile_RA172.415_DECp35.208:1446,tile_RA172.415_DECp35.208,1446,172.6431501127,35.3511421543,XE264
tile_RA173.009_DECp52.201:960,tile_RA173.009_DECp52.201,960,172.3182317801,52.360549292,XE129
tile_RA173.009_DECp52.201:971,tile_RA173.009_DECp52.201,971,173.7015401584,52.3516049265,XE129
tile_RA173.009_DECp53.201:598,tile_RA173.009_DECp53.201,598,172.8804584177,53.6146482924,XE129
tile_RA173.009_DECp53.201:599,tile_RA173.009_DECp53.201,599,172.8717155799,53.6142409648,XE129
tile_RA173.009_DECp53.201:605,tile_RA173.009_DECp53.201,605,172.8740826047,53.6088713561,XE129
tile_RA173.009_DECp53.201:900,tile_RA173.009_DECp53.201,900,172.7217452514,53.4404450496,XE129
tile_RA173.009_DECp54.201:633,tile_RA173.009_DECp54.201,633,172.8873029734,54.6650567757,XE129
tile_RA173.009_DECp55.201:314,tile_RA173.009_DECp55.201,314,173.4858707426,54.897662769,XE129
tile_RA173.009_DECp55.201:396,tile_RA173.009_DECp55.201,396,172.6909961155,54.9436410527,XE129
tile_RA173.009_DECp55.201:669,tile_RA173.009_DECp55.201,669,172.8890611374,55.6828722988,XE129
tile_RA173.009_DECp55.201:1503,tile_RA173.009_DECp55.201,1503,173.533125135,55.1583876787,XE129
tile_RA173.009_DECp55.201:1536,tile_RA173.009_DECp55.201,1536,173.6333973727,55.2198878737,XE129
tile_RA173.012_DECp77.230:445,tile_RA173.012_DECp77.230,445,173.7299203725,76.9294603127,XE019
tile_RA173.012_DECp78.230:113,tile_RA173.012_DECp78.230,113,173.6558661487,77.7600134313,XE019
tile_RA173.012_DECp78.230:931,tile_RA173.012_DECp78.230,931,174.1039104436,78.6606093164,XE019
tile_RA173.012_DECp78.230:1174,tile_RA173.012_DECp78.230,1174,172.9336100817,78.1898426235,XE019
tile_RA173.012_DECp78.230:1345,tile_RA173.012_DECp78.230,1345,174.293882435,78.5304636433,XE019
tile_RA173.012_DECp78.230:1420,tile_RA173.012_DECp78.230,1420,174.350214693,78.2937196256,XE019
tile_RA173.012_DECp78.230:1424,tile_RA173.012_DECp78.230,1424,172.6195766967,78.545759365,XE019
tile_RA173.094_DECp23.205:237,tile_RA173.094_DECp23.205,237,173.4754814649,22.8674521051,XE374
tile_RA173.094_DECp23.205:854,tile_RA173.094_DECp23.205,854,173.3234052979,23.5297502096,XE374
tile_RA173.094_DECp23.205:908,tile_RA173.094_DECp23.205,908,173.3512794158,23.4854935766,XE374
tile_RA173.094_DECp23.205:1309,tile_RA173.094_DECp23.205,1309,173.4340559538,23.1900347541,XE374
tile_RA173.109_DECp40.198:1142,tile_RA173.109_DECp40.198,1142,173.2209442072,40.4699156075,XE215
tile_RA173.109_DECp40.198:1593,tile_RA173.109_DECp40.198,1593,173.4234342663,40.1625259557,XE215
tile_RA173.109_DECp41.198:749,tile_RA173.109_DECp41.198,749,173.530462312,41.5808126727,XE215
tile_RA173.228_DECp29.205:479,tile_RA173.228_DECp29.205,479,172.903322742,29.006312093,XE318
tile_RA173.228_DECp29.205:1130,tile_RA173.228_DECp29.205,1130,173.4289076599,29.3746068342,XE318
tile_RA173.228_DECp29.205:1249,tile_RA173.228_DECp29.205,1249,173.4435060961,29.2849919097,XE318
tile_RA173.467_DECp46.203:934,tile_RA173.467_DECp46.203,934,173.4482618779,46.117935069,XE169
tile_RA173.696_DECp17.169:993,tile_RA173.696_DECp17.169,993,173.6687693401,17.4929212601,XE433
tile_RA173.696_DECp17.169:1068,tile_RA173.696_DECp17.169,1068,173.7574803392,17.4400213206,XE433
tile_RA173.696_DECp17.169:1104,tile_RA173.696_DECp17.169,1104,173.6371756712,17.4167108276,XE433
tile_RA173.696_DECp17.169:1170,tile_RA173.696_DECp17.169,1170,173.4054218222,17.3613156624,XE433
tile_RA173.696_DECp17.169:1239,tile_RA173.696_DECp17.169,1239,173.42480171,17.1143162056,XE433
tile_RA173.819_DECm6.814:73,tile_RA173.819_DECm6.814,73,174.0052762034,-7.2752577465,XE673
tile_RA173.819_DECm6.814:388,tile_RA173.819_DECm6.814,388,173.6795433508,-7.1045038698,XE673
tile_RA173.819_DECm6.814:994,tile_RA173.819_DECm6.814,994,173.7877461717,-6.4748505545,XE673
tile_RA173.833_DECp11.196:137,tile_RA173.833_DECp11.196,137,173.8945759686,10.8017570217,XE493
tile_RA173.833_DECp11.196:991,tile_RA173.833_DECp11.196,991,173.6291867512,11.4471453784,XE493
tile_RA173.833_DECp11.196:1265,tile_RA173.833_DECp11.196,1265,174.0476799578,11.2340240899,XE493
tile_RA173.856_DECp5.196:329,tile_RA173.856_DECp5.196,329,174.283588226,4.9754726288,XE553
tile_RA173.856_DECp5.196:430,tile_RA173.856_DECp5.196,430,174.0998136254,5.0548179526,XE553
tile_RA173.856_DECp5.196:664,tile_RA173.856_DECp5.196,664,174.1814525864,5.150420332,XE553
tile_RA173.856_DECp5.196:789,tile_RA173.856_DECp5.196,789,173.5202400515,5.5169093924,XE553
tile_RA173.856_DECp5.196:807,tile_RA173.856_DECp5.196,807,173.5220317753,5.5096090247,XE553
tile_RA173.856_DECp5.196:1045,tile_RA173.856_DECp5.196,1045,174.1598738086,5.2967930466,XE553
tile_RA174.024_DECp59.194:612,tile_RA174.024_DECp59.194,612,174.3593806596,58.9422551567,XE094
tile_RA174.024_DECp59.194:848,tile_RA174.024_DECp59.194,848,173.3620977792,59.0212227316,XE094
tile_RA174.024_DECp59.194:1070,tile_RA174.024_DECp59.194,1070,174.0376001909,59.6353933613,XE094
tile_RA174.024_DECp59.194:1325,tile_RA174.024_DECp59.194,1325,173.5768864825,59.4247400055,XE094
tile_RA174.024_DECp59.194:1413,tile_RA174.024_DECp59.194,1413,173.8479000516,59.5010317531,XE094
tile_RA174.438_DECp42.198:77,tile_RA174.438_DECp42.198,77,174.2202533797,41.7492378947,XE215
tile_RA174.450_DECp35.195:1290,tile_RA174.450_DECp35.195,1290,174.1448758171,35.2361070617,XE265
tile_RA174.679_DECp52.201:842,tile_RA174.679_DECp52.201,842,174.281788134,52.4984792495,XE129
tile_RA174.679_DECp52.201:1161,tile_RA174.679_DECp52.201,1161,174.071854261,52.2363520516,XE129
tile_RA174.679_DECp53.201:1177,tile_RA174.679_DECp53.201,1177,174.1197194542,53.3190048249,XE129
tile_RA174.679_DECp54.201:677,tile_RA174.679_DECp54.201,677,174.4779481645,54.6519297439,XE129
tile_RA174.679_DECp54.201:1346,tile_RA174.679_DECp54.201,1346,174.6313926279,54.2314829147,XE129
tile_RA174.742_DECp16.169:134,tile_RA174.742_DECp16.169,134,174.5208858215,15.741202028,XE433
tile_RA174.742_DECp16.169:246,tile_RA174.742_DECp16.169,246,174.4641975483,15.8217633955,XE433
tile_RA174.742_DECp16.169:708,tile_RA174.742_DECp16.169,708,174.6923326899,16.602085725,XE433
tile_RA174.742_DECp16.169:939,tile_RA174.742_DECp16.169,939,174.566763433,16.476150455,XE433
tile_RA174.742_DECp16.169:1010,tile_RA174.742_DECp16.169,1010,175.013006386,16.4311796118,XE433
tile_RA174.742_DECp16.169:1303,tile_RA174.742_DECp16.169,1303,174.3980530107,16.2314383009,XE433
tile_RA174.742_DECp17.169:118,tile_RA174.742_DECp17.169,118,174.8207488627,16.7591594102,XE433
tile_RA174.742_DECp17.169:239,tile_RA174.742_DECp17.169,239,174.6733020019,16.8525502221,XE433
tile_RA174.742_DECp17.169:1139,tile_RA174.742_DECp17.169,1139,174.6661562073,17.3857811317,XE433
tile_RA174.742_DECp18.169:367,tile_RA174.742_DECp18.169,367,174.8476984194,17.9171553845,XE433
tile_RA174.742_DECp18.169:508,tile_RA174.742_DECp18.169,508,174.922939473,18.0183779898,XE433
tile_RA174.742_DECp18.169:962,tile_RA174.742_DECp18.169,962,174.6077922547,18.5141492124,XE433
tile_RA174.742_DECp18.169:1169,tile_RA174.742_DECp18.169,1169,174.8242587379,18.3631035806,XE433
tile_RA174.826_DECm5.814:247,tile_RA174.826_DECm5.814,247,174.8092510287,-6.1736542083,XE673
tile_RA174.826_DECm6.814:763,tile_RA174.826_DECm6.814,763,174.5623142149,-6.3933625699,XE673
tile_RA174.826_DECm6.814:1180,tile_RA174.826_DECm6.814,1180,174.4143811739,-6.5541189334,XE673
tile_RA174.826_DECm7.814:234,tile_RA174.826_DECm7.814,234,174.8451744407,-8.1824010719,XE673
tile_RA174.826_DECm7.814:537,tile_RA174.826_DECm7.814,537,174.6784306257,-8.0155931805,XE673
tile_RA174.826_DECm7.814:1251,tile_RA174.826_DECm7.814,1251,174.5791990622,-7.5705497707,XE673
tile_RA174.852_DECp10.196:445,tile_RA174.852_DECp10.196,445,175.1803548256,10.0045865909,XE493
tile_RA174.852_DECp11.196:469,tile_RA174.852_DECp11.196,469,174.5224750197,10.9527453613,XE493
tile_RA174.856_DECm1.804:839,tile_RA174.856_DECm1.804,839,174.6133229683,-1.386561885,XE613
tile_RA174.856_DECm1.804:1010,tile_RA174.856_DECm1.804,1010,174.8048240858,-1.8752425811,XE613
tile_RA174.856_DECm1.804:1099,tile_RA174.856_DECm1.804,1099,175.1523860525,-1.4526042063,XE613
tile_RA174.860_DECp4.196:1170,tile_RA174.860_DECp4.196,1170,174.9214089283,4.2637390502,XE553
tile_RA174.860_DECp4.196:1187,tile_RA174.860_DECp4.196,1187,174.6071769168,4.265755453,XE553
tile_RA174.860_DECp5.196:237,tile_RA174.860_DECp5.196,237,175.0153981244,4.8890469354,XE553
tile_RA174.939_DECp47.203:1146,tile_RA174.939_DECp47.203,1146,175.4254422574,47.0933992837,XE169
tile_RA175.094_DECp29.194:464,tile_RA175.094_DECp29.194,464,175.1889528395,29.0725473629,XE319
tile_RA175.094_DECp29.194:1100,tile_RA175.094_DECp29.194,1100,175.2489029889,29.2792910222,XE319
tile_RA175.203_DECp23.194:970,tile_RA175.203_DECp23.194,970,175.0698191015,23.5136062047,XE375
tile_RA175.335_DECp70.202:517,tile_RA175.335_DECp70.202,517,174.4334377913,69.9720186509,XE038
tile_RA175.335_DECp70.202:1118,tile_RA175.335_DECp70.202,1118,176.7352788603,70.1198533611,XE038
tile_RA175.335_DECp72.202:1880,tile_RA175.335_DECp72.202,1880,173.7600154839,72.3217195648,XE038
tile_RA175.335_DECp72.202:2004,tile_RA175.335_DECp72.202,2004,175.2801919351,72.2418845022,XE038
tile_RA175.674_DECp34.195:759,tile_RA175.674_DECp34.195,759,175.9312590325,34.5908830802,XE265
tile_RA175.674_DECp34.195:783,tile_RA175.674_DECp34.195,783,175.9263444507,34.5707439366,XE265
tile_RA175.674_DECp35.195:420,tile_RA175.674_DECp35.195,420,175.6866086378,34.9546696308,XE265
tile_RA175.674_DECp35.195:430,tile_RA175.674_DECp35.195,430,176.0579157577,34.9664598366,XE265
tile_RA175.674_DECp35.195:993,tile_RA175.674_DECp35.195,993,175.3047460577,35.5063770978,XE265
tile_RA175.674_DECp36.195:311,tile_RA175.674_DECp36.195,311,175.5509625012,35.866685482,XE265
tile_RA175.674_DECp36.195:1241,tile_RA175.674_DECp36.195,1241,175.9430563749,36.3335339136,XE265
tile_RA175.789_DECp15.169:985,tile_RA175.789_DECp15.169,985,175.9289538167,15.5184373507,XE433
tile_RA175.789_DECp15.169:995,tile_RA175.789_DECp15.169,995,175.8546182946,15.5101291689,XE433
tile_RA175.789_DECp15.169:1290,tile_RA175.789_DECp15.169,1290,175.9035027321,15.2750870473,XE433
tile_RA175.789_DECp17.169:757,tile_RA175.789_DECp17.169,757,176.1425919075,17.1087685855,XE433
tile_RA175.789_DECp17.169:985,tile_RA175.789_DECp17.169,985,176.1793666748,17.3046156207,XE433
tile_RA175.789_DECp17.169:1013,tile_RA175.789_DECp17.169,1013,175.5377525954,17.3505228318,XE433
tile_RA175.789_DECp18.169:327,tile_RA175.789_DECp18.169,327,175.7241912552,17.9181532355,XE433
tile_RA175.789_DECp18.169:386,tile_RA175.789_DECp18.169,386,175.9171434014,17.9633965266,XE433
tile_RA175.789_DECp18.169:679,tile_RA175.789_DECp18.169,679,175.4027869502,18.1505415465,XE433
tile_RA175.789_DECp18.169:747,tile_RA175.789_DECp18.169,747,176.1036805525,18.0861244527,XE433
tile_RA175.789_DECp18.169:830,tile_RA175.789_DECp18.169,830,176.1511160384,18.49535524,XE433
tile_RA175.789_DECp18.169:1254,tile_RA175.789_DECp18.169,1254,175.4521525493,18.1682452282,XE433
tile_RA175.789_DECp19.169:1068,tile_RA175.789_DECp19.169,1068,175.6256174523,19.3739147574,XE433
tile_RA175.833_DECm5.814:280,tile_RA175.833_DECm5.814,280,175.8490143096,-6.1471643488,XE673
tile_RA175.833_DECm7.814:55,tile_RA175.833_DECm7.814,55,175.7473563396,-8.2791494034,XE673
tile_RA175.833_DECm7.814:1385,tile_RA175.833_DECm7.814,1385,175.3887469917,-7.6966785015,XE673
tile_RA175.833_DECm8.814:796,tile_RA175.833_DECm8.814,796,175.8561366935,-8.3345797534,XE673
tile_RA175.833_DECm8.814:1449,tile_RA175.833_DECm8.814,1449,175.3470352314,-8.8779093196,XE673
tile_RA175.833_DECm8.814:1720,tile_RA175.833_DECm8.814,1720,175.3612992089,-8.7856748624,XE673
tile_RA175.856_DECm0.804:363,tile_RA175.856_DECm0.804,363,175.6880169684,-1.1023702516,XE613
tile_RA175.856_DECm1.804:397,tile_RA175.856_DECm1.804,397,176.2612983788,-2.0884960951,XE613
tile_RA175.856_DECm1.804:974,tile_RA175.856_DECm1.804,974,175.8265551941,-1.8452151587,XE613
tile_RA175.856_DECp0.196:611,tile_RA175.856_DECp0.196,611,175.9853023263,0.043318815,XE613
tile_RA175.856_DECp0.196:767,tile_RA175.856_DECp0.196,767,175.7813206098,0.6434985569,XE613
tile_RA175.856_DECp0.196:906,tile_RA175.856_DECp0.196,906,175.7014490524,0.1462571333,XE613
tile_RA175.864_DECp3.196:963,tile_RA175.864_DECp3.196,963,176.1509268724,3.314150715,XE553
tile_RA175.864_DECp3.196:1015,tile_RA175.864_DECp3.196,1015,175.7869225404,3.2488900086,XE553
tile_RA175.864_DECp4.196:691,tile_RA175.864_DECp4.196,691,175.8373879414,4.135309574,XE553
tile_RA175.864_DECp5.196:369,tile_RA175.864_DECp5.196,369,175.5901469766,4.9997349722,XE553
tile_RA175.864_DECp5.196:453,tile_RA175.864_DECp5.196,453,176.1637033322,5.0738766874,XE553
tile_RA175.864_DECp5.196:675,tile_RA175.864_DECp5.196,675,175.6067352416,5.1458325395,XE553
tile_RA175.864_DECp5.196:1029,tile_RA175.864_DECp5.196,1029,176.0925149147,5.3174120243,XE553
tile_RA175.864_DECp6.196:710,tile_RA175.864_DECp6.196,710,175.6313639843,6.5605443098,XE553
tile_RA175.864_DECp7.196:30,tile_RA175.864_DECp7.196,30,175.7457918076,6.7189671804,XE553
tile_RA175.864_DECp7.196:641,tile_RA175.864_DECp7.196,641,176.0131706843,7.648554538,XE553
tile_RA175.864_DECp7.196:987,tile_RA175.864_DECp7.196,987,176.1234855253,7.4951359751,XE553
tile_RA175.864_DECp7.196:1111,tile_RA175.864_DECp7.196,1111,176.2950671036,7.4093550327,XE553
tile_RA175.871_DECp10.196:462,tile_RA175.871_DECp10.196,462,176.2596065635,10.0237911898,XE493
tile_RA175.871_DECp10.196:1175,tile_RA175.871_DECp10.196,1175,176.0843944285,10.4360476984,XE493
tile_RA175.871_DECp11.196:255,tile_RA175.871_DECp11.196,255,176.2496830961,10.8701727725,XE493
tile_RA175.871_DECp12.196:291,tile_RA175.871_DECp12.196,291,175.5705126229,11.8767957725,XE493
tile_RA175.871_DECp12.196:712,tile_RA175.871_DECp12.196,712,175.7947585944,12.6073110734,XE493
tile_RA175.871_DECp12.196:973,tile_RA175.871_DECp12.196,973,175.5634953071,12.4616968962,XE493
tile_RA175.871_DECp9.196:841,tile_RA175.871_DECp9.196,841,176.1922592231,9.1305433571,XE493
tile_RA175.871_DECp9.196:1312,tile_RA175.871_DECp9.196,1312,176.3457176337,9.2900823876,XE493
tile_RA175.977_DECp58.194:1928,tile_RA175.977_DECp58.194,1928,176.5087798868,58.1573745264,XE094
tile_RA175.977_DECp59.194:1311,tile_RA175.977_DECp59.194,1311,175.4930300931,59.1011238312,XE094
tile_RA176.240_DECp28.194:209,tile_RA176.240_DECp28.194,209,175.8638120989,27.8693450922,XE319
