src_id,tile_id,object_id,ra,dec,plate_id
tile_RA243.136_DECp24.612:1346,tile_RA243.136_DECp24.612,1346,243.5894741371,24.4874916147,XE385
tile_RA243.136_DECp24.612:1882,tile_RA243.136_DECp24.612,1882,242.6786629625,24.5217756454,XE385
tile_RA243.729_DECp17.606:2722,tile_RA243.729_DECp17.606,2722,244.0530600363,17.8848525871,XE444
tile_RA243.729_DECp17.606:3222,tile_RA243.729_DECp17.606,3222,244.1291893128,17.7629514576,XE444
tile_RA243.751_DECp11.607:2945,tile_RA243.751_DECp11.607,2945,243.6407865274,11.7844518253,XE504
tile_RA243.751_DECp11.607:3138,tile_RA243.751_DECp11.607,3138,243.6640944285,11.7255893734,XE504
tile_RA243.795_DECp5.607:2448,tile_RA243.795_DECp5.607,2448,243.793638666,5.7738039823,XE564
tile_RA243.859_DECm0.392:2632,tile_RA243.859_DECm0.392,2632,244.0966562153,-0.017894114,XE624
tile_RA243.859_DECm0.392:3937,tile_RA243.859_DECm0.392,3937,243.4960680932,-0.1779191292,XE624
tile_RA243.864_DECp35.667:388,tile_RA243.864_DECp35.667,388,244.29260221,35.3362867786,XE275
tile_RA243.864_DECp35.667:397,tile_RA243.864_DECp35.667,397,244.2974075613,35.3383772435,XE275
tile_RA243.864_DECp35.667:939,tile_RA243.864_DECp35.667,939,243.8923260292,35.5346079668,XE275
tile_RA243.864_DECp35.667:1820,tile_RA243.864_DECp35.667,1820,244.368450241,35.9453946592,XE275
tile_RA243.903_DECp41.604:1493,tile_RA243.903_DECp41.604,1493,243.9215311601,41.5351861956,XE224
tile_RA243.903_DECp41.604:1577,tile_RA243.903_DECp41.604,1577,244.2966448955,41.4946342399,XE224
tile_RA243.946_DECm6.392:355,tile_RA243.946_DECm6.392,355,243.9852700395,-6.8260655598,XE684
tile_RA243.946_DECm6.392:639,tile_RA243.946_DECm6.392,639,244.2006241003,-6.7737663244,XE684
tile_RA243.946_DECm6.392:879,tile_RA243.946_DECm6.392,879,244.1054607552,-6.7302410903,XE684
tile_RA243.946_DECm6.392:1225,tile_RA243.946_DECm6.392,1225,244.2467883777,-6.6662213533,XE684
tile_RA243.946_DECm6.392:1334,tile_RA243.946_DECm6.392,1334,244.3212408111,-6.649655532,XE684
tile_RA243.946_DECm6.392:1528,tile_RA243.946_DECm6.392,1528,244.28075411,-6.6142390801,XE684
tile_RA243.946_DECm6.392:1784,tile_RA243.946_DECm6.392,1784,244.0618876616,-6.5718192593,XE684
tile_RA243.946_DECm6.392:1826,tile_RA243.946_DECm6.392,1826,243.5592673351,-6.5696394946,XE684
tile_RA244.105_DECp71.571:2499,tile_RA244.105_DECp71.571,2499,245.3355150599,71.4955484722,XE042
tile_RA244.227_DECp23.612:2929,tile_RA244.227_DECp23.612,2929,244.1395630462,23.7426140385,XE385
tile_RA244.252_DECp29.611:1224,tile_RA244.252_DECp29.611,1224,244.1219294902,30.0570904819,XE329
tile_RA244.252_DECp29.611:1625,tile_RA244.252_DECp29.611,1625,244.0356311459,29.5654146309,XE329
tile_RA244.252_DECp29.611:2053,tile_RA244.252_DECp29.611,2053,244.4301200116,29.8833323853,XE329
tile_RA244.252_DECp29.611:2205,tile_RA244.252_DECp29.611,2205,244.4500659053,29.8173439232,XE329
tile_RA244.252_DECp29.611:2267,tile_RA244.252_DECp29.611,2267,244.4376310742,29.7932854529,XE329
tile_RA244.252_DECp29.611:2310,tile_RA244.252_DECp29.611,2310,244.4011670578,29.7772378736,XE329
tile_RA244.252_DECp29.611:2353,tile_RA244.252_DECp29.611,2353,244.6775241291,29.7535165118,XE329
tile_RA244.459_DECp53.690:655,tile_RA244.459_DECp53.690,655,245.1052241335,53.4499384529,XE137
tile_RA244.459_DECp53.690:2221,tile_RA244.459_DECp53.690,2221,243.6833050548,53.8367639807,XE137
tile_RA244.459_DECp53.690:2393,tile_RA244.459_DECp53.690,2393,244.6164650654,53.7982114524,XE137
tile_RA244.459_DECp53.690:2517,tile_RA244.459_DECp53.690,2517,245.1196450925,53.7649423868,XE137
tile_RA244.565_DECp47.685:459,tile_RA244.565_DECp47.685,459,244.0703523288,47.3342967833,XE178
tile_RA244.565_DECp47.685:1629,tile_RA244.565_DECp47.685,1629,244.167077935,48.0365430835,XE178
tile_RA244.565_DECp47.685:2312,tile_RA244.565_DECp47.685,2312,243.840555446,47.7892260876,XE178
tile_RA244.565_DECp47.685:2427,tile_RA244.565_DECp47.685,2427,244.3666840525,47.7653518938,XE178
tile_RA244.565_DECp47.685:2669,tile_RA244.565_DECp47.685,2669,244.2573752972,47.672565434,XE178
tile_RA244.606_DECp59.625:2542,tile_RA244.606_DECp59.625,2542,244.6627648663,59.6782936052,XE100
tile_RA244.606_DECp60.625:2476,tile_RA244.606_DECp60.625,2476,244.4322400647,60.6916194432,XE100
tile_RA244.770_DECp64.686:444,tile_RA244.770_DECp64.686,444,244.8684939385,64.3575275157,XE069
tile_RA244.770_DECp64.686:1291,tile_RA244.770_DECp64.686,1291,244.6188742221,65.1050241907,XE069
tile_RA244.770_DECp64.686:1404,tile_RA244.770_DECp64.686,1404,244.3088185698,65.0593940572,XE069
tile_RA244.770_DECp64.686:2159,tile_RA244.770_DECp64.686,2159,243.801618072,64.8589148189,XE069
tile_RA244.770_DECp65.686:233,tile_RA244.770_DECp65.686,233,244.6992805632,65.2523076718,XE069
tile_RA244.770_DECp65.686:1399,tile_RA244.770_DECp65.686,1399,244.3331436575,66.1006032492,XE069
tile_RA244.770_DECp65.686:1429,tile_RA244.770_DECp65.686,1429,244.2505073101,66.0865332103,XE069
tile_RA244.770_DECp65.686:1555,tile_RA244.770_DECp65.686,1555,244.3391646607,66.0423898347,XE069
tile_RA244.770_DECp65.686:1558,tile_RA244.770_DECp65.686,1558,244.525160342,66.0434351264,XE069
tile_RA244.770_DECp65.686:2677,tile_RA244.770_DECp65.686,2677,245.1121344229,65.6951317457,XE069
tile_RA244.770_DECp65.686:2711,tile_RA244.770_DECp65.686,2711,244.2510002413,65.6685017896,XE069
tile_RA244.770_DECp66.686:2014,tile_RA244.770_DECp66.686,2014,244.0117314655,66.8124101497,XE069
tile_RA245.095_DECp34.667:2382,tile_RA245.095_DECp34.667,2382,244.7717785905,34.7290008915,XE275
tile_RA245.095_DECp35.667:2233,tile_RA245.095_DECp35.667,2233,245.5907393789,35.7468722583,XE275
tile_RA245.095_DECp36.667:178,tile_RA245.095_DECp36.667,178,245.3365035804,36.2340824714,XE275
tile_RA245.095_DECp36.667:1120,tile_RA245.095_DECp36.667,1120,245.3209495182,37.1133213627,XE275
tile_RA245.095_DECp36.667:1613,tile_RA245.095_DECp36.667,1613,245.4477639786,36.6132721654,XE275
tile_RA245.519_DECp17.682:1647,tile_RA245.519_DECp17.682,1647,245.473868883,18.1351069413,XE445
tile_RA245.659_DECp11.683:3094,tile_RA245.659_DECp11.683,3094,246.0360395797,11.8536848547,XE505
tile_RA245.859_DECm0.316:2381,tile_RA245.859_DECm0.316,2381,245.6443360483,-0.4566853387,XE625
tile_RA246.007_DECp41.699:2196,tile_RA246.007_DECp41.699,2196,245.5451644878,41.9983670625,XE225
tile_RA246.051_DECp47.685:781,tile_RA246.051_DECp47.685,781,246.4823829817,47.4749822851,XE178
tile_RA246.051_DECp48.685:720,tile_RA246.051_DECp48.685,720,245.6039851872,48.4651527122,XE178
tile_RA246.051_DECp48.685:775,tile_RA246.051_DECp48.685,775,245.8074007984,48.4880926625,XE178
tile_RA246.098_DECp29.747:907,tile_RA246.098_DECp29.747,907,245.5985964162,29.5041694873,XE330
tile_RA246.148_DECp52.690:542,tile_RA246.148_DECp52.690,542,246.0684244094,52.3893589218,XE137
tile_RA246.148_DECp52.690:882,tile_RA246.148_DECp52.690,882,246.422840548,52.5370911791,XE137
tile_RA246.148_DECp52.690:1390,tile_RA246.148_DECp52.690,1390,245.6176872685,53.0515710945,XE137
tile_RA246.148_DECp52.690:1770,tile_RA246.148_DECp52.690,1770,245.6395451744,53.0097454214,XE137
tile_RA246.148_DECp52.690:1898,tile_RA246.148_DECp52.690,1898,245.9395279116,52.9631521372,XE137
tile_RA246.148_DECp52.690:2237,tile_RA246.148_DECp52.690,2237,246.2453332461,52.8323211226,XE137
tile_RA246.148_DECp53.690:2241,tile_RA246.148_DECp53.690,2241,245.8751940018,53.8524749566,XE137
tile_RA246.148_DECp54.690:1507,tile_RA246.148_DECp54.690,1507,246.0700162309,54.6974918808,XE137
tile_RA246.148_DECp54.690:1591,tile_RA246.148_DECp54.690,1591,245.3181865387,54.6127118731,XE137
tile_RA246.148_DECp54.690:2694,tile_RA246.148_DECp54.690,2694,246.0760558469,54.6961229531,XE137
tile_RA246.326_DECp33.667:2751,tile_RA246.326_DECp33.667,2751,246.1597614369,33.6483419654,XE275
tile_RA246.326_DECp34.667:415,tile_RA246.326_DECp34.667,415,246.6762297059,34.318547722,XE275
tile_RA246.326_DECp34.667:621,tile_RA246.326_DECp34.667,621,245.9722318903,34.4050419417,XE275
tile_RA246.326_DECp34.667:1955,tile_RA246.326_DECp34.667,1955,246.2550908358,34.8654197793,XE275
tile_RA246.326_DECp34.667:2267,tile_RA246.326_DECp34.667,2267,246.3290313752,34.7370261248,XE275
tile_RA246.326_DECp35.667:99,tile_RA246.326_DECp35.667,99,246.251782419,35.2052737258,XE275
tile_RA246.326_DECp35.667:240,tile_RA246.326_DECp35.667,240,246.2745811034,35.2596667331,XE275
tile_RA246.326_DECp35.667:1419,tile_RA246.326_DECp35.667,1419,246.6071980181,35.604807587,XE275
tile_RA246.326_DECp35.667:1507,tile_RA246.326_DECp35.667,1507,246.504402242,35.5740247671,XE275
tile_RA246.326_DECp36.667:809,tile_RA246.326_DECp36.667,809,246.0259458048,36.480708423,XE275
tile_RA246.326_DECp36.667:2180,tile_RA246.326_DECp36.667,2180,245.964405061,36.7902709516,XE275
tile_RA246.326_DECp37.667:2313,tile_RA246.326_DECp37.667,2313,246.0241895289,37.7601296288,XE275
tile_RA246.343_DECp23.695:256,tile_RA246.343_DECp23.695,256,246.2155391403,23.2822906317,XE386
tile_RA246.343_DECp23.695:823,tile_RA246.343_DECp23.695,823,246.0282723977,23.4796728985,XE386
tile_RA246.343_DECp23.695:1757,tile_RA246.343_DECp23.695,1757,245.874985061,23.6168159143,XE386
tile_RA246.343_DECp23.695:1898,tile_RA246.343_DECp23.695,1898,246.0763257541,24.0462189858,XE386
tile_RA246.566_DECp76.752:1529,tile_RA246.566_DECp76.752,1529,247.8106913325,76.674053955,XE023
tile_RA246.566_DECp77.752:613,tile_RA246.566_DECp77.752,613,247.9818396466,77.507821642,XE023
tile_RA246.566_DECp77.752:709,tile_RA246.566_DECp77.752,709,244.7701770221,77.4819264721,XE023
tile_RA246.566_DECp77.752:1858,tile_RA246.566_DECp77.752,1858,244.4711925089,77.9270245634,XE023
tile_RA246.566_DECp77.752:2070,tile_RA246.566_DECp77.752,2070,244.6406464419,77.8390631642,XE023
tile_RA246.566_DECp77.752:2312,tile_RA246.566_DECp77.752,2312,248.6412147995,77.8269026215,XE023
tile_RA246.566_DECp78.752:983,tile_RA246.566_DECp78.752,983,244.280276522,78.5880920415,XE023
tile_RA246.566_DECp79.752:292,tile_RA246.566_DECp79.752,292,246.4166571214,79.3612240373,XE023
tile_RA246.569_DECp17.682:782,tile_RA246.569_DECp17.682,782,246.2478337066,17.3812803591,XE445
tile_RA246.569_DECp18.682:2472,tile_RA246.569_DECp18.682,2472,246.350979084,18.9756535383,XE445
tile_RA246.583_DECp59.625:748,tile_RA246.583_DECp59.625,748,246.5689419701,59.4105295887,XE100
tile_RA246.583_DECp59.625:1578,tile_RA246.583_DECp59.625,1578,246.4717296544,59.6679794869,XE100
tile_RA246.583_DECp59.625:2342,tile_RA246.583_DECp59.625,2342,247.471344469,59.7780892767,XE100
tile_RA246.680_DECp10.683:656,tile_RA246.680_DECp10.683,656,246.2969416203,10.3616485677,XE505
tile_RA246.680_DECp10.683:2048,tile_RA246.680_DECp10.683,2048,246.925654823,10.6237141557,XE505
tile_RA246.680_DECp11.683:3178,tile_RA246.680_DECp11.683,3178,246.597792769,11.8320048394,XE505
tile_RA246.680_DECp11.683:3294,tile_RA246.680_DECp11.683,3294,246.8858748819,11.8070797165,XE505
tile_RA246.776_DECp4.683:2735,tile_RA246.776_DECp4.683,2735,247.0680668955,4.6358789019,XE565
tile_RA246.776_DECp5.683:1734,tile_RA246.776_DECp5.683,1734,247.2132561261,5.5358070782,XE565
tile_RA246.859_DECp0.684:2502,tile_RA246.859_DECp0.684,2502,247.2161252107,0.5885384819,XE625
tile_RA246.931_DECm5.316:5470,tile_RA246.931_DECm5.316,5470,246.727042751,-5.2935639996,XE685
tile_RA246.931_DECm6.316:2633,tile_RA246.931_DECm6.316,2633,246.9340764399,-6.3498178523,XE685
tile_RA246.931_DECm7.316:3569,tile_RA246.931_DECm7.316,3569,247.0922675658,-7.3483404177,XE685
tile_RA246.931_DECm7.316:5536,tile_RA246.931_DECm7.316,5536,246.753475858,-7.3255646537,XE685
tile_RA247.199_DECp63.686:2415,tile_RA247.199_DECp63.686,2415,247.6337258563,63.6821540604,XE069
tile_RA247.199_DECp63.686:2487,tile_RA247.199_DECp63.686,2487,247.9245842798,63.6618801327,XE069
tile_RA247.199_DECp64.686:301,tile_RA247.199_DECp64.686,301,247.639273221,64.3414288462,XE069
tile_RA247.199_DECp64.686:531,tile_RA247.199_DECp64.686,531,246.2342710028,64.4350972724,XE069
tile_RA247.199_DECp64.686:1252,tile_RA247.199_DECp64.686,1252,247.356476786,64.6398538085,XE069
tile_RA247.199_DECp65.686:354,tile_RA247.199_DECp65.686,354,246.9924311729,65.3299014064,XE069
tile_RA247.199_DECp65.686:576,tile_RA247.199_DECp65.686,576,247.9699617861,65.4088319101,XE069
tile_RA247.199_DECp65.686:1069,tile_RA247.199_DECp65.686,1069,247.0618141369,66.1765760082,XE069
tile_RA247.199_DECp65.686:1259,tile_RA247.199_DECp65.686,1259,246.6890225661,66.096724327,XE069
tile_RA247.199_DECp65.686:1267,tile_RA247.199_DECp65.686,1267,246.6663195912,66.0947087033,XE069
tile_RA247.199_DECp65.686:2000,tile_RA247.199_DECp65.686,2000,246.9880372323,65.8998085266,XE069
tile_RA247.199_DECp65.686:2094,tile_RA247.199_DECp65.686,2094,247.4725339901,65.8754644963,XE069
tile_RA247.199_DECp65.686:2229,tile_RA247.199_DECp65.686,2229,246.7566947813,65.8270001717,XE069
tile_RA247.199_DECp65.686:2489,tile_RA247.199_DECp65.686,2489,246.8598695005,65.7201467121,XE069
tile_RA247.199_DECp65.686:2624,tile_RA247.199_DECp65.686,2624,246.5685430256,65.6651142458,XE069
tile_RA247.199_DECp66.686:2028,tile_RA247.199_DECp66.686,2028,246.3350078137,66.9107507384,XE069
tile_RA247.199_DECp66.686:2446,tile_RA247.199_DECp66.686,2446,247.5443219196,66.773391899,XE069
tile_RA247.199_DECp67.686:478,tile_RA247.199_DECp67.686,478,247.3048484567,67.3541025259,XE069
tile_RA247.199_DECp67.686:1368,tile_RA247.199_DECp67.686,1368,247.533703536,68.0744603581,XE069
tile_RA247.250_DECp28.747:454,tile_RA247.250_DECp28.747,454,246.9461131662,28.3753513459,XE330
tile_RA247.250_DECp29.747:2927,tile_RA247.250_DECp29.747,2927,246.9675610118,29.713534351,XE330
tile_RA247.250_DECp29.747:3054,tile_RA247.250_DECp29.747,3054,247.4906038372,29.8494603703,XE330
tile_RA247.250_DECp30.747:611,tile_RA247.250_DECp30.747,611,247.5805134624,30.4222014912,XE330
tile_RA247.347_DECp40.699:1051,tile_RA247.347_DECp40.699,1051,246.9194339472,40.5290867104,XE225
tile_RA247.347_DECp40.699:3196,tile_RA247.347_DECp40.699,3196,247.5500061259,40.7031796756,XE225
tile_RA247.347_DECp40.699:3213,tile_RA247.347_DECp40.699,3213,247.9931397962,40.7011773503,XE225
tile_RA247.347_DECp41.699:1603,tile_RA247.347_DECp41.699,1603,247.5128073306,42.1270536103,XE225
tile_RA247.435_DECp23.695:517,tile_RA247.435_DECp23.695,517,247.807274724,23.3679838555,XE386
tile_RA247.435_DECp23.695:2572,tile_RA247.435_DECp23.695,2572,247.5231688027,23.8846215516,XE386
tile_RA247.435_DECp23.695:2874,tile_RA247.435_DECp23.695,2874,247.9346578519,23.7859996681,XE386
tile_RA247.435_DECp24.695:468,tile_RA247.435_DECp24.695,468,247.4986106009,24.3443461904,XE386
tile_RA247.435_DECp24.695:649,tile_RA247.435_DECp24.695,649,247.8288531875,24.4145451914,XE386
tile_RA247.536_DECp45.685:2319,tile_RA247.536_DECp45.685,2319,247.2760942635,45.8293760026,XE178
tile_RA247.536_DECp45.685:2389,tile_RA247.536_DECp45.685,2389,247.1131789196,45.8048313439,XE178
tile_RA247.536_DECp47.685:682,tile_RA247.536_DECp47.685,682,247.4535383125,47.4233778453,XE178
tile_RA247.536_DECp47.685:894,tile_RA247.536_DECp47.685,894,247.4007496354,47.5001720431,XE178
tile_RA247.536_DECp47.685:2003,tile_RA247.536_DECp47.685,2003,247.5054968307,47.6227588698,XE178
tile_RA247.536_DECp48.685:122,tile_RA247.536_DECp48.685,122,247.6614358706,48.2381147356,XE178
tile_RA247.536_DECp48.685:238,tile_RA247.536_DECp48.685,238,247.5574971696,48.285682602,XE178
tile_RA247.536_DECp48.685:765,tile_RA247.536_DECp48.685,765,247.2749973016,48.4866033211,XE178
tile_RA247.536_DECp48.685:2448,tile_RA247.536_DECp48.685,2448,247.29811673,48.730024588,XE178
tile_RA247.536_DECp49.685:848,tile_RA247.536_DECp49.685,848,247.3157000005,49.5119586507,XE178
tile_RA247.536_DECp49.685:1661,tile_RA247.536_DECp49.685,1661,247.440029422,50.0032015439,XE178
tile_RA247.544_DECp82.855:2333,tile_RA247.544_DECp82.855,2333,248.6299830455,83.060611446,XE009
tile_RA247.544_DECp84.855:887,tile_RA247.544_DECp84.855,887,252.63942252,84.7227580046,XE009
tile_RA247.544_DECp85.855:2863,tile_RA247.544_DECp85.855,2863,245.8323525558,85.8285527602,XE009
tile_RA247.557_DECp34.667:226,tile_RA247.557_DECp34.667,226,247.6312923747,34.249933371,XE275
tile_RA247.557_DECp34.667:518,tile_RA247.557_DECp34.667,518,247.5557884865,34.3553055567,XE275
tile_RA247.557_DECp34.667:840,tile_RA247.557_DECp34.667,840,247.5989521597,34.4715658502,XE275
tile_RA247.557_DECp34.667:859,tile_RA247.557_DECp34.667,859,247.9968878713,34.4769200151,XE275
tile_RA247.557_DECp34.667:1879,tile_RA247.557_DECp34.667,1879,247.2174074342,34.940161052,XE275
tile_RA247.557_DECp35.667:906,tile_RA247.557_DECp35.667,906,248.0311755525,35.4770084639,XE275
tile_RA247.557_DECp35.667:2192,tile_RA247.557_DECp35.667,2192,247.8835284901,35.617014358,XE275
tile_RA247.618_DECp15.682:449,tile_RA247.618_DECp15.682,449,247.8848257935,15.302150708,XE445
tile_RA247.618_DECp15.682:1716,tile_RA247.618_DECp15.682,1716,247.6648696181,16.1329464888,XE445
tile_RA247.618_DECp16.682:629,tile_RA247.618_DECp16.682,629,247.4701163817,16.339673649,XE445
tile_RA247.618_DECp17.682:2513,tile_RA247.618_DECp17.682,2513,248.0417909691,17.7914800265,XE445
tile_RA247.618_DECp18.682:1350,tile_RA247.618_DECp18.682,1350,247.3659939438,18.5372539877,XE445
tile_RA247.618_DECp18.682:1816,tile_RA247.618_DECp18.682,1816,247.3863930057,19.0813702216,XE445
tile_RA247.618_DECp19.682:634,tile_RA247.618_DECp19.682,634,247.8211708982,19.3406084927,XE445
tile_RA247.618_DECp19.682:1224,tile_RA247.618_DECp19.682,1224,247.2533579804,19.4839304151,XE445
tile_RA247.618_DECp19.682:1322,tile_RA247.618_DECp19.682,1322,247.4650067094,19.5074219478,XE445
tile_RA247.701_DECp11.683:811,tile_RA247.701_DECp11.683,811,247.5860236004,11.3652086505,XE505
tile_RA247.701_DECp12.683:2204,tile_RA247.701_DECp12.683,2204,247.3863407597,13.0668782935,XE505
tile_RA247.701_DECp9.683:3273,tile_RA247.701_DECp9.683,3273,247.5037757892,9.7730353481,XE505
tile_RA247.781_DECp5.683:926,tile_RA247.781_DECp5.683,926,247.7192403326,5.3769074942,XE565
tile_RA247.781_DECp6.683:4117,tile_RA247.781_DECp6.683,4117,248.1194986823,6.8006957291,XE565
tile_RA247.781_DECp7.683:2788,tile_RA247.781_DECp7.683,2788,247.587918292,7.6269660442,XE565
tile_RA247.781_DECp7.683:5013,tile_RA247.781_DECp7.683,5013,247.6828637659,7.6708549051,XE565
tile_RA247.837_DECp51.690:1422,tile_RA247.837_DECp51.690,1422,247.5654581502,51.9327274395,XE137
tile_RA247.837_DECp51.690:1425,tile_RA247.837_DECp51.690,1425,247.5731196859,51.9319720122,XE137
tile_RA247.837_DECp51.690:2075,tile_RA247.837_DECp51.690,2075,247.5484078417,51.8663276617,XE137
tile_RA247.837_DECp52.690:627,tile_RA247.837_DECp52.690,627,247.4368580003,52.4308335577,XE137
tile_RA247.837_DECp52.690:1228,tile_RA247.837_DECp52.690,1228,247.7282266469,53.1022449763,XE137
tile_RA247.837_DECp53.690:1582,tile_RA247.837_DECp53.690,1582,247.9522421082,53.5888365956,XE137
tile_RA247.837_DECp53.690:2274,tile_RA247.837_DECp53.690,2274,247.7380326854,53.8116252197,XE137
tile_RA247.837_DECp53.690:2496,tile_RA247.837_DECp53.690,2496,248.195019097,53.7226467199,XE137
tile_RA247.837_DECp54.690:2015,tile_RA247.837_DECp54.690,2015,247.3899062201,54.6226572337,XE137
tile_RA247.837_DECp55.690:1402,tile_RA247.837_DECp55.690,1402,247.9478621779,56.0674226587,XE137
tile_RA247.859_DECm0.316:2585,tile_RA247.859_DECm0.316,2585,247.5773321021,-0.4077751492,XE625
tile_RA247.859_DECm0.316:3883,tile_RA247.859_DECm0.316,3883,248.0419211935,0.0310585929,XE625
tile_RA247.859_DECm2.316:470,tile_RA247.859_DECm2.316,470,247.7788090052,-2.7331971875,XE625
tile_RA247.859_DECm2.316:843,tile_RA247.859_DECm2.316,843,247.6431566802,-2.668696166,XE625
tile_RA247.859_DECm2.316:5474,tile_RA247.859_DECm2.316,5474,248.2477809323,-2.3112288809,XE625
tile_RA247.859_DECp0.684:2600,tile_RA247.859_DECp0.684,2600,248.1565381756,0.5823326008,XE625
tile_RA247.937_DECm4.316:4758,tile_RA247.937_DECm4.316,4758,247.8803036478,-4.116386032,XE685
tile_RA247.937_DECm5.316:335,tile_RA247.937_DECm5.316,335,247.8184422025,-5.7509193052,XE685
tile_RA247.937_DECm5.316:3901,tile_RA247.937_DECm5.316,3901,248.3318756573,-5.0367678172,XE685
tile_RA247.937_DECm6.316:1268,tile_RA247.937_DECm6.316,1268,247.7482704426,-6.6092166953,XE685
tile_RA247.937_DECm6.316:1900,tile_RA247.937_DECm6.316,1900,248.0819111743,-6.4959996877,XE685
tile_RA247.937_DECm6.316:3291,tile_RA247.937_DECm6.316,3291,247.9973829609,-5.8663156139,XE685
tile_RA247.937_DECm6.316:4719,tile_RA247.937_DECm6.316,4719,247.4634816414,-6.1777163908,XE685
tile_RA247.937_DECm6.316:5596,tile_RA247.937_DECm6.316,5596,248.1733835181,-6.3203226163,XE685
tile_RA247.937_DECm7.316:1986,tile_RA247.937_DECm7.316,1986,248.1928188309,-7.4657171933,XE685
tile_RA247.937_DECm7.316:2996,tile_RA247.937_DECm7.316,2996,247.9397985225,-7.364074017,XE685
tile_RA247.937_DECm7.316:4116,tile_RA247.937_DECm7.316,4116,247.5764554454,-7.0835058746,XE685
tile_RA247.937_DECm7.316:5373,tile_RA247.937_DECm7.316,5373,247.8002024113,-7.3103607624,XE685
tile_RA247.937_DECm8.316:2183,tile_RA247.937_DECm8.316,2183,247.7774403669,-8.3967584342,XE685
tile_RA248.402_DECp27.747:119,tile_RA248.402_DECp27.747,119,248.2843416606,27.2756184582,XE330
tile_RA248.402_DECp27.747:1917,tile_RA248.402_DECp27.747,1917,248.6006531822,27.8409634826,XE330
tile_RA248.402_DECp28.747:485,tile_RA248.402_DECp28.747,485,248.1246694405,28.3724411641,XE330
tile_RA248.402_DECp28.747:1877,tile_RA248.402_DECp28.747,1877,248.3129338136,29.1618531098,XE330
tile_RA248.402_DECp29.747:1337,tile_RA248.402_DECp29.747,1337,247.9508522999,29.6056359385,XE330
tile_RA248.402_DECp30.747:2582,tile_RA248.402_DECp30.747,2582,248.8878739824,30.981373769,XE330
tile_RA248.402_DECp31.747:1115,tile_RA248.402_DECp31.747,1115,248.655456976,31.5775854738,XE330
tile_RA248.402_DECp31.747:1528,tile_RA248.402_DECp31.747,1528,248.3727866974,32.1878371981,XE330
tile_RA248.402_DECp31.747:1598,tile_RA248.402_DECp31.747,1598,248.7074700117,32.1709246023,XE330
tile_RA248.402_DECp31.747:2701,tile_RA248.402_DECp31.747,2701,248.3885377188,31.9401071324,XE330
tile_RA248.402_DECp31.747:2737,tile_RA248.402_DECp31.747,2737,248.3979849687,31.932724261,XE330
tile_RA248.527_DECp21.695:1854,tile_RA248.527_DECp21.695,1854,248.1935666931,21.6456842907,XE386
tile_RA248.527_DECp21.695:2327,tile_RA248.527_DECp21.695,2327,248.4110796654,21.9905657241,XE386
tile_RA248.527_DECp21.695:3300,tile_RA248.527_DECp21.695,3300,248.7711246081,21.6856723188,XE386
tile_RA248.527_DECp22.695:447,tile_RA248.527_DECp22.695,447,248.1895049195,22.3377423711,XE386
tile_RA248.527_DECp23.695:2819,tile_RA248.527_DECp23.695,2819,248.5718690219,23.7186888151,XE386
tile_RA248.527_DECp24.695:1868,tile_RA248.527_DECp24.695,1868,248.1784150378,24.5950472512,XE386
tile_RA248.527_DECp24.695:2464,tile_RA248.527_DECp24.695,2464,248.9757444858,24.8767010518,XE386
tile_RA248.527_DECp25.695:1181,tile_RA248.527_DECp25.695,1181,248.7961705983,25.5539087036,XE386
tile_RA248.668_DECp16.682:3506,tile_RA248.668_DECp16.682,3506,248.9718570677,16.7219151953,XE445
tile_RA248.668_DECp17.682:870,tile_RA248.668_DECp17.682,870,248.4855962377,17.3945411567,XE445
tile_RA248.686_DECp39.699:160,tile_RA248.686_DECp39.699,160,248.6954410927,39.2467764604,XE225
tile_RA248.686_DECp39.699:589,tile_RA248.686_DECp39.699,589,248.9681557257,39.3855365559,XE225
tile_RA248.686_DECp39.699:604,tile_RA248.686_DECp39.699,604,248.2749654328,39.3884627004,XE225
tile_RA248.686_DECp39.699:649,tile_RA248.686_DECp39.699,649,248.5058177169,39.4063006559,XE225
tile_RA248.686_DECp39.699:3037,tile_RA248.686_DECp39.699,3037,248.1283200188,39.7247506786,XE225
tile_RA248.686_DECp40.699:808,tile_RA248.686_DECp40.699,808,249.1740510312,40.4438832304,XE225
tile_RA248.686_DECp41.699:605,tile_RA248.686_DECp41.699,605,248.4852964065,41.3706248634,XE225
tile_RA248.686_DECp41.699:750,tile_RA248.686_DECp41.699,750,249.2047293711,41.4144890638,XE225
tile_RA248.686_DECp41.699:2721,tile_RA248.686_DECp41.699,2721,248.709499026,41.809376952,XE225
tile_RA248.686_DECp42.699:1234,tile_RA248.686_DECp42.699,1234,248.2836056002,42.5863716241,XE225
tile_RA248.686_DECp42.699:2402,tile_RA248.686_DECp42.699,2402,248.0753683139,42.912820676,XE225
tile_RA248.722_DECp10.683:2332,tile_RA248.722_DECp10.683,2332,249.0631148453,10.5997041494,XE505
tile_RA248.786_DECp6.683:2635,tile_RA248.786_DECp6.683,2635,248.5376424667,7.0683699348,XE565
tile_RA248.786_DECp6.683:2793,tile_RA248.786_DECp6.683,2793,248.3654989224,6.6010177728,XE565
tile_RA248.788_DECp35.667:980,tile_RA248.788_DECp35.667,980,249.3103419738,35.4882625662,XE275
