tile_id,tile_path,plate_id,rows_in_tile_filtered_csv,rows_emitted_to_S0,skipped_delta,notes
tile_RA121.625_DECp48.593,data/tiles/tile_RA121.625_DECp48.593,XE163,1,1,0,
tile_RA121.625_DECp49.593,data/tiles/tile_RA121.625_DECp49.593,XE163,2,2,0,
tile_RA121.781_DECm4.414,data/tiles/tile_RA121.781_DECm4.414,XE664,1,1,0,
tile_RA121.781_DECm5.414,data/tiles/tile_RA121.781_DECm5.414,XE664,0,0,0,missing survivors csv
tile_RA121.781_DECm6.414,data/tiles/tile_RA121.781_DECm6.414,XE664,1,1,0,
tile_RA121.781_DECm7.414,data/tiles/tile_RA121.781_DECm7.414,XE664,0,0,0,missing survivors csv
tile_RA121.781_DECm8.414,data/tiles/tile_RA121.781_DECm8.414,XE664,1,1,0,
tile_RA121.854_DECm0.415,data/tiles/tile_RA121.854_DECm0.415,XE604,4,4,0,
tile_RA121.854_DECm1.415,data/tiles/tile_RA121.854_DECm1.415,XE604,0,0,0,missing survivors csv
tile_RA121.854_DECm2.415,data/tiles/tile_RA121.854_DECm2.415,XE604,1,1,0,
tile_RA121.854_DECp0.585,data/tiles/tile_RA121.854_DECp0.585,XE604,3,3,0,
tile_RA121.854_DECp1.585,data/tiles/tile_RA121.854_DECp1.585,XE604,0,0,0,missing survivors csv
tile_RA121.927_DECp3.585,data/tiles/tile_RA121.927_DECp3.585,XE544,0,0,0,missing survivors csv
tile_RA121.927_DECp4.585,data/tiles/tile_RA121.927_DECp4.585,XE544,0,0,0,missing survivors csv
tile_RA121.927_DECp5.585,data/tiles/tile_RA121.927_DECp5.585,XE544,1,1,0,
tile_RA121.927_DECp6.585,data/tiles/tile_RA121.927_DECp6.585,XE544,1,1,0,
tile_RA121.927_DECp7.585,data/tiles/tile_RA121.927_DECp7.585,XE544,3,3,0,
tile_RA122.001_DECp10.584,data/tiles/tile_RA122.001_DECp10.584,XE484,1,1,0,
tile_RA122.001_DECp11.584,data/tiles/tile_RA122.001_DECp11.584,XE484,4,4,0,
tile_RA122.001_DECp12.584,data/tiles/tile_RA122.001_DECp12.584,XE484,3,3,0,
tile_RA122.001_DECp13.584,data/tiles/tile_RA122.001_DECp13.584,XE484,0,0,0,missing survivors csv
tile_RA122.001_DECp9.584,data/tiles/tile_RA122.001_DECp9.584,XE484,4,4,0,
tile_RA122.052_DECp58.566,data/tiles/tile_RA122.052_DECp58.566,XE089,0,0,0,missing survivors csv
tile_RA122.052_DECp59.566,data/tiles/tile_RA122.052_DECp59.566,XE089,2,2,0,
tile_RA122.052_DECp60.566,data/tiles/tile_RA122.052_DECp60.566,XE089,0,0,0,missing survivors csv
tile_RA122.079_DECp15.584,data/tiles/tile_RA122.079_DECp15.584,XE424,1,1,0,
tile_RA122.079_DECp16.584,data/tiles/tile_RA122.079_DECp16.584,XE424,0,0,0,missing survivors csv
tile_RA122.079_DECp17.584,data/tiles/tile_RA122.079_DECp17.584,XE424,2,2,0,
tile_RA122.079_DECp18.584,data/tiles/tile_RA122.079_DECp18.584,XE424,0,0,0,missing survivors csv
tile_RA122.079_DECp19.584,data/tiles/tile_RA122.079_DECp19.584,XE424,0,0,0,missing survivors csv
tile_RA122.474_DECp39.581,data/tiles/tile_RA122.474_DECp39.581,XE208,5,5,0,
tile_RA122.474_DECp40.581,data/tiles/tile_RA122.474_DECp40.581,XE208,0,0,0,missing survivors csv
tile_RA122.474_DECp41.581,data/tiles/tile_RA122.474_DECp41.581,XE208,0,0,0,
tile_RA122.474_DECp42.581,data/tiles/tile_RA122.474_DECp42.581,XE208,2,2,0,
tile_RA122.474_DECp43.581,data/tiles/tile_RA122.474_DECp43.581,XE208,5,5,0,
tile_RA122.590_DECp34.594,data/tiles/tile_RA122.590_DECp34.594,XE257,1,1,0,
tile_RA122.590_DECp35.594,data/tiles/tile_RA122.590_DECp35.594,XE257,0,0,0,missing survivors csv
tile_RA122.590_DECp36.594,data/tiles/tile_RA122.590_DECp36.594,XE257,0,0,0,missing survivors csv
tile_RA122.788_DECm5.414,data/tiles/tile_RA122.788_DECm5.414,XE664,0,0,0,missing survivors csv
tile_RA122.788_DECm6.414,data/tiles/tile_RA122.788_DECm6.414,XE664,1,1,0,
tile_RA122.788_DECm7.414,data/tiles/tile_RA122.788_DECm7.414,XE664,0,0,0,missing survivors csv
tile_RA122.854_DECm0.415,data/tiles/tile_RA122.854_DECm0.415,XE604,1,1,0,
tile_RA122.854_DECm1.415,data/tiles/tile_RA122.854_DECm1.415,XE604,3,3,0,
tile_RA122.854_DECp0.585,data/tiles/tile_RA122.854_DECp0.585,XE604,0,0,0,missing survivors csv
tile_RA122.854_DECp64.612,data/tiles/tile_RA122.854_DECp64.612,XE059,3,3,0,
tile_RA122.854_DECp65.612,data/tiles/tile_RA122.854_DECp65.612,XE059,1,1,0,
tile_RA122.854_DECp66.612,data/tiles/tile_RA122.854_DECp66.612,XE059,1,1,0,
tile_RA122.895_DECp53.538,data/tiles/tile_RA122.895_DECp53.538,XE124,3,3,0,
tile_RA122.932_DECp4.585,data/tiles/tile_RA122.932_DECp4.585,XE544,0,0,0,missing survivors csv
tile_RA122.932_DECp5.585,data/tiles/tile_RA122.932_DECp5.585,XE544,1,1,0,
tile_RA122.932_DECp6.585,data/tiles/tile_RA122.932_DECp6.585,XE544,0,0,0,missing survivors csv
tile_RA122.961_DECp69.584,data/tiles/tile_RA122.961_DECp69.584,XE035,5,5,0,
tile_RA122.961_DECp70.584,data/tiles/tile_RA122.961_DECp70.584,XE035,3,3,0,
tile_RA122.961_DECp71.584,data/tiles/tile_RA122.961_DECp71.584,XE035,2,2,0,
tile_RA122.961_DECp72.584,data/tiles/tile_RA122.961_DECp72.584,XE035,0,0,0,
tile_RA122.961_DECp73.584,data/tiles/tile_RA122.961_DECp73.584,XE035,3,3,0,
tile_RA123.022_DECp10.584,data/tiles/tile_RA123.022_DECp10.584,XE484,0,0,0,missing survivors csv
tile_RA123.022_DECp11.584,data/tiles/tile_RA123.022_DECp11.584,XE484,0,0,0,missing survivors csv
tile_RA123.022_DECp12.584,data/tiles/tile_RA123.022_DECp12.584,XE484,0,0,0,missing survivors csv
tile_RA123.108_DECp46.593,data/tiles/tile_RA123.108_DECp46.593,XE163,0,0,0,missing survivors csv
tile_RA123.108_DECp47.593,data/tiles/tile_RA123.108_DECp47.593,XE163,1,1,0,
tile_RA123.108_DECp48.593,data/tiles/tile_RA123.108_DECp48.593,XE163,1,1,0,
tile_RA123.128_DECp16.584,data/tiles/tile_RA123.128_DECp16.584,XE424,2,2,0,
tile_RA123.128_DECp17.584,data/tiles/tile_RA123.128_DECp17.584,XE424,1,1,0,
tile_RA123.128_DECp18.584,data/tiles/tile_RA123.128_DECp18.584,XE424,1,1,0,
tile_RA123.438_DECp29.541,data/tiles/tile_RA123.438_DECp29.541,XE311,3,3,0,
tile_RA123.468_DECp23.542,data/tiles/tile_RA123.468_DECp23.542,XE367,3,3,0,
tile_RA123.794_DECm6.414,data/tiles/tile_RA123.794_DECm6.414,XE664,0,0,0,missing survivors csv
tile_RA123.811_DECp40.581,data/tiles/tile_RA123.811_DECp40.581,XE208,5,5,0,
tile_RA123.811_DECp41.581,data/tiles/tile_RA123.811_DECp41.581,XE208,8,8,0,
tile_RA123.811_DECp42.581,data/tiles/tile_RA123.811_DECp42.581,XE208,1,1,0,
tile_RA123.820_DECp35.594,data/tiles/tile_RA123.820_DECp35.594,XE257,0,0,0,missing survivors csv
tile_RA123.854_DECm0.415,data/tiles/tile_RA123.854_DECm0.415,XE604,2,2,0,
tile_RA123.937_DECp5.585,data/tiles/tile_RA123.937_DECp5.585,XE544,2,2,0,
tile_RA124.026_DECp57.566,data/tiles/tile_RA124.026_DECp57.566,XE089,3,3,0,
tile_RA124.026_DECp58.566,data/tiles/tile_RA124.026_DECp58.566,XE089,1,1,0,
tile_RA124.026_DECp59.566,data/tiles/tile_RA124.026_DECp59.566,XE089,0,0,0,missing survivors csv
tile_RA124.026_DECp60.566,data/tiles/tile_RA124.026_DECp60.566,XE089,3,3,0,
tile_RA124.026_DECp61.566,data/tiles/tile_RA124.026_DECp61.566,XE089,8,8,0,
tile_RA124.043_DECp11.584,data/tiles/tile_RA124.043_DECp11.584,XE484,0,0,0,missing survivors csv
tile_RA124.177_DECp17.584,data/tiles/tile_RA124.177_DECp17.584,XE424,0,0,0,missing survivors csv
tile_RA124.559_DECp22.542,data/tiles/tile_RA124.559_DECp22.542,XE367,5,5,0,
tile_RA124.559_DECp23.542,data/tiles/tile_RA124.559_DECp23.542,XE367,3,3,0,
tile_RA124.559_DECp24.542,data/tiles/tile_RA124.559_DECp24.542,XE367,0,0,0,missing survivors csv
tile_RA124.578_DECp52.538,data/tiles/tile_RA124.578_DECp52.538,XE124,7,7,0,
tile_RA124.578_DECp53.538,data/tiles/tile_RA124.578_DECp53.538,XE124,1,1,0,
tile_RA124.578_DECp54.538,data/tiles/tile_RA124.578_DECp54.538,XE124,3,3,0,
tile_RA124.587_DECp28.541,data/tiles/tile_RA124.587_DECp28.541,XE311,4,4,0,
tile_RA124.587_DECp29.541,data/tiles/tile_RA124.587_DECp29.541,XE311,2,2,0,
tile_RA124.587_DECp30.541,data/tiles/tile_RA124.587_DECp30.541,XE311,3,3,0,
tile_RA124.591_DECp47.593,data/tiles/tile_RA124.591_DECp47.593,XE163,2,2,0,
tile_RA124.837_DECp76.626,data/tiles/tile_RA124.837_DECp76.626,XE017,3,3,0,
tile_RA124.837_DECp77.626,data/tiles/tile_RA124.837_DECp77.626,XE017,1,1,0,
tile_RA124.837_DECp78.626,data/tiles/tile_RA124.837_DECp78.626,XE017,2,2,0,
tile_RA125.148_DECp41.581,data/tiles/tile_RA125.148_DECp41.581,XE208,5,5,0,
tile_RA125.276_DECp65.612,data/tiles/tile_RA125.276_DECp65.612,XE059,5,5,0,
tile_RA125.650_DECp21.542,data/tiles/tile_RA125.650_DECp21.542,XE367,3,3,0,
tile_RA125.650_DECp22.542,data/tiles/tile_RA125.650_DECp22.542,XE367,1,1,0,
tile_RA125.650_DECp23.542,data/tiles/tile_RA125.650_DECp23.542,XE367,2,2,0,
tile_RA125.650_DECp24.542,data/tiles/tile_RA125.650_DECp24.542,XE367,2,2,0,
tile_RA125.650_DECp25.542,data/tiles/tile_RA125.650_DECp25.542,XE367,1,1,0,
tile_RA125.737_DECp27.541,data/tiles/tile_RA125.737_DECp27.541,XE311,2,2,0,
tile_RA125.737_DECp28.541,data/tiles/tile_RA125.737_DECp28.541,XE311,3,3,0,
tile_RA125.737_DECp29.541,data/tiles/tile_RA125.737_DECp29.541,XE311,1,1,0,
tile_RA125.737_DECp30.541,data/tiles/tile_RA125.737_DECp30.541,XE311,5,5,0,
tile_RA125.737_DECp31.541,data/tiles/tile_RA125.737_DECp31.541,XE311,3,3,0,
tile_RA125.773_DECm6.485,data/tiles/tile_RA125.773_DECm6.485,XE665,0,0,0,missing survivors csv
tile_RA125.854_DECm0.485,data/tiles/tile_RA125.854_DECm0.485,XE605,26,26,0,
tile_RA125.863_DECp35.512,data/tiles/tile_RA125.863_DECp35.512,XE258,0,0,0,missing survivors csv
tile_RA125.913_DECp5.515,data/tiles/tile_RA125.913_DECp5.515,XE545,1,1,0,
tile_RA125.950_DECp11.514,data/tiles/tile_RA125.950_DECp11.514,XE485,0,0,0,missing survivors csv
tile_RA125.966_DECp17.514,data/tiles/tile_RA125.966_DECp17.514,XE425,0,0,0,missing survivors csv
tile_RA126.000_DECp58.566,data/tiles/tile_RA126.000_DECp58.566,XE089,0,0,0,missing survivors csv
tile_RA126.000_DECp59.566,data/tiles/tile_RA126.000_DECp59.566,XE089,0,0,0,missing survivors csv
tile_RA126.000_DECp60.566,data/tiles/tile_RA126.000_DECp60.566,XE089,0,0,0,missing survivors csv
tile_RA126.126_DECp70.584,data/tiles/tile_RA126.126_DECp70.584,XE035,0,0,0,missing survivors csv
tile_RA126.126_DECp71.584,data/tiles/tile_RA126.126_DECp71.584,XE035,1,1,0,
tile_RA126.126_DECp72.584,data/tiles/tile_RA126.126_DECp72.584,XE035,1,1,0,
tile_RA126.261_DECp51.538,data/tiles/tile_RA126.261_DECp51.538,XE124,3,3,0,
tile_RA126.261_DECp52.538,data/tiles/tile_RA126.261_DECp52.538,XE124,1,1,0,
tile_RA126.261_DECp53.538,data/tiles/tile_RA126.261_DECp53.538,XE124,2,2,0,
tile_RA126.261_DECp54.538,data/tiles/tile_RA126.261_DECp54.538,XE124,3,3,0,
tile_RA126.261_DECp55.538,data/tiles/tile_RA126.261_DECp55.538,XE124,1,1,0,
tile_RA126.740_DECp22.542,data/tiles/tile_RA126.740_DECp22.542,XE367,0,0,0,missing survivors csv
tile_RA126.740_DECp23.542,data/tiles/tile_RA126.740_DECp23.542,XE367,4,4,0,
tile_RA126.740_DECp24.542,data/tiles/tile_RA126.740_DECp24.542,XE367,2,2,0,
tile_RA126.780_DECm5.485,data/tiles/tile_RA126.780_DECm5.485,XE665,3,3,0,
tile_RA126.780_DECm6.485,data/tiles/tile_RA126.780_DECm6.485,XE665,1,1,0,
tile_RA126.780_DECm7.485,data/tiles/tile_RA126.780_DECm7.485,XE665,2,2,0,
tile_RA126.854_DECm0.485,data/tiles/tile_RA126.854_DECm0.485,XE605,5,5,0,
tile_RA126.854_DECm1.485,data/tiles/tile_RA126.854_DECm1.485,XE605,9,9,0,
tile_RA126.854_DECp0.515,data/tiles/tile_RA126.854_DECp0.515,XE605,1,1,0,
tile_RA126.886_DECp28.541,data/tiles/tile_RA126.886_DECp28.541,XE311,5,5,0,
tile_RA126.886_DECp29.541,data/tiles/tile_RA126.886_DECp29.541,XE311,2,2,0,
tile_RA126.886_DECp30.541,data/tiles/tile_RA126.886_DECp30.541,XE311,1,1,0,
tile_RA126.917_DECp4.515,data/tiles/tile_RA126.917_DECp4.515,XE545,2,2,0,
tile_RA126.917_DECp5.515,data/tiles/tile_RA126.917_DECp5.515,XE545,1,1,0,
tile_RA126.917_DECp6.515,data/tiles/tile_RA126.917_DECp6.515,XE545,1,1,0,
tile_RA126.970_DECp10.514,data/tiles/tile_RA126.970_DECp10.514,XE485,1,1,0,
tile_RA126.970_DECp11.514,data/tiles/tile_RA126.970_DECp11.514,XE485,0,0,0,missing survivors csv
tile_RA126.970_DECp12.514,data/tiles/tile_RA126.970_DECp12.514,XE485,0,0,0,missing survivors csv
tile_RA127.015_DECp16.514,data/tiles/tile_RA127.015_DECp16.514,XE425,1,1,0,
tile_RA127.015_DECp17.514,data/tiles/tile_RA127.015_DECp17.514,XE425,2,2,0,
tile_RA127.015_DECp18.514,data/tiles/tile_RA127.015_DECp18.514,XE425,5,5,0,
tile_RA127.090_DECp47.494,data/tiles/tile_RA127.090_DECp47.494,XE164,5,5,0,
tile_RA127.092_DECp34.512,data/tiles/tile_RA127.092_DECp34.512,XE258,2,2,0,
tile_RA127.092_DECp35.512,data/tiles/tile_RA127.092_DECp35.512,XE258,2,2,0,
tile_RA127.092_DECp36.512,data/tiles/tile_RA127.092_DECp36.512,XE258,0,0,0,
tile_RA127.249_DECp41.495,data/tiles/tile_RA127.249_DECp41.495,XE209,3,3,0,
tile_RA127.786_DECm4.485,data/tiles/tile_RA127.786_DECm4.485,XE665,1,1,0,
tile_RA127.786_DECm5.485,data/tiles/tile_RA127.786_DECm5.485,XE665,0,0,0,missing survivors csv
tile_RA127.786_DECm6.485,data/tiles/tile_RA127.786_DECm6.485,XE665,0,0,0,missing survivors csv
tile_RA127.786_DECm7.485,data/tiles/tile_RA127.786_DECm7.485,XE665,0,0,0,missing survivors csv
tile_RA127.786_DECm8.485,data/tiles/tile_RA127.786_DECm8.485,XE665,0,0,0,missing survivors csv
tile_RA127.831_DECp23.542,data/tiles/tile_RA127.831_DECp23.542,XE367,4,4,0,
tile_RA127.854_DECm0.485,data/tiles/tile_RA127.854_DECm0.485,XE605,5,5,0,
tile_RA127.854_DECm1.485,data/tiles/tile_RA127.854_DECm1.485,XE605,3,3,0,
tile_RA127.854_DECm2.485,data/tiles/tile_RA127.854_DECm2.485,XE605,7,7,0,
tile_RA127.854_DECp0.515,data/tiles/tile_RA127.854_DECp0.515,XE605,1,1,0,
tile_RA127.854_DECp1.515,data/tiles/tile_RA127.854_DECp1.515,XE605,1,1,0,
tile_RA127.922_DECp3.515,data/tiles/tile_RA127.922_DECp3.515,XE545,2,2,0,
tile_RA127.922_DECp4.515,data/tiles/tile_RA127.922_DECp4.515,XE545,1,1,0,
tile_RA127.922_DECp5.515,data/tiles/tile_RA127.922_DECp5.515,XE545,1,1,0,
tile_RA127.922_DECp6.515,data/tiles/tile_RA127.922_DECp6.515,XE545,0,0,0,missing survivors csv
tile_RA127.922_DECp7.515,data/tiles/tile_RA127.922_DECp7.515,XE545,2,2,0,
tile_RA127.943_DECp52.538,data/tiles/tile_RA127.943_DECp52.538,XE124,3,3,0,
tile_RA127.943_DECp53.538,data/tiles/tile_RA127.943_DECp53.538,XE124,0,0,0,missing survivors csv
tile_RA127.943_DECp54.538,data/tiles/tile_RA127.943_DECp54.538,XE124,1,1,0,
tile_RA127.974_DECp59.566,data/tiles/tile_RA127.974_DECp59.566,XE089,3,3,0,
tile_RA127.991_DECp10.514,data/tiles/tile_RA127.991_DECp10.514,XE485,1,1,0,
tile_RA127.991_DECp11.514,data/tiles/tile_RA127.991_DECp11.514,XE485,2,2,0,
tile_RA127.991_DECp12.514,data/tiles/tile_RA127.991_DECp12.514,XE485,2,2,0,
tile_RA127.991_DECp13.514,data/tiles/tile_RA127.991_DECp13.514,XE485,1,1,0,
tile_RA127.991_DECp9.514,data/tiles/tile_RA127.991_DECp9.514,XE485,2,2,0,
tile_RA128.036_DECp29.541,data/tiles/tile_RA128.036_DECp29.541,XE311,3,3,0,
tile_RA128.063_DECp15.514,data/tiles/tile_RA128.063_DECp15.514,XE425,2,2,0,
tile_RA128.063_DECp16.514,data/tiles/tile_RA128.063_DECp16.514,XE425,2,2,0,
tile_RA128.063_DECp17.514,data/tiles/tile_RA128.063_DECp17.514,XE425,1,1,0,
tile_RA128.063_DECp18.514,data/tiles/tile_RA128.063_DECp18.514,XE425,6,6,0,
tile_RA128.063_DECp19.514,data/tiles/tile_RA128.063_DECp19.514,XE425,4,4,0,
tile_RA128.320_DECp33.512,data/tiles/tile_RA128.320_DECp33.512,XE258,2,2,0,
tile_RA128.320_DECp34.512,data/tiles/tile_RA128.320_DECp34.512,XE258,0,0,0,missing survivors csv
tile_RA128.320_DECp35.512,data/tiles/tile_RA128.320_DECp35.512,XE258,1,1,0,
tile_RA128.320_DECp36.512,data/tiles/tile_RA128.320_DECp36.512,XE258,2,2,0,
tile_RA128.320_DECp37.512,data/tiles/tile_RA128.320_DECp37.512,XE258,1,1,0,
tile_RA128.380_DECp65.464,data/tiles/tile_RA128.380_DECp65.464,XE060,1,1,0,
tile_RA128.570_DECp46.494,data/tiles/tile_RA128.570_DECp46.494,XE164,2,2,0,
tile_RA128.570_DECp47.494,data/tiles/tile_RA128.570_DECp47.494,XE164,1,1,0,
tile_RA128.570_DECp48.494,data/tiles/tile_RA128.570_DECp48.494,XE164,0,0,0,missing survivors csv
tile_RA128.584_DECp40.495,data/tiles/tile_RA128.584_DECp40.495,XE209,2,2,0,
tile_RA128.584_DECp41.495,data/tiles/tile_RA128.584_DECp41.495,XE209,2,2,0,
tile_RA128.584_DECp42.495,data/tiles/tile_RA128.584_DECp42.495,XE209,7,7,0,
tile_RA128.793_DECm5.485,data/tiles/tile_RA128.793_DECm5.485,XE665,0,0,0,missing survivors csv
tile_RA128.793_DECm6.485,data/tiles/tile_RA128.793_DECm6.485,XE665,0,0,0,missing survivors csv
tile_RA128.793_DECm7.485,data/tiles/tile_RA128.793_DECm7.485,XE665,1,1,0,
tile_RA128.854_DECm0.485,data/tiles/tile_RA128.854_DECm0.485,XE605,2,2,0,
tile_RA128.854_DECm1.485,data/tiles/tile_RA128.854_DECm1.485,XE605,0,0,0,missing survivors csv
tile_RA128.854_DECp0.515,data/tiles/tile_RA128.854_DECp0.515,XE605,1,1,0,
tile_RA128.926_DECp4.515,data/tiles/tile_RA128.926_DECp4.515,XE545,0,0,0,missing survivors csv
tile_RA128.926_DECp5.515,data/tiles/tile_RA128.926_DECp5.515,XE545,1,1,0,
tile_RA128.926_DECp6.515,data/tiles/tile_RA128.926_DECp6.515,XE545,0,0,0,missing survivors csv
tile_RA129.012_DECp10.514,data/tiles/tile_RA129.012_DECp10.514,XE485,0,0,0,missing survivors csv
tile_RA129.012_DECp11.514,data/tiles/tile_RA129.012_DECp11.514,XE485,1,1,0,
tile_RA129.012_DECp12.514,data/tiles/tile_RA129.012_DECp12.514,XE485,0,0,0,missing survivors csv
tile_RA129.112_DECp16.514,data/tiles/tile_RA129.112_DECp16.514,XE425,1,1,0,
tile_RA129.112_DECp17.514,data/tiles/tile_RA129.112_DECp17.514,XE425,1,1,0,
tile_RA129.112_DECp18.514,data/tiles/tile_RA129.112_DECp18.514,XE425,2,2,0,
tile_RA129.292_DECp71.584,data/tiles/tile_RA129.292_DECp71.584,XE035,3,3,0,
tile_RA129.292_DECp72.584,data/tiles/tile_RA129.292_DECp72.584,XE035,2,2,0,
tile_RA129.503_DECp77.626,data/tiles/tile_RA129.503_DECp77.626,XE017,0,0,0,missing survivors csv
tile_RA129.503_DECp78.626,data/tiles/tile_RA129.503_DECp78.626,XE017,0,0,0,
tile_RA129.549_DECp34.512,data/tiles/tile_RA129.549_DECp34.512,XE258,0,0,0,
tile_RA129.549_DECp35.512,data/tiles/tile_RA129.549_DECp35.512,XE258,0,0,0,missing survivors csv
tile_RA129.549_DECp36.512,data/tiles/tile_RA129.549_DECp36.512,XE258,2,2,0,
tile_RA129.626_DECp53.538,data/tiles/tile_RA129.626_DECp53.538,XE124,0,0,0,missing survivors csv
tile_RA129.799_DECm6.485,data/tiles/tile_RA129.799_DECm6.485,XE665,0,0,0,missing survivors csv
tile_RA129.854_DECm0.485,data/tiles/tile_RA129.854_DECm0.485,XE605,1,1,0,
tile_RA129.901_DECp29.433,data/tiles/tile_RA129.901_DECp29.433,XE312,0,0,0,missing survivors csv
tile_RA129.919_DECp39.495,data/tiles/tile_RA129.919_DECp39.495,XE209,2,2,0,
tile_RA129.919_DECp40.495,data/tiles/tile_RA129.919_DECp40.495,XE209,4,4,0,
tile_RA129.919_DECp41.495,data/tiles/tile_RA129.919_DECp41.495,XE209,3,3,0,
tile_RA129.919_DECp42.495,data/tiles/tile_RA129.919_DECp42.495,XE209,1,1,0,
tile_RA129.919_DECp43.495,data/tiles/tile_RA129.919_DECp43.495,XE209,3,3,0,
tile_RA129.931_DECp5.515,data/tiles/tile_RA129.931_DECp5.515,XE545,0,0,0,missing survivors csv
tile_RA129.944_DECp23.470,data/tiles/tile_RA129.944_DECp23.470,XE368,2,2,0,
tile_RA13.049_DECp83.807,data/tiles/tile_RA13.049_DECp83.807,XE002,1,1,0,
tile_RA13.049_DECp84.807,data/tiles/tile_RA13.049_DECp84.807,XE002,1,1,0,
tile_RA13.049_DECp85.807,data/tiles/tile_RA13.049_DECp85.807,XE002,2,2,0,
tile_RA13.049_DECp86.807,data/tiles/tile_RA13.049_DECp86.807,XE002,2,2,0,
tile_RA13.154_DECp58.789,data/tiles/tile_RA13.154_DECp58.789,XE079,0,0,0,missing survivors csv
tile_RA13.154_DECp59.789,data/tiles/tile_RA13.154_DECp59.789,XE079,2,2,0,
tile_RA13.154_DECp60.789,data/tiles/tile_RA13.154_DECp60.789,XE079,1,1,0,
tile_RA13.154_DECp61.789,data/tiles/tile_RA13.154_DECp61.789,XE079,1,1,0,
tile_RA13.154_DECp62.789,data/tiles/tile_RA13.154_DECp62.789,XE079,0,0,0,missing survivors csv
tile_RA13.298_DECp53.794,data/tiles/tile_RA13.298_DECp53.794,XE112,1,1,0,
tile_RA13.298_DECp54.794,data/tiles/tile_RA13.298_DECp54.794,XE112,1,1,0,
tile_RA13.298_DECp55.794,data/tiles/tile_RA13.298_DECp55.794,XE112,0,0,0,missing survivors csv
tile_RA13.514_DECp36.780,data/tiles/tile_RA13.514_DECp36.780,XE242,0,0,0,missing survivors csv
tile_RA13.543_DECp48.796,data/tiles/tile_RA13.543_DECp48.796,XE150,2,2,0,
tile_RA13.792_DECp29.806,data/tiles/tile_RA13.792_DECp29.806,XE294,3,3,0,
tile_RA13.792_DECp30.806,data/tiles/tile_RA13.792_DECp30.806,XE294,1,1,0,
tile_RA13.792_DECp31.806,data/tiles/tile_RA13.792_DECp31.806,XE294,1,1,0,
tile_RA13.828_DECm10.233,data/tiles/tile_RA13.828_DECm10.233,XE706,2,2,0,
tile_RA13.828_DECm11.233,data/tiles/tile_RA13.828_DECm11.233,XE706,2,2,0,
tile_RA13.828_DECm12.233,data/tiles/tile_RA13.828_DECm12.233,XE706,0,0,0,missing survivors csv
tile_RA13.828_DECm13.233,data/tiles/tile_RA13.828_DECm13.233,XE706,2,2,0,
tile_RA13.828_DECm9.233,data/tiles/tile_RA13.828_DECm9.233,XE706,3,3,0,
tile_RA13.839_DECm3.213,data/tiles/tile_RA13.839_DECm3.213,XE646,5,5,0,
tile_RA13.839_DECm4.213,data/tiles/tile_RA13.839_DECm4.213,XE646,2,2,0,
tile_RA13.839_DECm5.213,data/tiles/tile_RA13.839_DECm5.213,XE646,4,4,0,
tile_RA13.839_DECm6.213,data/tiles/tile_RA13.839_DECm6.213,XE646,3,3,0,
tile_RA13.839_DECm7.213,data/tiles/tile_RA13.839_DECm7.213,XE646,2,2,0,
tile_RA13.844_DECp23.783,data/tiles/tile_RA13.844_DECp23.783,XE350,1,1,0,
tile_RA13.844_DECp24.783,data/tiles/tile_RA13.844_DECp24.783,XE350,0,0,0,missing survivors csv
tile_RA13.844_DECp25.783,data/tiles/tile_RA13.844_DECp25.783,XE350,1,1,0,
tile_RA13.858_DECm0.213,data/tiles/tile_RA13.858_DECm0.213,XE586,0,0,0,missing survivors csv
tile_RA13.858_DECm1.213,data/tiles/tile_RA13.858_DECm1.213,XE586,3,3,0,
tile_RA13.858_DECp0.787,data/tiles/tile_RA13.858_DECp0.787,XE586,1,1,0,
tile_RA13.858_DECp1.787,data/tiles/tile_RA13.858_DECp1.787,XE586,2,2,0,
tile_RA13.858_DECp2.787,data/tiles/tile_RA13.858_DECp2.787,XE586,0,0,0,missing survivors csv
tile_RA13.877_DECp4.787,data/tiles/tile_RA13.877_DECp4.787,XE526,0,0,0,missing survivors csv
tile_RA13.877_DECp5.787,data/tiles/tile_RA13.877_DECp5.787,XE526,3,3,0,
tile_RA13.877_DECp6.787,data/tiles/tile_RA13.877_DECp6.787,XE526,1,1,0,
tile_RA13.877_DECp7.787,data/tiles/tile_RA13.877_DECp7.787,XE526,4,4,0,
tile_RA13.877_DECp8.787,data/tiles/tile_RA13.877_DECp8.787,XE526,2,2,0,
tile_RA13.897_DECp10.787,data/tiles/tile_RA13.897_DECp10.787,XE466,2,2,0,
tile_RA13.897_DECp11.787,data/tiles/tile_RA13.897_DECp11.787,XE466,4,4,0,
tile_RA13.897_DECp12.787,data/tiles/tile_RA13.897_DECp12.787,XE466,1,1,0,
tile_RA13.897_DECp13.787,data/tiles/tile_RA13.897_DECp13.787,XE466,0,0,0,missing survivors csv
tile_RA13.897_DECp14.787,data/tiles/tile_RA13.897_DECp14.787,XE466,1,1,0,
tile_RA13.917_DECp16.787,data/tiles/tile_RA13.917_DECp16.787,XE406,2,2,0,
tile_RA13.917_DECp17.787,data/tiles/tile_RA13.917_DECp17.787,XE406,0,0,0,missing survivors csv
tile_RA13.917_DECp18.787,data/tiles/tile_RA13.917_DECp18.787,XE406,1,1,0,
tile_RA13.917_DECp19.787,data/tiles/tile_RA13.917_DECp19.787,XE406,4,4,0,
