tile_id,tile_path,plate_id,rows_in_tile_filtered_csv,rows_emitted_to_S0,skipped_delta,notes
tile_RA48.899_DECp59.567,data/tiles/tile_RA48.899_DECp59.567,XE082,0,0,0,missing survivors csv
tile_RA48.899_DECp60.567,data/tiles/tile_RA48.899_DECp60.567,XE082,1,1,0,
tile_RA48.899_DECp61.567,data/tiles/tile_RA48.899_DECp61.567,XE082,0,0,0,missing survivors csv
tile_RA48.917_DECp5.530,data/tiles/tile_RA48.917_DECp5.530,XE532,2,2,0,
tile_RA48.917_DECp6.530,data/tiles/tile_RA48.917_DECp6.530,XE532,0,0,0,missing survivors csv
tile_RA48.917_DECp7.530,data/tiles/tile_RA48.917_DECp7.530,XE532,3,3,0,
tile_RA48.965_DECp11.530,data/tiles/tile_RA48.965_DECp11.530,XE472,1,1,0,
tile_RA48.965_DECp12.530,data/tiles/tile_RA48.965_DECp12.530,XE472,0,0,0,missing survivors csv
tile_RA48.965_DECp13.530,data/tiles/tile_RA48.965_DECp13.530,XE472,2,2,0,
tile_RA49.003_DECp17.529,data/tiles/tile_RA49.003_DECp17.529,XE412,4,4,0,
tile_RA49.003_DECp18.529,data/tiles/tile_RA49.003_DECp18.529,XE412,7,7,0,
tile_RA49.003_DECp19.529,data/tiles/tile_RA49.003_DECp19.529,XE412,5,5,0,
tile_RA49.769_DECm10.488,data/tiles/tile_RA49.769_DECm10.488,XE712,5,5,0,
tile_RA49.769_DECm11.488,data/tiles/tile_RA49.769_DECm11.488,XE712,2,2,0,
tile_RA49.769_DECm12.488,data/tiles/tile_RA49.769_DECm12.488,XE712,0,0,0,missing survivors csv
tile_RA49.769_DECm13.488,data/tiles/tile_RA49.769_DECm13.488,XE712,1,1,0,
tile_RA49.769_DECm9.488,data/tiles/tile_RA49.769_DECm9.488,XE712,1,1,0,
tile_RA49.796_DECm3.469,data/tiles/tile_RA49.796_DECm3.469,XE652,3,3,0,
tile_RA49.796_DECm4.469,data/tiles/tile_RA49.796_DECm4.469,XE652,1,1,0,
tile_RA49.796_DECm5.469,data/tiles/tile_RA49.796_DECm5.469,XE652,3,3,0,
tile_RA49.796_DECm6.469,data/tiles/tile_RA49.796_DECm6.469,XE652,0,0,0,missing survivors csv
tile_RA49.796_DECm7.469,data/tiles/tile_RA49.796_DECm7.469,XE652,2,2,0,
tile_RA49.820_DECp24.555,data/tiles/tile_RA49.820_DECp24.555,XE355,3,3,0,
tile_RA49.860_DECm0.470,data/tiles/tile_RA49.860_DECm0.470,XE592,1,1,0,
tile_RA49.860_DECm1.470,data/tiles/tile_RA49.860_DECm1.470,XE592,2,2,0,
tile_RA49.860_DECp0.530,data/tiles/tile_RA49.860_DECp0.530,XE592,1,1,0,
tile_RA49.860_DECp1.530,data/tiles/tile_RA49.860_DECp1.530,XE592,3,3,0,
tile_RA49.860_DECp2.530,data/tiles/tile_RA49.860_DECp2.530,XE592,3,3,0,
tile_RA49.924_DECp4.530,data/tiles/tile_RA49.924_DECp4.530,XE532,3,3,0,
tile_RA49.924_DECp5.530,data/tiles/tile_RA49.924_DECp5.530,XE532,1,1,0,
tile_RA49.924_DECp6.530,data/tiles/tile_RA49.924_DECp6.530,XE532,2,2,0,
tile_RA49.924_DECp7.530,data/tiles/tile_RA49.924_DECp7.530,XE532,3,3,0,
tile_RA49.924_DECp8.530,data/tiles/tile_RA49.924_DECp8.530,XE532,5,5,0,
tile_RA49.989_DECp10.530,data/tiles/tile_RA49.989_DECp10.530,XE472,0,0,0,
tile_RA49.989_DECp11.530,data/tiles/tile_RA49.989_DECp11.530,XE472,0,0,0,missing survivors csv
tile_RA49.989_DECp12.530,data/tiles/tile_RA49.989_DECp12.530,XE472,0,0,0,missing survivors csv
tile_RA49.989_DECp13.530,data/tiles/tile_RA49.989_DECp13.530,XE472,4,4,0,
tile_RA49.989_DECp14.530,data/tiles/tile_RA49.989_DECp14.530,XE472,1,1,0,
tile_RA5.282_DECp71.807,data/tiles/tile_RA5.282_DECp71.807,XE028,1,1,0,
tile_RA5.282_DECp72.807,data/tiles/tile_RA5.282_DECp72.807,XE028,0,0,0,missing survivors csv
tile_RA5.282_DECp73.807,data/tiles/tile_RA5.282_DECp73.807,XE028,0,0,0,missing survivors csv
tile_RA5.346_DECp54.807,data/tiles/tile_RA5.346_DECp54.807,XE111,2,2,0,
tile_RA5.529_DECp72.807,data/tiles/tile_RA5.529_DECp72.807,XE049,0,0,0,missing survivors csv
tile_RA5.529_DECp73.807,data/tiles/tile_RA5.529_DECp73.807,XE049,0,0,0,missing survivors csv
tile_RA5.767_DECm11.233,data/tiles/tile_RA5.767_DECm11.233,XE705,2,2,0,
tile_RA5.777_DECp18.801,data/tiles/tile_RA5.777_DECp18.801,XE405,0,0,0,missing survivors csv
tile_RA5.827_DECp12.801,data/tiles/tile_RA5.827_DECp12.801,XE465,3,3,0,
tile_RA5.839_DECm5.199,data/tiles/tile_RA5.839_DECm5.199,XE645,2,2,0,
tile_RA5.854_DECp6.801,data/tiles/tile_RA5.854_DECp6.801,XE525,3,3,0,
tile_RA5.857_DECp0.801,data/tiles/tile_RA5.857_DECp0.801,XE585,11,11,0,
tile_RA5.981_DECp60.807,data/tiles/tile_RA5.981_DECp60.807,XE078,0,0,0,missing survivors csv
tile_RA50.022_DECp30.555,data/tiles/tile_RA50.022_DECp30.555,XE299,0,0,0,missing survivors csv
tile_RA50.058_DECp16.529,data/tiles/tile_RA50.058_DECp16.529,XE412,6,6,0,
tile_RA50.058_DECp17.529,data/tiles/tile_RA50.058_DECp17.529,XE412,1,1,0,
tile_RA50.058_DECp18.529,data/tiles/tile_RA50.058_DECp18.529,XE412,3,3,0,
tile_RA50.058_DECp19.529,data/tiles/tile_RA50.058_DECp19.529,XE412,1,1,0,
tile_RA50.058_DECp20.529,data/tiles/tile_RA50.058_DECp20.529,XE412,2,2,0,
tile_RA50.067_DECp35.517,data/tiles/tile_RA50.067_DECp35.517,XE247,2,2,0,
tile_RA50.067_DECp36.517,data/tiles/tile_RA50.067_DECp36.517,XE247,2,2,0,
tile_RA50.067_DECp37.517,data/tiles/tile_RA50.067_DECp37.517,XE247,0,0,0,missing survivors csv
tile_RA50.102_DECp42.559,data/tiles/tile_RA50.102_DECp42.559,XE198,1,1,0,
tile_RA50.202_DECp52.531,data/tiles/tile_RA50.202_DECp52.531,XE116,0,0,0,missing survivors csv
tile_RA50.202_DECp53.531,data/tiles/tile_RA50.202_DECp53.531,XE116,0,0,0,missing survivors csv
tile_RA50.202_DECp54.531,data/tiles/tile_RA50.202_DECp54.531,XE116,1,1,0,
tile_RA50.202_DECp55.531,data/tiles/tile_RA50.202_DECp55.531,XE116,1,1,0,
tile_RA50.202_DECp56.531,data/tiles/tile_RA50.202_DECp56.531,XE116,0,0,0,missing survivors csv
tile_RA50.323_DECp66.478,data/tiles/tile_RA50.323_DECp66.478,XE054,0,0,0,missing survivors csv
tile_RA50.323_DECp67.478,data/tiles/tile_RA50.323_DECp67.478,XE054,0,0,0,missing survivors csv
tile_RA50.554_DECp48.494,data/tiles/tile_RA50.554_DECp48.494,XE155,2,2,0,
tile_RA50.763_DECp76.536,data/tiles/tile_RA50.763_DECp76.536,XE014,4,4,0,
tile_RA50.763_DECp77.536,data/tiles/tile_RA50.763_DECp77.536,XE014,1,1,0,
tile_RA50.763_DECp78.536,data/tiles/tile_RA50.763_DECp78.536,XE014,1,1,0,
tile_RA50.763_DECp79.536,data/tiles/tile_RA50.763_DECp79.536,XE014,1,1,0,
tile_RA50.763_DECp80.536,data/tiles/tile_RA50.763_DECp80.536,XE014,3,3,0,
tile_RA50.790_DECm10.488,data/tiles/tile_RA50.790_DECm10.488,XE712,0,0,0,missing survivors csv
tile_RA50.790_DECm11.488,data/tiles/tile_RA50.790_DECm11.488,XE712,2,2,0,
tile_RA50.790_DECm12.488,data/tiles/tile_RA50.790_DECm12.488,XE712,2,2,0,
tile_RA50.800_DECm4.469,data/tiles/tile_RA50.800_DECm4.469,XE652,3,3,0,
tile_RA50.800_DECm5.469,data/tiles/tile_RA50.800_DECm5.469,XE652,2,2,0,
tile_RA50.800_DECm6.469,data/tiles/tile_RA50.800_DECm6.469,XE652,3,3,0,
tile_RA50.860_DECm0.470,data/tiles/tile_RA50.860_DECm0.470,XE592,1,1,0,
tile_RA50.860_DECp0.530,data/tiles/tile_RA50.860_DECp0.530,XE592,1,1,0,
tile_RA50.860_DECp1.530,data/tiles/tile_RA50.860_DECp1.530,XE592,1,1,0,
tile_RA50.930_DECp5.530,data/tiles/tile_RA50.930_DECp5.530,XE532,2,2,0,
tile_RA50.930_DECp6.530,data/tiles/tile_RA50.930_DECp6.530,XE532,2,2,0,
tile_RA50.930_DECp7.530,data/tiles/tile_RA50.930_DECp7.530,XE532,0,0,0,missing survivors csv
tile_RA50.934_DECp60.567,data/tiles/tile_RA50.934_DECp60.567,XE082,0,0,0,missing survivors csv
tile_RA51.014_DECp11.530,data/tiles/tile_RA51.014_DECp11.530,XE472,3,3,0,
tile_RA51.014_DECp12.530,data/tiles/tile_RA51.014_DECp12.530,XE472,4,4,0,
tile_RA51.014_DECp13.530,data/tiles/tile_RA51.014_DECp13.530,XE472,3,3,0,
tile_RA51.113_DECp17.529,data/tiles/tile_RA51.113_DECp17.529,XE412,3,3,0,
tile_RA51.113_DECp18.529,data/tiles/tile_RA51.113_DECp18.529,XE412,1,1,0,
tile_RA51.113_DECp19.529,data/tiles/tile_RA51.113_DECp19.529,XE412,5,5,0,
tile_RA51.311_DECp34.517,data/tiles/tile_RA51.311_DECp34.517,XE247,5,5,0,
tile_RA51.311_DECp35.517,data/tiles/tile_RA51.311_DECp35.517,XE247,0,0,0,
tile_RA51.311_DECp36.517,data/tiles/tile_RA51.311_DECp36.517,XE247,1,1,0,
tile_RA51.311_DECp37.517,data/tiles/tile_RA51.311_DECp37.517,XE247,2,2,0,
tile_RA51.311_DECp38.517,data/tiles/tile_RA51.311_DECp38.517,XE247,0,0,0,missing survivors csv
tile_RA51.545_DECp71.487,data/tiles/tile_RA51.545_DECp71.487,XE031,1,1,0,
tile_RA51.545_DECp72.487,data/tiles/tile_RA51.545_DECp72.487,XE031,0,0,0,missing survivors csv
tile_RA51.545_DECp73.487,data/tiles/tile_RA51.545_DECp73.487,XE031,2,2,0,
tile_RA51.805_DECm5.469,data/tiles/tile_RA51.805_DECm5.469,XE652,2,2,0,
tile_RA51.810_DECm11.488,data/tiles/tile_RA51.810_DECm11.488,XE712,3,3,0,
tile_RA51.860_DECp0.530,data/tiles/tile_RA51.860_DECp0.530,XE592,0,0,0,missing survivors csv
tile_RA51.912_DECp30.485,data/tiles/tile_RA51.912_DECp30.485,XE300,1,1,0,
tile_RA51.925_DECp53.531,data/tiles/tile_RA51.925_DECp53.531,XE116,1,1,0,
tile_RA51.925_DECp54.531,data/tiles/tile_RA51.925_DECp54.531,XE116,1,1,0,
tile_RA51.925_DECp55.531,data/tiles/tile_RA51.925_DECp55.531,XE116,0,0,0,missing survivors csv
tile_RA51.937_DECp6.530,data/tiles/tile_RA51.937_DECp6.530,XE532,2,2,0,
tile_RA51.950_DECp24.485,data/tiles/tile_RA51.950_DECp24.485,XE356,4,4,0,
tile_RA52.038_DECp12.530,data/tiles/tile_RA52.038_DECp12.530,XE472,5,5,0,
tile_RA52.063_DECp47.494,data/tiles/tile_RA52.063_DECp47.494,XE155,0,0,0,missing survivors csv
tile_RA52.063_DECp48.494,data/tiles/tile_RA52.063_DECp48.494,XE155,2,2,0,
tile_RA52.063_DECp49.494,data/tiles/tile_RA52.063_DECp49.494,XE155,0,0,0,missing survivors csv
tile_RA52.167_DECp18.529,data/tiles/tile_RA52.167_DECp18.529,XE412,5,5,0,
tile_RA52.236_DECp42.478,data/tiles/tile_RA52.236_DECp42.478,XE199,2,2,0,
tile_RA52.556_DECp35.517,data/tiles/tile_RA52.556_DECp35.517,XE247,0,0,0,missing survivors csv
tile_RA52.556_DECp36.517,data/tiles/tile_RA52.556_DECp36.517,XE247,0,0,0,missing survivors csv
tile_RA52.556_DECp37.517,data/tiles/tile_RA52.556_DECp37.517,XE247,2,2,0,
tile_RA52.828_DECp65.478,data/tiles/tile_RA52.828_DECp65.478,XE054,0,0,0,missing survivors csv
tile_RA52.828_DECp66.478,data/tiles/tile_RA52.828_DECp66.478,XE054,0,0,0,missing survivors csv
tile_RA52.828_DECp67.478,data/tiles/tile_RA52.828_DECp67.478,XE054,1,1,0,
tile_RA53.049_DECp23.485,data/tiles/tile_RA53.049_DECp23.485,XE356,0,0,0,missing survivors csv
tile_RA53.049_DECp24.485,data/tiles/tile_RA53.049_DECp24.485,XE356,4,4,0,
tile_RA53.049_DECp25.485,data/tiles/tile_RA53.049_DECp25.485,XE356,1,1,0,
tile_RA53.073_DECp29.485,data/tiles/tile_RA53.073_DECp29.485,XE300,3,3,0,
tile_RA53.073_DECp30.485,data/tiles/tile_RA53.073_DECp30.485,XE300,0,0,0,missing survivors csv
tile_RA53.073_DECp31.485,data/tiles/tile_RA53.073_DECp31.485,XE300,3,3,0,
tile_RA53.572_DECp46.494,data/tiles/tile_RA53.572_DECp46.494,XE155,2,2,0,
tile_RA53.572_DECp47.494,data/tiles/tile_RA53.572_DECp47.494,XE155,0,0,0,missing survivors csv
tile_RA53.572_DECp48.494,data/tiles/tile_RA53.572_DECp48.494,XE155,0,0,0,missing survivors csv
tile_RA53.572_DECp49.494,data/tiles/tile_RA53.572_DECp49.494,XE155,1,1,0,
tile_RA53.572_DECp50.494,data/tiles/tile_RA53.572_DECp50.494,XE155,1,1,0,
tile_RA53.592_DECp41.478,data/tiles/tile_RA53.592_DECp41.478,XE199,2,2,0,
tile_RA53.592_DECp42.478,data/tiles/tile_RA53.592_DECp42.478,XE199,2,2,0,
tile_RA53.592_DECp43.478,data/tiles/tile_RA53.592_DECp43.478,XE199,2,2,0,
tile_RA53.648_DECp54.531,data/tiles/tile_RA53.648_DECp54.531,XE116,2,2,0,
tile_RA53.691_DECm11.580,data/tiles/tile_RA53.691_DECm11.580,XE713,0,0,0,missing survivors csv
tile_RA53.781_DECm5.536,data/tiles/tile_RA53.781_DECm5.536,XE653,1,1,0,
tile_RA53.800_DECp36.517,data/tiles/tile_RA53.800_DECp36.517,XE247,0,0,0,missing survivors csv
tile_RA53.859_DECp0.464,data/tiles/tile_RA53.859_DECp0.464,XE593,1,1,0,
tile_RA53.916_DECp6.463,data/tiles/tile_RA53.916_DECp6.463,XE533,2,2,0,
tile_RA53.952_DECp12.463,data/tiles/tile_RA53.952_DECp12.463,XE473,3,3,0,
tile_RA53.966_DECp18.463,data/tiles/tile_RA53.966_DECp18.463,XE413,2,2,0,
tile_RA53.979_DECp60.445,data/tiles/tile_RA53.979_DECp60.445,XE083,0,0,0,missing survivors csv
tile_RA54.147_DECp22.485,data/tiles/tile_RA54.147_DECp22.485,XE356,3,3,0,
tile_RA54.147_DECp23.485,data/tiles/tile_RA54.147_DECp23.485,XE356,1,1,0,
tile_RA54.147_DECp24.485,data/tiles/tile_RA54.147_DECp24.485,XE356,3,3,0,
tile_RA54.147_DECp25.485,data/tiles/tile_RA54.147_DECp25.485,XE356,0,0,0,missing survivors csv
tile_RA54.147_DECp26.485,data/tiles/tile_RA54.147_DECp26.485,XE356,2,2,0,
tile_RA54.233_DECp28.485,data/tiles/tile_RA54.233_DECp28.485,XE300,2,2,0,
tile_RA54.233_DECp29.485,data/tiles/tile_RA54.233_DECp29.485,XE300,1,1,0,
tile_RA54.233_DECp30.485,data/tiles/tile_RA54.233_DECp30.485,XE300,1,1,0,
tile_RA54.233_DECp31.485,data/tiles/tile_RA54.233_DECp31.485,XE300,1,1,0,
tile_RA54.233_DECp32.485,data/tiles/tile_RA54.233_DECp32.485,XE300,2,2,0,
tile_RA54.711_DECm10.580,data/tiles/tile_RA54.711_DECm10.580,XE713,0,0,0,missing survivors csv
tile_RA54.711_DECm11.580,data/tiles/tile_RA54.711_DECm11.580,XE713,1,1,0,
tile_RA54.711_DECm12.580,data/tiles/tile_RA54.711_DECm12.580,XE713,0,0,0,missing survivors csv
tile_RA54.785_DECm4.536,data/tiles/tile_RA54.785_DECm4.536,XE653,2,2,0,
tile_RA54.785_DECm5.536,data/tiles/tile_RA54.785_DECm5.536,XE653,4,4,0,
tile_RA54.785_DECm6.536,data/tiles/tile_RA54.785_DECm6.536,XE653,7,7,0,
tile_RA54.859_DECm0.536,data/tiles/tile_RA54.859_DECm0.536,XE593,1,1,0,
tile_RA54.859_DECp0.464,data/tiles/tile_RA54.859_DECp0.464,XE593,1,1,0,
tile_RA54.859_DECp1.464,data/tiles/tile_RA54.859_DECp1.464,XE593,0,0,0,missing survivors csv
tile_RA54.868_DECp70.487,data/tiles/tile_RA54.868_DECp70.487,XE031,0,0,0,missing survivors csv
tile_RA54.868_DECp71.487,data/tiles/tile_RA54.868_DECp71.487,XE031,1,1,0,
tile_RA54.868_DECp72.487,data/tiles/tile_RA54.868_DECp72.487,XE031,0,0,0,missing survivors csv
tile_RA54.868_DECp73.487,data/tiles/tile_RA54.868_DECp73.487,XE031,0,0,0,missing survivors csv
tile_RA54.868_DECp74.487,data/tiles/tile_RA54.868_DECp74.487,XE031,1,1,0,
tile_RA54.923_DECp5.463,data/tiles/tile_RA54.923_DECp5.463,XE533,3,3,0,
tile_RA54.923_DECp6.463,data/tiles/tile_RA54.923_DECp6.463,XE533,0,0,0,missing survivors csv
tile_RA54.923_DECp7.463,data/tiles/tile_RA54.923_DECp7.463,XE533,0,0,0,missing survivors csv
tile_RA54.948_DECp40.478,data/tiles/tile_RA54.948_DECp40.478,XE199,1,1,0,
tile_RA54.948_DECp41.478,data/tiles/tile_RA54.948_DECp41.478,XE199,1,1,0,
tile_RA54.948_DECp42.478,data/tiles/tile_RA54.948_DECp42.478,XE199,2,2,0,
tile_RA54.948_DECp43.478,data/tiles/tile_RA54.948_DECp43.478,XE199,1,1,0,
tile_RA54.948_DECp44.478,data/tiles/tile_RA54.948_DECp44.478,XE199,4,4,0,
tile_RA54.976_DECp11.463,data/tiles/tile_RA54.976_DECp11.463,XE473,1,1,0,
tile_RA54.976_DECp12.463,data/tiles/tile_RA54.976_DECp12.463,XE473,1,1,0,
tile_RA54.976_DECp13.463,data/tiles/tile_RA54.976_DECp13.463,XE473,1,1,0,
tile_RA55.020_DECp17.463,data/tiles/tile_RA55.020_DECp17.463,XE413,2,2,0,
tile_RA55.020_DECp18.463,data/tiles/tile_RA55.020_DECp18.463,XE413,2,2,0,
tile_RA55.020_DECp19.463,data/tiles/tile_RA55.020_DECp19.463,XE413,3,3,0,
tile_RA55.081_DECp47.494,data/tiles/tile_RA55.081_DECp47.494,XE155,0,0,0,missing survivors csv
tile_RA55.081_DECp48.494,data/tiles/tile_RA55.081_DECp48.494,XE155,0,0,0,missing survivors csv
tile_RA55.081_DECp49.494,data/tiles/tile_RA55.081_DECp49.494,XE155,0,0,0,missing survivors csv
tile_RA55.246_DECp23.485,data/tiles/tile_RA55.246_DECp23.485,XE356,1,1,0,
tile_RA55.246_DECp24.485,data/tiles/tile_RA55.246_DECp24.485,XE356,4,4,0,
tile_RA55.246_DECp25.485,data/tiles/tile_RA55.246_DECp25.485,XE356,3,3,0,
tile_RA55.322_DECp83.609,data/tiles/tile_RA55.322_DECp83.609,XE003,1,1,0,
tile_RA55.322_DECp84.609,data/tiles/tile_RA55.322_DECp84.609,XE003,0,0,0,missing survivors csv
tile_RA55.322_DECp85.609,data/tiles/tile_RA55.322_DECp85.609,XE003,1,1,0,
tile_RA55.322_DECp86.609,data/tiles/tile_RA55.322_DECp86.609,XE003,0,0,0,missing survivors csv
tile_RA55.334_DECp64.478,data/tiles/tile_RA55.334_DECp64.478,XE054,1,1,0,
tile_RA55.334_DECp65.478,data/tiles/tile_RA55.334_DECp65.478,XE054,0,0,0,missing survivors csv
tile_RA55.334_DECp66.478,data/tiles/tile_RA55.334_DECp66.478,XE054,0,0,0,missing survivors csv
tile_RA55.334_DECp67.478,data/tiles/tile_RA55.334_DECp67.478,XE054,0,0,0,missing survivors csv
tile_RA55.334_DECp68.478,data/tiles/tile_RA55.334_DECp68.478,XE054,1,1,0,
tile_RA55.394_DECp29.485,data/tiles/tile_RA55.394_DECp29.485,XE300,0,0,0,missing survivors csv
tile_RA55.394_DECp30.485,data/tiles/tile_RA55.394_DECp30.485,XE300,1,1,0,
tile_RA55.394_DECp31.485,data/tiles/tile_RA55.394_DECp31.485,XE300,2,2,0,
tile_RA55.732_DECm10.580,data/tiles/tile_RA55.732_DECm10.580,XE713,0,0,0,missing survivors csv
tile_RA55.732_DECm11.580,data/tiles/tile_RA55.732_DECm11.580,XE713,1,1,0,
tile_RA55.732_DECm12.580,data/tiles/tile_RA55.732_DECm12.580,XE713,1,1,0,
tile_RA55.732_DECm13.580,data/tiles/tile_RA55.732_DECm13.580,XE713,1,1,0,
tile_RA55.732_DECm9.580,data/tiles/tile_RA55.732_DECm9.580,XE713,0,0,0,missing survivors csv
tile_RA55.790_DECm3.536,data/tiles/tile_RA55.790_DECm3.536,XE653,1,1,0,
tile_RA55.790_DECm4.536,data/tiles/tile_RA55.790_DECm4.536,XE653,1,1,0,
tile_RA55.790_DECm5.536,data/tiles/tile_RA55.790_DECm5.536,XE653,7,7,0,
tile_RA55.790_DECm6.536,data/tiles/tile_RA55.790_DECm6.536,XE653,2,2,0,
tile_RA55.790_DECm7.536,data/tiles/tile_RA55.790_DECm7.536,XE653,1,1,0,
tile_RA55.795_DECp77.536,data/tiles/tile_RA55.795_DECp77.536,XE014,0,0,0,missing survivors csv
tile_RA55.795_DECp78.536,data/tiles/tile_RA55.795_DECp78.536,XE014,1,1,0,
tile_RA55.795_DECp79.536,data/tiles/tile_RA55.795_DECp79.536,XE014,2,2,0,
tile_RA55.795_DECp80.536,data/tiles/tile_RA55.795_DECp80.536,XE014,1,1,0,
tile_RA55.859_DECm0.536,data/tiles/tile_RA55.859_DECm0.536,XE593,2,2,0,
tile_RA55.859_DECm1.536,data/tiles/tile_RA55.859_DECm1.536,XE593,3,3,0,
tile_RA55.859_DECp0.464,data/tiles/tile_RA55.859_DECp0.464,XE593,1,1,0,
tile_RA55.859_DECp1.464,data/tiles/tile_RA55.859_DECp1.464,XE593,0,0,0,missing survivors csv
tile_RA55.859_DECp2.464,data/tiles/tile_RA55.859_DECp2.464,XE593,1,1,0,
tile_RA55.868_DECp36.438,data/tiles/tile_RA55.868_DECp36.438,XE248,0,0,0,missing survivors csv
tile_RA55.929_DECp4.463,data/tiles/tile_RA55.929_DECp4.463,XE533,1,1,0,
tile_RA55.929_DECp5.463,data/tiles/tile_RA55.929_DECp5.463,XE533,0,0,0,missing survivors csv
tile_RA55.929_DECp6.463,data/tiles/tile_RA55.929_DECp6.463,XE533,1,1,0,
tile_RA55.929_DECp7.463,data/tiles/tile_RA55.929_DECp7.463,XE533,4,4,0,
tile_RA55.929_DECp8.463,data/tiles/tile_RA55.929_DECp8.463,XE533,1,1,0,
tile_RA56.000_DECp10.463,data/tiles/tile_RA56.000_DECp10.463,XE473,5,5,0,
tile_RA56.000_DECp11.463,data/tiles/tile_RA56.000_DECp11.463,XE473,1,1,0,
tile_RA56.000_DECp12.463,data/tiles/tile_RA56.000_DECp12.463,XE473,2,2,0,
tile_RA56.000_DECp13.463,data/tiles/tile_RA56.000_DECp13.463,XE473,1,1,0,
tile_RA56.000_DECp14.463,data/tiles/tile_RA56.000_DECp14.463,XE473,1,1,0,
tile_RA56.006_DECp59.445,data/tiles/tile_RA56.006_DECp59.445,XE083,1,1,0,
tile_RA56.006_DECp60.445,data/tiles/tile_RA56.006_DECp60.445,XE083,0,0,0,missing survivors csv
tile_RA56.006_DECp61.445,data/tiles/tile_RA56.006_DECp61.445,XE083,0,0,0,missing survivors csv
tile_RA56.075_DECp16.463,data/tiles/tile_RA56.075_DECp16.463,XE413,3,3,0,
tile_RA56.075_DECp17.463,data/tiles/tile_RA56.075_DECp17.463,XE413,2,2,0,
tile_RA56.075_DECp18.463,data/tiles/tile_RA56.075_DECp18.463,XE413,2,2,0,
tile_RA56.075_DECp19.463,data/tiles/tile_RA56.075_DECp19.463,XE413,0,0,0,missing survivors csv
tile_RA56.075_DECp20.463,data/tiles/tile_RA56.075_DECp20.463,XE413,1,1,0,
tile_RA56.304_DECp41.478,data/tiles/tile_RA56.304_DECp41.478,XE199,0,0,0,missing survivors csv
tile_RA56.304_DECp42.478,data/tiles/tile_RA56.304_DECp42.478,XE199,1,1,0,
tile_RA56.304_DECp43.478,data/tiles/tile_RA56.304_DECp43.478,XE199,0,0,0,missing survivors csv
tile_RA56.345_DECp24.485,data/tiles/tile_RA56.345_DECp24.485,XE356,1,1,0,
tile_RA56.373_DECp54.423,data/tiles/tile_RA56.373_DECp54.423,XE117,0,0,0,missing survivors csv
tile_RA56.554_DECp30.485,data/tiles/tile_RA56.554_DECp30.485,XE300,0,0,0,missing survivors csv
tile_RA56.590_DECp48.494,data/tiles/tile_RA56.590_DECp48.494,XE155,2,2,0,
tile_RA56.753_DECm10.580,data/tiles/tile_RA56.753_DECm10.580,XE713,0,0,0,missing survivors csv
tile_RA56.753_DECm11.580,data/tiles/tile_RA56.753_DECm11.580,XE713,0,0,0,missing survivors csv
tile_RA56.753_DECm12.580,data/tiles/tile_RA56.753_DECm12.580,XE713,0,0,0,missing survivors csv
tile_RA56.795_DECm4.536,data/tiles/tile_RA56.795_DECm4.536,XE653,1,1,0,
tile_RA56.795_DECm5.536,data/tiles/tile_RA56.795_DECm5.536,XE653,1,1,0,
tile_RA56.795_DECm6.536,data/tiles/tile_RA56.795_DECm6.536,XE653,2,2,0,
tile_RA56.860_DECm0.536,data/tiles/tile_RA56.860_DECm0.536,XE593,1,1,0,
tile_RA56.860_DECp0.464,data/tiles/tile_RA56.860_DECp0.464,XE593,2,2,0,
tile_RA56.860_DECp1.464,data/tiles/tile_RA56.860_DECp1.464,XE593,0,0,0,missing survivors csv
tile_RA56.935_DECp5.463,data/tiles/tile_RA56.935_DECp5.463,XE533,0,0,0,missing survivors csv
tile_RA56.935_DECp6.463,data/tiles/tile_RA56.935_DECp6.463,XE533,0,0,0,missing survivors csv
tile_RA56.935_DECp7.463,data/tiles/tile_RA56.935_DECp7.463,XE533,3,3,0,
tile_RA57.024_DECp11.463,data/tiles/tile_RA57.024_DECp11.463,XE473,1,1,0,
tile_RA57.024_DECp12.463,data/tiles/tile_RA57.024_DECp12.463,XE473,0,0,0,missing survivors csv
tile_RA57.024_DECp13.463,data/tiles/tile_RA57.024_DECp13.463,XE473,1,1,0,
tile_RA57.111_DECp35.438,data/tiles/tile_RA57.111_DECp35.438,XE248,1,1,0,
tile_RA57.111_DECp36.438,data/tiles/tile_RA57.111_DECp36.438,XE248,1,1,0,
tile_RA57.111_DECp37.438,data/tiles/tile_RA57.111_DECp37.438,XE248,0,0,0,missing survivors csv
tile_RA57.129_DECp17.463,data/tiles/tile_RA57.129_DECp17.463,XE413,0,0,0,missing survivors csv
tile_RA57.129_DECp18.463,data/tiles/tile_RA57.129_DECp18.463,XE413,0,0,0,missing survivors csv
tile_RA57.129_DECp19.463,data/tiles/tile_RA57.129_DECp19.463,XE413,0,0,0,missing survivors csv
tile_RA57.659_DECp42.478,data/tiles/tile_RA57.659_DECp42.478,XE199,0,0,0,missing survivors csv
tile_RA57.774_DECm11.580,data/tiles/tile_RA57.774_DECm11.580,XE713,0,0,0,missing survivors csv
tile_RA57.799_DECm5.536,data/tiles/tile_RA57.799_DECm5.536,XE653,4,4,0,
tile_RA57.840_DECp65.478,data/tiles/tile_RA57.840_DECp65.478,XE054,1,1,0,
tile_RA57.840_DECp66.478,data/tiles/tile_RA57.840_DECp66.478,XE054,1,1,0,
