src_id,ra,dec
tile_RA201.842_DECp11.236:251,201.7079761944,10.8723394647
tile_RA201.842_DECp11.236:935,201.8505327847,11.6120836755
tile_RA201.842_DECp11.236:1134,202.0778561076,11.5855836126
tile_RA201.859_DECm0.764:87,201.9220771701,-1.1994065193
tile_RA201.859_DECm0.764:246,201.5539029146,-1.0779269676
tile_RA201.868_DECp17.236:104,202.0433630545,16.7998016783
tile_RA201.868_DECp17.236:635,202.0087688687,17.6894382482
tile_RA201.900_DECm6.764:602,201.9640054691,-7.00127071
tile_RA201.900_DECm6.764:1108,201.9056190204,-6.3649860207
tile_RA202.036_DECp28.253:118,201.7016699269,27.8501577492
tile_RA202.036_DECp28.253:121,201.7048528947,27.850711527
tile_RA202.036_DECp28.253:259,201.5867578874,27.9524400369
tile_RA202.036_DECp28.253:826,202.3215705835,28.5782641671
tile_RA202.036_DECp29.253:33,201.949426395,28.7766865358
