src_id,tile_id,ra,dec,plate_id,obs_date,run_id
tile_RA209.006_DECp63.291:801,tile_RA209.006_DECp63.291,209.405460598500,63.598418503600,XE066,1955-05-18,R6
tile_RA86.592_DECp66.143:1590,tile_RA86.592_DECp66.143,85.929644963100,65.925157471700,XE056,1954-10-03,R6
tile_RA102.717_DECp65.780:1492,tile_RA102.717_DECp65.780,102.563264623300,65.622682932300,XE058,1953-03-08,R6
tile_RA115.589_DECp65.612:1072,tile_RA115.589_DECp65.612,115.034882955300,65.368211295300,XE059,1955-01-28,R6
tile_RA118.011_DECp65.612:1266,tile_RA118.011_DECp65.612,117.302454597000,65.478122399300,XE059,1955-01-28,R6
tile_RA120.433_DECp65.612:2506,tile_RA120.433_DECp65.612,119.874445274300,65.826058647400,XE059,1955-01-28,R6
tile_RA120.433_DECp64.612:2187,tile_RA120.433_DECp64.612,121.123494269800,64.933736856500,XE059,1955-01-28,R6
tile_RA125.276_DECp65.612:118,tile_RA125.276_DECp65.612,125.131577129000,65.157061736800,XE059,1955-01-28,R6
tile_RA148.292_DECp66.343:151,tile_RA148.292_DECp66.343,147.728369580700,65.917535669800,XE061,1953-03-16,R6
tile_RA156.156_DECp66.255:338,tile_RA156.156_DECp66.255,156.834312680000,65.937190239400,XE062,1953-02-08,R6
tile_RA158.545_DECp65.255:1414,tile_RA158.545_DECp65.255,158.615768266700,65.485312466000,XE062,1953-02-08,R6
tile_RA166.394_DECp65.205:549,tile_RA166.394_DECp65.205,166.829672066600,65.014972624500,XE063,1954-02-09,R6
tile_RA168.779_DECp65.205:441,tile_RA168.779_DECp65.205,168.680459759700,64.979259379300,XE063,1954-02-09,R6
tile_RA179.000_DECp65.194:1085,tile_RA179.000_DECp65.194,179.030459997600,65.600393135100,XE064,1953-02-14,R6
tile_RA186.151_DECp65.194:1583,tile_RA186.151_DECp65.194,185.863125469100,65.376874379000,XE064,1953-02-14,R6
tile_RA188.534_DECp65.194:1036,tile_RA188.534_DECp65.194,188.276374603200,65.635635909500,XE064,1953-02-14,R6
tile_RA196.375_DECp65.223:1410,tile_RA196.375_DECp65.223,197.255244771600,65.446748092800,XE065,1953-04-13,R6
tile_RA198.762_DECp65.223:1697,tile_RA198.762_DECp65.223,197.776062355900,65.305735891500,XE065,1953-04-13,R6
tile_RA216.873_DECp65.394:726,tile_RA216.873_DECp65.394,216.793860208800,65.821702602200,XE067,1956-03-14,R6
tile_RA47.091_DECp66.614:6404,tile_RA47.091_DECp66.614,47.164745690500,67.035749007500,XE053,1954-10-02,R6
tile_RA47.091_DECp67.614:900,tile_RA47.091_DECp67.614,46.349355573900,67.287388179500,XE053,1954-10-02,R6
tile_RA81.648_DECp67.143:262,tile_RA81.648_DECp67.143,81.898402624200,66.685074984400,XE056,1954-10-03,R6
tile_RA89.757_DECp65.960:4694,tile_RA89.757_DECp65.960,90.384263201400,66.094524134100,XE057,1953-02-15,R6
tile_RA118.011_DECp66.612:2288,tile_RA118.011_DECp66.612,117.164511440700,66.905363567700,XE059,1955-01-28,R6
tile_RA120.433_DECp66.612:703,tile_RA120.433_DECp66.612,120.947543560500,66.331784194300,XE059,1955-01-28,R6
tile_RA130.788_DECp66.464:2208,tile_RA130.788_DECp66.464,131.914594049600,66.483685930600,XE060,1954-11-23,R6
tile_RA135.604_DECp66.464:1337,tile_RA135.604_DECp66.464,135.086786643600,66.775248767700,XE060,1954-11-23,R6
tile_RA135.604_DECp66.464:470,tile_RA135.604_DECp66.464,134.610687240200,66.207716100400,XE060,1954-11-23,R6
tile_RA160.934_DECp66.255:431,tile_RA160.934_DECp66.255,160.869598081000,66.002287378300,XE062,1953-02-08,R6
tile_RA181.384_DECp66.194:1695,tile_RA181.384_DECp66.194,181.420386167300,66.397759870900,XE064,1953-02-14,R6
tile_RA183.767_DECp66.194:765,tile_RA183.767_DECp66.194,184.945914019500,66.048816198400,XE064,1953-02-14,R6
tile_RA186.151_DECp66.194:823,tile_RA186.151_DECp66.194,185.786190169500,66.034079770800,XE064,1953-02-14,R6
tile_RA186.151_DECp66.194:856,tile_RA186.151_DECp66.194,184.967605018700,66.058411998600,XE064,1953-02-14,R6
tile_RA198.762_DECp66.223:1704,tile_RA198.762_DECp66.223,198.612054133700,66.374908701800,XE065,1953-04-13,R6
tile_RA47.091_DECp67.614:5522,tile_RA47.091_DECp67.614,48.327723422800,67.727741434500,XE053,1954-10-02,R6
tile_RA68.536_DECp68.318:354,tile_RA68.536_DECp68.318,68.931124637900,67.858298270100,XE055,1954-12-20,R6
tile_RA73.515_DECp67.318:6675,tile_RA73.515_DECp67.318,72.957954330300,67.753255557300,XE055,1954-12-20,R6
tile_RA81.648_DECp67.143:4496,tile_RA81.648_DECp67.143,81.290432711700,67.341577167200,XE056,1954-10-03,R6
tile_RA120.433_DECp67.612:2792,tile_RA120.433_DECp67.612,120.237451422300,67.755493511500,XE059,1955-01-28,R6
tile_RA221.676_DECp67.394:1013,tile_RA221.676_DECp67.394,220.703178078000,67.727653168200,XE067,1956-03-14,R6
tile_RA58.034_DECp58.445:735,tile_RA58.034_DECp58.445,57.963330372000,57.995276878500,XE083,1954-01-05,R7
tile_RA80.232_DECp58.159:1116,tile_RA80.232_DECp58.159,80.238928085300,57.805681869300,XE085,1954-03-02,R7
tile_RA78.222_DECp59.159:4293,tile_RA78.222_DECp59.159,78.876202395000,59.200951202100,XE085,1954-03-02,R7
tile_RA115.132_DECp58.703:849,tile_RA115.132_DECp58.703,115.805082095100,58.513318070500,XE088,1954-11-24,R7
tile_RA76.213_DECp60.159:5332,tile_RA76.213_DECp60.159,76.275098818700,60.323516880300,XE085,1954-03-02,R7
tile_RA87.255_DECp60.005:5112,tile_RA87.255_DECp60.005,86.531286295800,60.192341941500,XE086,1954-01-05,R7
tile_RA89.255_DECp60.005:3297,tile_RA89.255_DECp60.005,89.444430416800,59.985213117700,XE086,1954-01-05,R7
tile_RA102.227_DECp60.851:995,tile_RA102.227_DECp60.851,101.592298203200,60.612066776500,XE087,1954-11-02,R7
tile_RA104.218_DECp59.851:1848,tile_RA104.218_DECp59.851,104.094164251000,60.251908377900,XE087,1954-11-02,R7
tile_RA109.185_DECp59.703:3266,tile_RA109.185_DECp59.703,108.504759596400,59.721508528500,XE088,1954-11-24,R7
tile_RA115.132_DECp60.703:1576,tile_RA115.132_DECp60.703,114.778178289500,60.637384486000,XE088,1954-11-24,R7
tile_RA67.139_DECp61.308:7467,tile_RA67.139_DECp61.308,67.587464680700,61.634973822200,XE084,1953-02-11,R7
tile_RA113.149_DECp61.703:879,tile_RA113.149_DECp61.703,112.715121150000,61.471862185700,XE088,1954-11-24,R7
tile_RA102.227_DECp61.851:1742,tile_RA102.227_DECp61.851,102.068427213900,62.282534682400,XE087,1954-11-02,R7
tile_RA234.402_DECp63.528:1937,tile_RA234.402_DECp63.528,235.188880006000,63.497326443200,XE068,1955-05-16,R7
tile_RA229.574_DECp65.528:137,tile_RA229.574_DECp65.528,229.213675057700,65.078130943000,XE068,1955-05-16,R7
tile_RA234.402_DECp65.528:792,tile_RA234.402_DECp65.528,234.807888290100,65.409675107500,XE068,1955-05-16,R7
tile_RA231.988_DECp64.528:1614,tile_RA231.988_DECp64.528,232.537336268700,64.719578150700,XE068,1955-05-16,R7
tile_RA249.628_DECp65.686:954,tile_RA249.628_DECp65.686,250.117700776700,65.515472454700,XE069,1955-04-23,R7
tile_RA270.582_DECp66.043:1123,tile_RA270.582_DECp66.043,270.208182211700,65.827743859500,XE071,1952-08-18,R7
tile_RA270.582_DECp66.043:111,tile_RA270.582_DECp66.043,270.263889110500,65.564397624200,XE071,1952-08-18,R7
tile_RA270.582_DECp66.043:679,tile_RA270.582_DECp66.043,269.735835242100,65.707208147300,XE071,1952-08-18,R7
tile_RA275.507_DECp66.043:1499,tile_RA275.507_DECp66.043,274.644530562000,65.922067417700,XE071,1952-08-18,R7
tile_RA275.507_DECp65.043:3441,tile_RA275.507_DECp65.043,276.596688296600,65.086156590700,XE071,1952-08-18,R7
tile_RA312.497_DECp64.543:7658,tile_RA312.497_DECp64.543,313.274831285800,64.856097162100,XE074,1952-08-17,R7
tile_RA350.055_DECp66.799:7025,tile_RA350.055_DECp66.799,350.778191084200,67.103193414900,XE077,1952-08-17,R7
tile_RA247.199_DECp65.686:1069,tile_RA247.199_DECp65.686,247.061708427000,66.176535945300,XE069,1955-04-23,R7
tile_RA247.199_DECp65.686:1267,tile_RA247.199_DECp65.686,246.666233708200,66.094659413300,XE069,1955-04-23,R7
tile_RA255.186_DECp65.860:2264,tile_RA255.186_DECp65.860,254.817297162600,66.173553880100,XE070,1953-06-09,R7
tile_RA270.582_DECp66.043:2476,tile_RA270.582_DECp66.043,271.103782989100,66.335223162100,XE071,1952-08-18,R7
tile_RA275.507_DECp67.043:498,tile_RA275.507_DECp67.043,274.956032055300,66.667730613500,XE071,1952-08-18,R7
tile_RA281.145_DECp66.223:4508,tile_RA281.145_DECp66.223,279.988813710400,66.223767247500,XE072,1954-06-06,R7
tile_RA307.473_DECp67.543:1382,tile_RA307.473_DECp67.543,307.698421048000,67.248839537900,XE074,1952-08-17,R7
tile_RA315.010_DECp67.543:981,tile_RA315.010_DECp67.543,315.565247293800,67.230260612400,XE074,1952-08-17,R7
tile_RA309.985_DECp66.543:2262,tile_RA309.985_DECp66.543,311.035496492900,66.365750812100,XE074,1952-08-17,R7
tile_RA323.287_DECp66.665:5132,tile_RA323.287_DECp66.665,322.562322379800,66.743237288700,XE075,1954-08-05,R7
tile_RA323.287_DECp66.665:3813,tile_RA323.287_DECp66.665,323.094433291900,66.601885993400,XE075,1954-08-05,R7
tile_RA328.336_DECp65.665:12942,tile_RA328.336_DECp65.665,328.343069691800,66.084600483900,XE075,1954-08-05,R7
tile_RA334.116_DECp66.752:5431,tile_RA334.116_DECp66.752,334.834895712600,66.668759011900,XE076,1952-08-18,R7
tile_RA247.199_DECp67.686:1368,tile_RA247.199_DECp67.686,247.533593612200,68.074444073400,XE069,1955-04-23,R7
tile_RA260.077_DECp67.860:1978,tile_RA260.077_DECp67.860,260.690617114900,68.172715477500,XE070,1953-06-09,R7
tile_RA260.077_DECp67.860:3291,tile_RA260.077_DECp67.860,260.098921353700,67.914037217700,XE070,1953-06-09,R7
tile_RA286.105_DECp68.223:628,tile_RA286.105_DECp68.223,285.714739169600,67.835632369000,XE072,1954-06-06,R7
tile_RA317.522_DECp67.543:3214,tile_RA317.522_DECp67.543,317.515802980600,67.945681343500,XE074,1952-08-17,R7
tile_RA317.522_DECp67.543:4809,tile_RA317.522_DECp67.543,318.291728628700,67.705524599400,XE074,1952-08-17,R7
tile_RA317.522_DECp67.543:5280,tile_RA317.522_DECp67.543,317.527109582400,67.660087132600,XE074,1952-08-17,R7
tile_RA339.183_DECp67.752:5540,tile_RA339.183_DECp67.752,340.149121037800,67.705769013600,XE076,1952-08-18,R7
tile_RA124.026_DECp57.566:1415,tile_RA124.026_DECp57.566,124.634491974900,57.943247267900,XE089,1954-01-05,R8
tile_RA124.026_DECp57.566:2615,tile_RA124.026_DECp57.566,124.816115699100,57.551806016200,XE089,1954-01-05,R8
tile_RA156.434_DECp57.267:748,tile_RA156.434_DECp57.267,156.075478398100,57.629537468600,XE092,1954-01-05,R8
tile_RA177.930_DECp57.194:1105,tile_RA177.930_DECp57.194,177.562850486100,57.601716750200,XE094,1953-04-15,R8
tile_RA177.930_DECp57.194:511,tile_RA177.930_DECp57.194,177.962404532500,56.921982392600,XE094,1953-04-15,R8
tile_RA188.669_DECp57.200:1196,tile_RA188.669_DECp57.200,188.013081018500,57.376457705400,XE095,1955-05-18,R8
tile_RA201.370_DECp58.235:518,tile_RA201.370_DECp58.235,201.448450417400,57.939229052300,XE096,1953-03-14,R8
tile_RA210.176_DECp57.298:1142,tile_RA210.176_DECp57.298,210.450886008000,57.684282662000,XE097,1953-03-15,R8
tile_RA210.176_DECp57.298:344,tile_RA210.176_DECp57.298,210.276480696700,56.954451513200,XE097,1953-03-15,R8
tile_RA145.661_DECp59.344:598,tile_RA145.661_DECp59.344,145.293910099600,59.168160712600,XE091,1953-03-14,R8
tile_RA152.521_DECp59.267:797,tile_RA152.521_DECp59.267,152.367819057300,59.206332497600,XE092,1954-01-05,R8
tile_RA158.391_DECp58.267:1123,tile_RA158.391_DECp58.267,157.953250219900,58.392002246900,XE092,1954-01-05,R8
tile_RA163.280_DECp59.216:1992,tile_RA163.280_DECp59.216,163.734714746800,59.287248104100,XE093,1953-03-18,R8
tile_RA167.188_DECp59.216:655,tile_RA167.188_DECp59.216,167.897765768700,59.057008989600,XE093,1953-03-18,R8
tile_RA181.835_DECp59.194:726,tile_RA181.835_DECp59.194,182.032460087000,58.984684673000,XE094,1953-04-15,R8
tile_RA179.882_DECp58.194:1650,tile_RA179.882_DECp58.194,180.116260454800,58.288499885800,XE094,1953-04-15,R8
tile_RA184.763_DECp59.200:494,tile_RA184.763_DECp59.200,184.129321711400,58.956804588500,XE095,1955-05-18,R8
tile_RA186.716_DECp58.200:982,tile_RA186.716_DECp58.200,187.035742871500,58.557986579900,XE095,1955-05-18,R8
tile_RA186.716_DECp58.200:1345,tile_RA186.716_DECp58.200,186.678564882600,58.314167001100,XE095,1955-05-18,R8
tile_RA190.622_DECp59.200:139,tile_RA190.622_DECp59.200,190.145817545500,58.820264871000,XE095,1955-05-18,R8
tile_RA195.505_DECp59.235:417,tile_RA195.505_DECp59.235,195.082283973200,58.909240629900,XE096,1953-03-14,R8
tile_RA197.460_DECp59.235:164,tile_RA197.460_DECp59.235,197.096068900000,58.780118392800,XE096,1953-03-14,R8
tile_RA199.415_DECp59.235:1938,tile_RA199.415_DECp59.235,199.038364984000,59.238414247400,XE096,1953-03-14,R8
tile_RA201.370_DECp58.235:2320,tile_RA201.370_DECp58.235,202.129693502600,58.185964548700,XE096,1953-03-14,R8
tile_RA206.259_DECp59.298:405,tile_RA206.259_DECp59.298,205.688832210900,58.955186080800,XE097,1953-03-15,R8
tile_RA210.176_DECp58.298:1631,tile_RA210.176_DECp58.298,210.182494551800,58.446861588500,XE097,1953-03-15,R8
tile_RA212.135_DECp58.298:765,tile_RA212.135_DECp58.298,211.395127812000,58.187580553100,XE097,1953-03-15,R8
tile_RA218.997_DECp59.386:1165,tile_RA218.997_DECp59.386,219.167040328000,59.320791998400,XE098,1955-03-16,R8
tile_RA218.997_DECp58.386:300,tile_RA218.997_DECp58.386,218.654083679900,58.032860813800,XE098,1955-03-16,R8
tile_RA273.458_DECp60.074:1868,tile_RA273.458_DECp60.074,273.086020760600,60.465650601000,XE103,1952-05-26,R8
tile_RA286.508_DECp60.226:4809,tile_RA286.508_DECp60.226,286.493541826100,60.374325182400,XE104,1953-09-30,R8
tile_RA124.026_DECp59.566:1384,tile_RA124.026_DECp59.566,123.750733538600,59.513923848300,XE089,1954-01-05,R8
tile_RA147.623_DECp60.344:751,tile_RA147.623_DECp60.344,147.116304689400,60.236851188000,XE091,1953-03-14,R8
tile_RA147.623_DECp60.344:1310,tile_RA147.623_DECp60.344,147.931089126800,60.590773028300,XE091,1953-03-14,R8
tile_RA147.623_DECp60.344:1588,tile_RA147.623_DECp60.344,146.787443268200,60.311208901900,XE091,1953-03-14,R8
tile_RA169.142_DECp60.216:1717,tile_RA169.142_DECp60.216,169.490039867600,60.362394265000,XE093,1953-03-18,R8
tile_RA165.234_DECp59.216:1504,tile_RA165.234_DECp59.216,164.913935155900,59.374645058400,XE093,1953-03-18,R8
tile_RA169.142_DECp60.216:668,tile_RA169.142_DECp60.216,169.732204924700,60.012841630400,XE093,1953-03-18,R8
tile_RA169.142_DECp59.216:1257,tile_RA169.142_DECp59.216,169.328545007400,59.533524565200,XE093,1953-03-18,R8
tile_RA197.460_DECp60.235:1892,tile_RA197.460_DECp60.235,196.834617729700,60.405471138400,XE096,1953-03-14,R8
tile_RA199.415_DECp60.235:1578,tile_RA199.415_DECp60.235,199.248503996800,60.517534141300,XE096,1953-03-14,R8
tile_RA197.460_DECp59.235:1619,tile_RA197.460_DECp59.235,197.266327152300,59.497710306900,XE096,1953-03-14,R8
tile_RA206.259_DECp59.298:1110,tile_RA206.259_DECp59.298,205.914069674700,59.653680654400,XE097,1953-03-15,R8
tile_RA206.259_DECp59.298:1797,tile_RA206.259_DECp59.298,206.500879796400,59.359575787100,XE097,1953-03-15,R8
tile_RA210.176_DECp59.298:1007,tile_RA210.176_DECp59.298,209.842787493000,59.692754437300,XE097,1953-03-15,R8
tile_RA220.960_DECp60.386:1330,tile_RA220.960_DECp60.386,221.851610844900,60.514309503700,XE098,1955-03-16,R8
tile_RA217.033_DECp59.386:1225,tile_RA217.033_DECp59.386,216.780275909900,59.672432931200,XE098,1955-03-16,R8
tile_RA227.835_DECp59.496:1462,tile_RA227.835_DECp59.496,227.843237596400,59.789718386100,XE099,1953-06-15,R8
tile_RA233.745_DECp59.496:2154,tile_RA233.745_DECp59.496,234.076836047600,59.466419614800,XE099,1953-06-15,R8
tile_RA235.716_DECp59.496:1687,tile_RA235.716_DECp59.496,236.359770948200,59.752019827200,XE099,1953-06-15,R8
tile_RA240.650_DECp60.625:791,tile_RA240.650_DECp60.625,241.217052716700,60.429446561300,XE100,1954-06-28,R8
tile_RA240.650_DECp59.625:1281,tile_RA240.650_DECp59.625,240.538894829500,59.989980057400,XE100,1954-06-28,R8
tile_RA240.650_DECp59.625:1874,tile_RA240.650_DECp59.625,240.003889186400,59.789871079200,XE100,1954-06-28,R8
tile_RA249.552_DECp59.768:2077,tile_RA249.552_DECp59.768,249.773348783200,59.947156437100,XE101,1955-04-27,R8
tile_RA249.552_DECp59.768:2511,tile_RA249.552_DECp59.768,249.716835750900,59.790474388500,XE101,1955-04-27,R8
tile_RA253.524_DECp59.768:669,tile_RA253.524_DECp59.768,253.948418823200,59.492096794900,XE101,1955-04-27,R8
tile_RA275.462_DECp61.074:2485,tile_RA275.462_DECp61.074,275.038724291100,60.996310919100,XE103,1952-05-26,R8
tile_RA286.508_DECp60.226:5825,tile_RA286.508_DECp60.226,286.537048220400,60.718902051100,XE104,1953-09-30,R8
tile_RA134.861_DECp61.445:695,tile_RA134.861_DECp61.445,135.259665464800,61.278944654700,XE090,1954-11-26,R8
tile_RA134.861_DECp61.445:91,tile_RA134.861_DECp61.445,134.760091207900,60.995214989100,XE090,1954-11-26,R8
tile_RA145.661_DECp61.344:1937,tile_RA145.661_DECp61.344,145.258131372200,61.415698772100,XE091,1953-03-14,R8
tile_RA242.628_DECp61.625:915,tile_RA242.628_DECp61.625,241.722757318500,61.426292095600,XE100,1954-06-28,R8
tile_RA242.628_DECp61.625:2422,tile_RA242.628_DECp61.625,242.908832771600,61.690870639600,XE100,1954-06-28,R8
tile_RA242.628_DECp60.625:2463,tile_RA242.628_DECp60.625,241.708646346800,60.698272838300,XE100,1954-06-28,R8
tile_RA253.524_DECp61.768:999,tile_RA253.524_DECp61.768,254.071343229100,61.630728970000,XE101,1955-04-27,R8
tile_RA251.538_DECp60.768:1871,tile_RA251.538_DECp60.768,250.813066244900,60.970590958200,XE101,1955-04-27,R8
tile_RA253.524_DECp60.768:1749,tile_RA253.524_DECp60.768,253.271235343600,61.086246647100,XE101,1955-04-27,R8
tile_RA145.006_DECp51.349:458,tile_RA145.006_DECp51.349,144.750854530100,51.102154492300,XE126,1953-02-18,R9
tile_RA154.352_DECp51.280:652,tile_RA154.352_DECp51.280,153.900980588800,51.130826391300,XE127,1955-01-28,R9
tile_RA116.854_DECp52.653:187,tile_RA116.854_DECp52.653,116.547955062300,52.207312637200,XE123,1954-02-24,R9
tile_RA124.578_DECp52.538:2321,tile_RA124.578_DECp52.538,123.948559353300,52.548926732700,XE124,1953-02-15,R9
tile_RA137.322_DECp52.436:1646,tile_RA137.322_DECp52.436,137.173193510100,52.604190082300,XE125,1954-02-23,R9
tile_RA143.331_DECp52.349:396,tile_RA143.331_DECp52.349,143.070103375000,52.098324392900,XE126,1953-02-18,R9
tile_RA78.945_DECp53.175:4651,tile_RA78.945_DECp53.175,78.788233694500,53.080519806800,XE119,1954-12-21,R9
tile_RA97.959_DECp53.909:334,tile_RA97.959_DECp53.909,97.790232413100,53.469166357300,XE121,1954-02-24,R9
tile_RA107.421_DECp52.778:3367,tile_RA107.421_DECp52.778,108.010935013000,52.939538638900,XE122,1954-01-27,R9
tile_RA120.229_DECp53.653:2173,tile_RA120.229_DECp53.653,120.573438700000,53.936219292900,XE123,1954-02-24,R9
tile_RA120.229_DECp53.653:2768,tile_RA120.229_DECp53.653,119.998995460900,53.749840904100,XE123,1954-02-24,R9
tile_RA124.578_DECp53.538:1138,tile_RA124.578_DECp53.538,124.735410684200,53.964077216000,XE124,1953-02-15,R9
tile_RA133.965_DECp52.436:785,tile_RA133.965_DECp52.436,133.853862231900,52.923522795000,XE125,1954-02-23,R9
tile_RA148.356_DECp53.349:758,tile_RA148.356_DECp53.349,148.074997100100,53.802660337900,XE126,1953-02-18,R9
tile_RA152.679_DECp53.280:545,tile_RA152.679_DECp53.280,153.017470012300,53.067613451100,XE127,1955-01-28,R9
tile_RA152.679_DECp53.280:1371,tile_RA152.679_DECp53.280,152.645353619000,53.496366602200,XE127,1955-01-28,R9
tile_RA154.352_DECp53.280:1034,tile_RA154.352_DECp53.280,153.604197533200,53.213710149300,XE127,1955-01-28,R9
tile_RA156.024_DECp54.280:407,tile_RA156.024_DECp54.280,156.189178927400,53.976567770900,XE127,1955-01-28,R9
tile_RA154.352_DECp53.280:1419,tile_RA154.352_DECp53.280,155.101043186900,53.472413205000,XE127,1955-01-28,R9
tile_RA156.024_DECp53.280:1624,tile_RA156.024_DECp53.280,156.006985542000,53.367694544000,XE127,1955-01-28,R9
tile_RA96.261_DECp53.909:3517,tile_RA96.261_DECp53.909,95.805434457900,54.321724816300,XE121,1954-02-24,R9
tile_RA133.965_DECp54.436:1621,tile_RA133.965_DECp54.436,133.736852273700,54.739099348800,XE125,1954-02-23,R9
tile_RA145.006_DECp54.349:1233,tile_RA145.006_DECp54.349,145.416662595400,54.621445665600,XE126,1953-02-18,R9
tile_RA146.681_DECp54.349:1181,tile_RA146.681_DECp54.349,147.029715441200,54.632811066800,XE126,1953-02-18,R9
tile_RA146.681_DECp54.349:429,tile_RA146.681_DECp54.349,146.985249356300,54.069580813900,XE126,1953-02-18,R9
tile_RA154.352_DECp55.280:1220,tile_RA154.352_DECp55.280,154.111800278400,55.189099307900,XE127,1955-01-28,R9
tile_RA154.352_DECp54.280:941,tile_RA154.352_DECp54.280,154.090771045200,54.698058066300,XE127,1955-01-28,R9
tile_RA154.352_DECp55.280:505,tile_RA154.352_DECp55.280,154.217081311300,55.036051891400,XE127,1955-01-28,R9
tile_RA152.679_DECp54.280:508,tile_RA152.679_DECp54.280,152.773321601400,54.024896596500,XE127,1955-01-28,R9
tile_RA154.352_DECp54.280:623,tile_RA154.352_DECp54.280,153.711655523800,54.097967627200,XE127,1955-01-28,R9
tile_RA154.352_DECp54.280:1713,tile_RA154.352_DECp54.280,154.108624212600,54.377601877700,XE127,1955-01-28,R9
tile_RA156.024_DECp54.280:1743,tile_RA156.024_DECp54.280,156.589735757700,54.316975169800,XE127,1955-01-28,R9
tile_RA19.511_DECp54.758:6878,tile_RA19.511_DECp54.758,19.379925739400,54.766061056100,XE113,1954-01-03,R9
tile_RA50.202_DECp56.531:2759,tile_RA50.202_DECp56.531,49.546749124500,56.396688300800,XE116,1954-09-27,R9
tile_RA59.811_DECp55.423:13478,tile_RA59.811_DECp55.423,59.539676956900,55.834063176200,XE117,1954-09-30,R9
tile_RA69.392_DECp56.303:4259,tile_RA69.392_DECp56.303,69.767746338400,56.107585853500,XE118,1953-10-08,R9
tile_RA145.006_DECp55.349:1598,tile_RA145.006_DECp55.349,145.724042632000,55.494313366700,XE126,1953-02-18,R9
tile_RA299.628_DECp59.370:4652,tile_RA299.628_DECp59.370,298.683258045200,59.309925136400,XE105,1952-08-12,R9
tile_RA297.605_DECp59.370:928,tile_RA297.605_DECp59.370,297.737688741600,58.963093191300,XE105,1952-08-12,R9
tile_RA299.628_DECp59.370:3287,tile_RA299.628_DECp59.370,300.164185954100,59.168036015700,XE105,1952-08-12,R9
tile_RA299.628_DECp59.370:8941,tile_RA299.628_DECp59.370,299.372833265800,59.603535605000,XE105,1952-08-12,R9
tile_RA315.861_DECp60.614:228,tile_RA315.861_DECp60.614,315.798083442700,60.144829820800,XE107,1952-07-22,R9
tile_RA342.411_DECp59.766:4351,tile_RA342.411_DECp59.766,342.053000809400,59.614729695500,XE109,1953-10-31,R9
tile_RA310.780_DECp61.501:10428,tile_RA310.780_DECp61.501,310.916365801900,61.856712335800,XE106,1952-09-15,R9
tile_RA297.605_DECp62.370:2751,tile_RA297.605_DECp62.370,296.983815957600,62.168812035700,XE105,1952-08-12,R9
tile_RA308.750_DECp62.501:1690,tile_RA308.750_DECp62.501,309.256972310500,62.153392715900,XE106,1952-09-15,R9
tile_RA238.422_DECp51.572:682,tile_RA238.422_DECp51.572,237.886538019200,51.331597932000,XE136,1955-04-27,R10
tile_RA200.978_DECp51.243:1095,tile_RA200.978_DECp51.243,200.593661628100,51.142543048300,XE132,1953-02-14,R10
tile_RA210.314_DECp51.299:267,tile_RA210.314_DECp51.299,209.940408736900,50.989920559100,XE133,1955-04-23,R10
tile_RA219.664_DECp51.373:2352,tile_RA219.664_DECp51.373,220.269219865900,51.389268029000,XE134,1953-04-12,R10
tile_RA229.033_DECp52.465:130,tile_RA229.033_DECp52.465,228.931598433700,52.029465295300,XE135,1954-06-27,R10
tile_RA236.738_DECp52.572:712,tile_RA236.738_DECp52.572,236.893859076800,52.368772459000,XE136,1955-04-27,R10
tile_RA240.106_DECp52.572:429,tile_RA240.106_DECp52.572,239.986236312300,52.244205445300,XE136,1955-04-27,R10
tile_RA246.148_DECp52.690:882,tile_RA246.148_DECp52.690,246.422762661800,52.537043209000,XE137,1954-06-28,R10
tile_RA285.781_DECp52.214:683,tile_RA285.781_DECp52.214,286.080433062300,51.798385522700,XE141,1952-07-27,R10
tile_RA295.343_DECp52.340:11529,tile_RA295.343_DECp52.340,294.890187257900,52.624391895500,XE142,1953-08-10,R10
tile_RA183.999_DECp52.193:593,tile_RA183.999_DECp52.193,183.769069667300,52.664159941200,XE130,1955-04-14,R10
tile_RA182.330_DECp52.193:173,tile_RA182.330_DECp52.193,182.282068452500,51.833590107900,XE130,1955-04-14,R10
tile_RA200.978_DECp52.243:986,tile_RA200.978_DECp52.243,201.101569409500,52.607584449300,XE132,1953-02-14,R10
tile_RA210.314_DECp52.299:422,tile_RA210.314_DECp52.299,210.935884514900,52.114710603100,XE133,1955-04-23,R10
tile_RA211.987_DECp52.299:1094,tile_RA211.987_DECp52.299,212.056080033900,52.416245583900,XE133,1955-04-23,R10
tile_RA223.017_DECp53.373:768,tile_RA223.017_DECp53.373,223.745004573700,53.138145036500,XE134,1953-04-12,R10
tile_RA232.392_DECp53.465:312,tile_RA232.392_DECp53.465,232.724972214700,53.095269386000,XE135,1954-06-27,R10
tile_RA240.106_DECp53.572:590,tile_RA240.106_DECp53.572,240.306033859500,53.279858548900,XE136,1955-04-27,R10
tile_RA249.526_DECp53.690:1508,tile_RA249.526_DECp53.690,249.614785417500,53.780424826700,XE137,1954-06-28,R10
tile_RA249.526_DECp52.690:2042,tile_RA249.526_DECp52.690,249.865437628200,52.881113473800,XE137,1954-06-28,R10
tile_RA268.448_DECp52.949:2498,tile_RA268.448_DECp52.949,268.958905049000,52.855747851600,XE139,1954-06-28,R10
tile_RA162.014_DECp53.230:488,tile_RA162.014_DECp53.230,161.550114823200,53.032962151200,XE128,1955-02-13,R10
tile_RA162.014_DECp53.230:1225,tile_RA162.014_DECp53.230,162.664351914300,53.478462580600,XE128,1955-02-13,R10
