src_id,ra,dec,tile_id,object_id,fwhm_image,fwhm_ratio,spread_model,spreaderr_model,spread_snr,psf_fwhm_median,psf_spread_median,psf_star_count,reject_flag,reject_reason,source_chunk
tile_RA0.761_DECp23.807:844,0.7008882248,24.287588711,tile_RA0.761_DECp23.807,844,2.53856,0.8352,0.00610462,0.00100314,-2.60849,3.03946,0.00872131,932,0,,stage_S0.csv
tile_RA0.761_DECp23.807:1443,0.9319592923,24.0808463981,tile_RA0.761_DECp23.807,1443,2.74805,0.904124,0.000917899,0.00119689,-6.51971,3.03946,0.00872131,932,0,,stage_S0.csv
tile_RA0.761_DECp25.807:921,0.723931828,25.664950974,tile_RA0.761_DECp25.807,921,2.444,0.806552,-0.000807812,0.00101875,-6.19649,3.03018,0.00550483,1093,0,,stage_S0.csv
tile_RA0.761_DECp25.807:1533,1.0750920884,25.7135557001,tile_RA0.761_DECp25.807,1533,2.69534,0.889497,0.00385383,0.000638944,-2.58396,3.03018,0.00550483,1093,0,,stage_S0.csv
tile_RA0.761_DECp25.807:2090,0.9676739825,25.9722974967,tile_RA0.761_DECp25.807,2090,3.26807,1.07851,0.000788422,0.000774028,-6.09334,3.03018,0.00550483,1093,0,,stage_S0.csv
tile_RA0.761_DECp25.807:2246,0.7480321774,25.9050135466,tile_RA0.761_DECp25.807,2246,2.71899,0.897302,0.000158931,0.000572757,-9.33363,3.03018,0.00550483,1093,0,,stage_S0.csv
tile_RA0.761_DECp25.807:2406,1.1197292322,25.8343676847,tile_RA0.761_DECp25.807,2406,4.92143,1.62414,0.022843,0.000432,40.1347,3.03018,0.00550483,1093,1,fwhm_ratio=1.624>1.5;spread_snr=40.1>5.0,stage_S0.csv
tile_RA0.802_DECp5.791:149,1.0799743909,5.3842363492,tile_RA0.802_DECp5.791,149,3.02011,1.23374,0.00379808,0.00034189,1.87456,2.44793,0.00315718,587,0,,stage_S0.csv
tile_RA0.802_DECp5.791:464,1.0697616185,5.5750666254,tile_RA0.802_DECp5.791,464,2.2151,0.904886,0.00062172,0.000713614,-3.55299,2.44793,0.00315718,587,0,,stage_S0.csv
tile_RA0.802_DECp5.791:1097,0.9875673814,6.0525641045,tile_RA0.802_DECp5.791,1097,3.65705,1.49393,0.0157621,0.000625396,20.155,2.44793,0.00315718,587,1,spread_snr=20.2>5.0,stage_S0.csv
tile_RA0.802_DECp7.791:202,0.6071307537,7.4205963838,tile_RA0.802_DECp7.791,202,3.94817,1.64065,0.0174106,0.000802768,20.696,2.40647,0.000796448,595,1,fwhm_ratio=1.641>1.5;spread_snr=20.7>5.0,stage_S0.csv
tile_RA0.802_DECp7.791:477,0.5082388501,7.6078876378,tile_RA0.802_DECp7.791,477,2.73922,1.13827,0.000187306,0.00112781,-0.540111,2.40647,0.000796448,595,0,,stage_S0.csv
tile_RA0.802_DECp7.791:1005,0.6982161216,7.697936597,tile_RA0.802_DECp7.791,1005,3.10924,1.29203,0.00200276,0.000305199,3.95253,2.40647,0.000796448,595,0,,stage_S0.csv
tile_RA0.802_DECp7.791:1018,0.7126057334,8.155532732,tile_RA0.802_DECp7.791,1018,3.91299,1.62603,0.0201463,0.000250879,77.1284,2.40647,0.000796448,595,1,fwhm_ratio=1.626>1.5;spread_snr=77.1>5.0,stage_S0.csv
tile_RA0.802_DECp7.791:1139,0.6724510961,8.0883367498,tile_RA0.802_DECp7.791,1139,3.65066,1.51702,0.0143909,0.00183258,7.41819,2.40647,0.000796448,595,1,fwhm_ratio=1.517>1.5;spread_snr=7.4>5.0,stage_S0.csv
