src_id,ra,dec,tile_id,object_id,fwhm_image,fwhm_ratio,spread_model,spreaderr_model,spread_snr,psf_fwhm_median,psf_spread_median,psf_star_count,reject_flag,reject_reason,source_chunk
tile_RA164.487_DECp29.226:1486,164.8722763046,29.2038645846,tile_RA164.487_DECp29.226,1486,4.45212,1.65991,0.0169633,0.000608495,23.8216,2.68214,0.00246796,419,1,fwhm_ratio=1.660>1.5;spread_snr=23.8>5.0,stage_S0.csv
tile_RA164.487_DECp30.226:280,164.2559596281,29.9070595672,tile_RA164.487_DECp30.226,280,4.91975,1.95479,0.0102096,0.000398702,18.0492,2.51676,0.00301333,416,1,fwhm_ratio=1.955>1.5;spread_snr=18.0>5.0,stage_S0.csv
tile_RA164.487_DECp30.226:522,164.1630960557,30.0556986302,tile_RA164.487_DECp30.226,522,3.49182,1.38743,0.00854749,0.000697441,7.93495,2.51676,0.00301333,416,1,spread_snr=7.9>5.0,stage_S0.csv
tile_RA164.487_DECp30.226:1087,164.130574825,30.4914509484,tile_RA164.487_DECp30.226,1087,2.92337,1.16156,0.00657127,0.0005502,6.46663,2.51676,0.00301333,416,1,spread_snr=6.5>5.0,stage_S0.csv
tile_RA164.487_DECp30.226:1120,164.1230256269,30.4723786257,tile_RA164.487_DECp30.226,1120,3.36873,1.33852,-0.000106357,0.000794942,-3.92442,2.51676,0.00301333,416,0,,stage_S0.csv
tile_RA164.487_DECp30.226:1193,164.322374586,30.4314723401,tile_RA164.487_DECp30.226,1193,3.28259,1.30429,0.0122535,0.000307814,30.0188,2.51676,0.00301333,416,1,spread_snr=30.0>5.0,stage_S0.csv
tile_RA164.487_DECp30.226:1481,163.987936272,30.2410570109,tile_RA164.487_DECp30.226,1481,2.63027,1.0451,0.00247603,0.000289,-1.8592,2.51676,0.00301333,416,0,,stage_S0.csv
tile_RA164.487_DECp31.226:835,164.1441653274,31.3025066239,tile_RA164.487_DECp31.226,835,2.64017,1.03926,-0.000403795,0.000341313,-3.53689,2.54043,0.000803391,404,0,,stage_S0.csv
tile_RA164.487_DECp31.226:1165,164.0902859652,31.4371693131,tile_RA164.487_DECp31.226,1165,2.96721,1.168,0.00566803,0.000268497,18.1181,2.54043,0.000803391,404,1,spread_snr=18.1>5.0,stage_S0.csv
tile_RA164.487_DECp31.226:1346,164.8849710001,31.2952476639,tile_RA164.487_DECp31.226,1346,4.09189,1.61071,0.00839161,0.00130863,5.79858,2.54043,0.000803391,404,1,fwhm_ratio=1.611>1.5;spread_snr=5.8>5.0,stage_S0.csv
tile_RA164.487_DECp31.226:1370,164.1987192005,31.2847295919,tile_RA164.487_DECp31.226,1370,4.86353,1.91445,0.0181781,0.000282199,61.5691,2.54043,0.000803391,404,1,fwhm_ratio=1.914>1.5;spread_snr=61.6>5.0,stage_S0.csv
tile_RA164.837_DECm5.772:715,165.1542660373,-5.9307736411,tile_RA164.837_DECm5.772,715,3.83157,1.36046,-0.000303063,0.00136752,0.121693,2.81637,-0.000469481,651,0,,stage_S0.csv
tile_RA164.837_DECm5.772:1522,164.5167064772,-5.5524251859,tile_RA164.837_DECm5.772,1522,5.61045,1.99209,0.0327297,0.00287229,11.5584,2.81637,-0.000469481,651,1,fwhm_ratio=1.992>1.5;spread_snr=11.6>5.0,stage_S0.csv
tile_RA164.855_DECm0.772:1314,164.641287643,-0.7306567409,tile_RA164.855_DECm0.772,1314,3.48888,1.15364,-0.000824043,0.00108593,-3.54409,3.02424,0.00302459,628,0,,stage_S0.csv
tile_RA164.855_DECm1.772:341,165.2546229532,-2.0277022689,tile_RA164.855_DECm1.772,341,3.58038,1.14607,0.0105495,0.000437597,10.0578,3.12406,0.00614827,611,1,spread_snr=10.1>5.0,stage_S0.csv
tile_RA164.855_DECp0.228:622,164.8361749766,0.7036152412,tile_RA164.855_DECp0.228,622,5.69707,1.8468,0.0131741,0.000558118,16.9353,3.08483,0.00372221,611,1,fwhm_ratio=1.847>1.5;spread_snr=16.9>5.0,stage_S0.csv
tile_RA164.855_DECp0.228:967,164.4923021985,0.4885882344,tile_RA164.855_DECp0.228,967,3.32297,1.0772,0.00557291,0.00087248,2.12119,3.08483,0.00372221,611,0,,stage_S0.csv
tile_RA164.884_DECp4.228:136,164.6142962934,3.8175596986,tile_RA164.884_DECp4.228,136,3.4711,1.26159,0.00895509,0.00123913,0.892668,2.75137,0.00784896,615,0,,stage_S0.csv
tile_RA164.884_DECp4.228:409,164.6826382047,3.9853335664,tile_RA164.884_DECp4.228,409,2.3405,0.850669,-0.00125633,0.000803096,-11.3377,2.75137,0.00784896,615,0,,stage_S0.csv
tile_RA164.884_DECp4.228:1048,165.0418756245,4.5920938478,tile_RA164.884_DECp4.228,1048,4.34178,1.57805,0.00942913,0.000960706,1.6448,2.75137,0.00784896,615,1,fwhm_ratio=1.578>1.5,stage_S0.csv
tile_RA164.884_DECp5.228:422,164.8008925902,4.9803080193,tile_RA164.884_DECp5.228,422,2.6004,0.981186,0.0022229,0.000631716,-3.63652,2.65026,0.00452014,563,0,,stage_S0.csv
tile_RA164.884_DECp6.228:408,164.7670897669,5.9088356737,tile_RA164.884_DECp6.228,408,2.97438,1.10504,0.00393078,0.00046797,-2.50043,2.69166,0.00510091,534,0,,stage_S0.csv
tile_RA164.884_DECp6.228:1914,165.1354749092,6.2875349758,tile_RA164.884_DECp6.228,1914,4.88167,1.81363,0.0183866,0.00168192,7.8991,2.69166,0.00510091,534,1,fwhm_ratio=1.814>1.5;spread_snr=7.9>5.0,stage_S0.csv
tile_RA164.925_DECp10.228:714,164.7112958364,10.0687274842,tile_RA164.925_DECp10.228,714,4.3447,1.33076,0.0048232,0.000497498,8.28755,3.26484,0.00070016,482,1,spread_snr=8.3>5.0,stage_S0.csv
tile_RA164.925_DECp10.228:1300,164.5892720234,10.4945319916,tile_RA164.925_DECp10.228,1300,6.73354,2.06244,0.0264951,0.000239149,107.861,3.26484,0.00070016,482,1,fwhm_ratio=2.062>1.5;spread_snr=107.9>5.0,stage_S0.csv
tile_RA164.925_DECp11.228:787,165.1548113721,11.1149435683,tile_RA164.925_DECp11.228,787,3.86506,1.24706,0.00203682,0.000907082,2.16359,3.09934,7.42629e-05,454,0,,stage_S0.csv
tile_RA164.925_DECp11.228:799,165.1034235603,11.1966312685,tile_RA164.925_DECp11.228,799,3.88557,1.25368,0.00703193,0.000796349,8.73696,3.09934,7.42629e-05,454,1,spread_snr=8.7>5.0,stage_S0.csv
tile_RA164.925_DECp11.228:1118,165.0846515693,11.1523354378,tile_RA164.925_DECp11.228,1118,3.04828,0.983525,-0.00147576,0.000769705,-2.01379,3.09934,7.42629e-05,454,0,,stage_S0.csv
tile_RA164.925_DECp11.228:1119,165.1153571625,11.1523053686,tile_RA164.925_DECp11.228,1119,4.03958,1.30337,0.00487309,0.00105686,4.54066,3.09934,7.42629e-05,454,0,,stage_S0.csv
tile_RA164.925_DECp11.228:1135,165.1202491937,11.1446567225,tile_RA164.925_DECp11.228,1135,4.2949,1.38574,0.00814486,0.000864904,9.33121,3.09934,7.42629e-05,454,1,spread_snr=9.3>5.0,stage_S0.csv
tile_RA164.925_DECp11.228:1146,165.0986991092,11.1425882631,tile_RA164.925_DECp11.228,1146,5.97123,1.92661,0.0131499,0.00107457,12.1683,3.09934,7.42629e-05,454,1,fwhm_ratio=1.927>1.5;spread_snr=12.2>5.0,stage_S0.csv
tile_RA164.925_DECp11.228:1157,165.0843052096,11.1393984961,tile_RA164.925_DECp11.228,1157,3.69624,1.19259,0.00404239,0.00115189,3.44487,3.09934,7.42629e-05,454,0,,stage_S0.csv
tile_RA164.925_DECp11.228:1160,165.0986052976,11.137277617,tile_RA164.925_DECp11.228,1160,5.61925,1.81305,0.0126277,0.000972836,12.904,3.09934,7.42629e-05,454,1,fwhm_ratio=1.813>1.5;spread_snr=12.9>5.0,stage_S0.csv
tile_RA164.925_DECp11.228:1183,165.0782016476,11.1263496334,tile_RA164.925_DECp11.228,1183,3.3451,1.07929,0.00127726,0.00113493,1.05998,3.09934,7.42629e-05,454,0,,stage_S0.csv
tile_RA164.925_DECp11.228:1192,165.0653342588,11.1227491314,tile_RA164.925_DECp11.228,1192,4.92136,1.58787,0.011125,0.000821921,13.445,3.09934,7.42629e-05,454,1,fwhm_ratio=1.588>1.5;spread_snr=13.4>5.0,stage_S0.csv
tile_RA164.925_DECp11.228:1297,165.1221587695,11.5457153965,tile_RA164.925_DECp11.228,1297,3.17327,1.02385,-0.00126907,0.00131307,-1.02305,3.09934,7.42629e-05,454,0,,stage_S0.csv
tile_RA164.925_DECp11.228:1539,165.0937640144,11.169075482,tile_RA164.925_DECp11.228,1539,4.04781,1.30602,0.00383223,0.0010067,3.73296,3.09934,7.42629e-05,454,0,,stage_S0.csv
tile_RA164.925_DECp11.228:1729,165.0860509992,11.1887858745,tile_RA164.925_DECp11.228,1729,3.54643,1.14425,0.000291359,0.00127146,0.170746,3.09934,7.42629e-05,454,0,,stage_S0.csv
tile_RA164.925_DECp11.228:1916,165.0464774637,11.2112249123,tile_RA164.925_DECp11.228,1916,3.12726,1.00901,-0.000212207,0.00107551,-0.266359,3.09934,7.42629e-05,454,0,,stage_S0.csv
tile_RA164.979_DECp16.228:972,164.9961956935,16.3840564978,tile_RA164.979_DECp16.228,972,4.04596,1.12988,0.00423504,0.000709392,1.32516,3.58088,0.00329499,485,0,,stage_S0.csv
tile_RA164.979_DECp17.228:542,164.9236138372,17.6846884331,tile_RA164.979_DECp17.228,542,3.81561,1.07327,0.00233753,0.000741236,1.78188,3.55513,0.00101673,437,0,,stage_S0.csv
tile_RA165.095_DECp46.230:93,165.3907959274,45.7850098911,tile_RA165.095_DECp46.230,93,2.41459,0.929041,0.00107277,0.00118202,-4.91633,2.59902,0.00688399,499,0,,stage_S0.csv
tile_RA165.095_DECp46.230:280,165.0723232908,45.9018410437,tile_RA165.095_DECp46.230,280,2.08405,0.80186,-0.00125018,0.00124697,-6.52315,2.59902,0.00688399,499,0,,stage_S0.csv
tile_RA165.095_DECp46.230:1332,165.059251405,46.3855940979,tile_RA165.095_DECp46.230,1332,2.69676,1.03761,0.00419991,0.00031442,-8.53661,2.59902,0.00688399,499,0,,stage_S0.csv
tile_RA165.095_DECp46.230:1521,165.5701259043,46.2691766038,tile_RA165.095_DECp46.230,1521,5.81747,2.23834,0.0170565,0.00105707,9.62326,2.59902,0.00688399,499,1,fwhm_ratio=2.238>1.5;spread_snr=9.6>5.0,stage_S0.csv
tile_RA165.095_DECp47.230:260,164.9317157998,46.9168061276,tile_RA165.095_DECp47.230,260,2.20781,0.840916,0.000880749,0.00137281,-4.85977,2.62549,0.0075523,457,0,,stage_S0.csv
tile_RA165.095_DECp47.230:1060,165.6679938774,47.5227385158,tile_RA165.095_DECp47.230,1060,2.58914,0.986157,0.00134597,0.00141196,-4.39555,2.62549,0.0075523,457,0,,stage_S0.csv
tile_RA165.234_DECp58.216:529,165.5172654456,57.9811224127,tile_RA165.234_DECp58.216,529,3.52844,1.25446,0.00988349,0.000931341,0.966613,2.81272,0.00898324,542,0,,stage_S0.csv
tile_RA165.234_DECp58.216:717,165.8877773285,58.0809318381,tile_RA165.234_DECp58.216,717,2.85542,1.01518,0.00189386,0.00116809,-6.06922,2.81272,0.00898324,542,0,,stage_S0.csv
tile_RA165.234_DECp58.216:1486,164.4944409,58.4432317326,tile_RA165.234_DECp58.216,1486,4.97726,1.76956,0.0220618,0.0015299,8.54865,2.81272,0.00898324,542,1,fwhm_ratio=1.770>1.5;spread_snr=8.5>5.0,stage_S0.csv
tile_RA165.234_DECp59.216:1684,165.3512712638,59.160795123,tile_RA165.234_DECp59.216,1684,2.63428,0.912955,-0.00065806,0.00111985,-8.48929,2.88544,0.00884865,519,0,,stage_S0.csv
tile_RA165.234_DECp60.216:924,165.1456619939,60.673950611,tile_RA165.234_DECp60.216,924,2.76829,0.987427,0.00650975,0.000838542,-1.25923,2.80354,0.00756566,530,0,,stage_S0.csv
tile_RA165.234_DECp60.216:1252,166.0447144706,60.1411012406,tile_RA165.234_DECp60.216,1252,4.07937,1.45508,0.00939787,0.000540871,3.38752,2.80354,0.00756566,530,0,,stage_S0.csv
tile_RA165.234_DECp60.216:1334,165.5768289566,60.5615643406,tile_RA165.234_DECp60.216,1334,3.04063,1.08457,0.00491663,0.000557236,-4.75388,2.80354,0.00756566,530,0,,stage_S0.csv
tile_RA165.355_DECp52.230:540,165.5697371571,52.0688306745,tile_RA165.355_DECp52.230,540,3.06821,1.21611,0.0122133,0.00152885,2.97236,2.52297,0.00766903,448,0,,stage_S0.csv
tile_RA165.355_DECp52.230:1170,165.5296925492,52.441782096,tile_RA165.355_DECp52.230,1170,2.78785,1.10499,0.00744606,0.000275954,-0.808004,2.52297,0.00766903,448,0,,stage_S0.csv
tile_RA165.355_DECp53.230:453,165.7137440361,53.0143667977,tile_RA165.355_DECp53.230,453,3.1464,1.20113,0.00486509,0.000573318,-4.38682,2.61953,0.00738013,537,0,,stage_S0.csv
tile_RA165.355_DECp53.230:1361,165.3814259107,53.4552663216,tile_RA165.355_DECp53.230,1361,2.45592,0.937542,6.96855e-05,0.000600569,-12.1725,2.61953,0.00738013,537,0,,stage_S0.csv
tile_RA165.355_DECp54.230:470,165.8915272829,53.9376966734,tile_RA165.355_DECp54.230,470,2.4047,0.975355,-0.00143011,0.000613271,-6.94236,2.46547,0.00282744,531,0,,stage_S0.csv
tile_RA165.355_DECp54.230:1066,165.0921111033,54.4696309395,tile_RA165.355_DECp54.230,1066,2.31473,0.938862,-0.000853855,0.000702667,-5.23904,2.46547,0.00282744,531,0,,stage_S0.csv
tile_RA165.355_DECp54.230:1080,165.0368532283,54.4515560232,tile_RA165.355_DECp54.230,1080,2.20045,0.892508,0.00107136,0.000698713,-2.51332,2.46547,0.00282744,531,0,,stage_S0.csv
tile_RA165.355_DECp54.230:1381,165.4869189399,54.4881608972,tile_RA165.355_DECp54.230,1381,3.02608,1.22739,0.0100926,0.00098346,7.38735,2.46547,0.00282744,531,1,spread_snr=7.4>5.0,stage_S0.csv
tile_RA165.355_DECp54.230:1751,164.726571357,54.3064154839,tile_RA165.355_DECp54.230,1751,2.26865,0.920172,0.000765767,0.000409878,-5.02998,2.46547,0.00282744,531,0,,stage_S0.csv
tile_RA165.484_DECp35.232:201,165.7956494692,34.8344589204,tile_RA165.484_DECp35.232,201,3.10172,1.00589,0.00105821,0.000524024,-7.69609,3.08356,0.00509115,447,0,,stage_S0.csv
tile_RA165.484_DECp35.232:357,165.8694753,34.9242916574,tile_RA165.484_DECp35.232,357,2.70034,0.875722,0.00219016,0.000861099,-3.36894,3.08356,0.00509115,447,0,,stage_S0.csv
tile_RA165.484_DECp35.232:1050,165.6832499379,35.5553735719,tile_RA165.484_DECp35.232,1050,4.18965,1.35871,0.00613789,0.000631513,1.65751,3.08356,0.00509115,447,0,,stage_S0.csv
tile_RA165.545_DECp22.226:398,165.7843333926,22.0939071054,tile_RA165.545_DECp22.226,398,2.4347,0.887507,0.00454239,0.000698848,-1.32713,2.74331,0.00546985,472,0,,stage_S0.csv
tile_RA165.545_DECp22.226:567,165.8658070016,22.6221128608,tile_RA165.545_DECp22.226,567,5.92146,2.15851,0.024599,0.000456619,41.8931,2.74331,0.00546985,472,1,fwhm_ratio=2.159>1.5;spread_snr=41.9>5.0,stage_S0.csv
tile_RA165.545_DECp22.226:1029,165.8715886602,22.3366898092,tile_RA165.545_DECp22.226,1029,3.61076,1.31621,0.0160031,0.000614917,17.1296,2.74331,0.00546985,472,1,spread_snr=17.1>5.0,stage_S0.csv
tile_RA165.545_DECp23.226:318,165.8408890936,22.9767170993,tile_RA165.545_DECp23.226,318,3.92758,1.47898,0.0146259,0.000361593,30.9314,2.65559,0.00344129,457,1,spread_snr=30.9>5.0,stage_S0.csv
tile_RA165.545_DECp23.226:764,165.7784407629,23.5632545439,tile_RA165.545_DECp23.226,764,2.55476,0.962029,0.000426417,0.000554092,-5.44111,2.65559,0.00344129,457,0,,stage_S0.csv
tile_RA165.545_DECp23.226:856,165.9724288985,23.4871922748,tile_RA165.545_DECp23.226,856,2.11708,0.797216,-0.000647921,0.00144394,-2.83198,2.65559,0.00344129,457,0,,stage_S0.csv
tile_RA165.545_DECp24.226:980,165.7758017793,24.1720888384,tile_RA165.545_DECp24.226,980,2.67708,0.99692,0.000243448,0.000531359,-4.27464,2.68535,0.00251482,486,0,,stage_S0.csv
tile_RA165.545_DECp24.226:989,165.9590921927,24.3364613233,tile_RA165.545_DECp24.226,989,2.38268,0.887287,0.00236325,0.000830014,-0.182611,2.68535,0.00251482,486,0,,stage_S0.csv
tile_RA165.545_DECp24.226:1039,165.6829957695,24.2970684423,tile_RA165.545_DECp24.226,1039,3.28058,1.22166,0.0024663,0.000427113,-0.113592,2.68535,0.00251482,486,0,,stage_S0.csv
tile_RA165.545_DECp24.226:1108,165.9527912794,24.2377304731,tile_RA165.545_DECp24.226,1108,5.08814,1.89477,0.016438,0.000884506,15.7412,2.68535,0.00251482,486,1,fwhm_ratio=1.895>1.5;spread_snr=15.7>5.0,stage_S0.csv
tile_RA165.633_DECp29.226:906,165.5539981581,29.1375907221,tile_RA165.633_DECp29.226,906,4.5676,1.71076,0.0139366,0.000735883,16.0307,2.66993,0.00213989,414,1,fwhm_ratio=1.711>1.5;spread_snr=16.0>5.0,stage_S0.csv
tile_RA165.633_DECp29.226:1054,165.6770512188,29.5168199498,tile_RA165.633_DECp29.226,1054,2.78114,1.04165,-0.00110328,0.000990138,-3.27548,2.66993,0.00213989,414,0,,stage_S0.csv
tile_RA165.633_DECp29.226:1251,165.4870846718,29.3963625698,tile_RA165.633_DECp29.226,1251,2.54892,0.954675,0.000442743,0.000508941,-3.33467,2.66993,0.00213989,414,0,,stage_S0.csv
tile_RA165.633_DECp30.226:1405,165.936410471,30.288139596,tile_RA165.633_DECp30.226,1405,3.29614,1.26436,0.00317865,0.00135179,0.860123,2.60696,0.00201595,439,0,,stage_S0.csv
tile_RA165.633_DECp30.226:1436,165.8036018737,30.2665097643,tile_RA165.633_DECp30.226,1436,2.48708,0.954016,0.00366903,0.00157676,1.04841,2.60696,0.00201595,439,0,,stage_S0.csv
tile_RA165.633_DECp30.226:1546,165.2254893538,30.1987946471,tile_RA165.633_DECp30.226,1546,2.9055,1.11452,0.00422666,0.000504241,4.38424,2.60696,0.00201595,439,0,,stage_S0.csv
tile_RA165.701_DECp42.217:742,165.8840330201,42.5612147456,tile_RA165.701_DECp42.217,742,3.01038,1.06863,0.00392719,0.000563901,-0.873171,2.81704,0.00441957,433,0,,stage_S0.csv
tile_RA165.701_DECp42.217:1060,165.6943120513,42.2719898583,tile_RA165.701_DECp42.217,1060,4.74765,1.68534,0.0107077,0.000649277,9.68478,2.81704,0.00441957,433,1,fwhm_ratio=1.685>1.5;spread_snr=9.7>5.0,stage_S0.csv
tile_RA165.701_DECp42.217:1108,166.2523069892,42.2416616356,tile_RA165.701_DECp42.217,1108,3.5017,1.24304,0.00187672,0.00104695,-2.42883,2.81704,0.00441957,433,0,,stage_S0.csv
tile_RA165.844_DECm6.772:1704,165.7281041672,-6.6072658607,tile_RA165.844_DECm6.772,1704,5.54167,1.8853,0.0151852,0.00153181,9.35368,2.93941,0.000857203,715,1,fwhm_ratio=1.885>1.5;spread_snr=9.4>5.0,stage_S0.csv
tile_RA165.888_DECp5.228:406,166.1667336653,4.9177316246,tile_RA165.888_DECp5.228,406,3.10716,1.12241,0.00630477,0.000493492,2.09478,2.76829,0.00527102,523,0,,stage_S0.csv
tile_RA165.945_DECp11.228:157,165.8033401101,10.7975690705,tile_RA165.945_DECp11.228,157,3.76771,1.23275,0.000688549,0.000985951,0.278077,3.05635,0.000414379,507,0,,stage_S0.csv
tile_RA165.945_DECp11.228:269,165.7475199495,10.8487060616,tile_RA165.945_DECp11.228,269,3.76585,1.23214,0.00150826,0.000746339,1.46566,3.05635,0.000414379,507,0,,stage_S0.csv
tile_RA165.945_DECp11.228:281,165.6922614656,10.855131575,tile_RA165.945_DECp11.228,281,3.62977,1.18761,0.00172795,0.000723348,1.81596,3.05635,0.000414379,507,0,,stage_S0.csv
tile_RA165.945_DECp11.228:1118,166.3114215969,11.4199556164,tile_RA165.945_DECp11.228,1118,5.23577,1.71308,0.00660526,0.0016256,3.80836,3.05635,0.000414379,507,1,fwhm_ratio=1.713>1.5,stage_S0.csv
tile_RA165.945_DECp11.228:1126,166.3910193107,11.414757879,tile_RA165.945_DECp11.228,1126,3.70716,1.21294,0.00336391,0.000705618,4.18006,3.05635,0.000414379,507,0,,stage_S0.csv
tile_RA165.945_DECp11.228:1230,166.290371318,11.5896247471,tile_RA165.945_DECp11.228,1230,4.34898,1.42293,0.00992616,0.00125073,7.60499,3.05635,0.000414379,507,1,spread_snr=7.6>5.0,stage_S0.csv
tile_RA165.945_DECp11.228:1406,166.131326629,11.4936079626,tile_RA165.945_DECp11.228,1406,3.61799,1.18376,6.00101e-05,0.00086322,-0.410519,3.05635,0.000414379,507,0,,stage_S0.csv
tile_RA165.945_DECp11.228:1432,166.187506557,11.4856229838,tile_RA165.945_DECp11.228,1432,3.55534,1.16326,0.00830479,0.00151005,5.22526,3.05635,0.000414379,507,1,spread_snr=5.2>5.0,stage_S0.csv
tile_RA165.945_DECp11.228:1443,166.2352909207,11.4780872482,tile_RA165.945_DECp11.228,1443,3.15746,1.03308,-0.000918017,0.00111881,-1.1909,3.05635,0.000414379,507,0,,stage_S0.csv
tile_RA165.945_DECp11.228:1489,166.164469287,11.4646286379,tile_RA165.945_DECp11.228,1489,3.88785,1.27205,0.00833728,0.00158759,4.99052,3.05635,0.000414379,507,0,,stage_S0.csv
tile_RA165.945_DECp11.228:1526,166.2064745286,11.4451153323,tile_RA165.945_DECp11.228,1526,6.19295,2.02625,0.015661,0.00165708,9.20088,3.05635,0.000414379,507,1,fwhm_ratio=2.026>1.5;spread_snr=9.2>5.0,stage_S0.csv
tile_RA166.025_DECp71.202:735,165.0806635999,70.9434643445,tile_RA166.025_DECp71.202,735,3.34079,1.16559,0.0010176,0.000997469,-4.53897,2.86617,0.00554508,728,0,,stage_S0.csv
tile_RA166.025_DECp72.202:78,165.8630049369,71.7211299189,tile_RA166.025_DECp72.202,78,2.4819,0.86311,0.000134639,0.000758784,-2.27913,2.87553,0.00186401,786,0,,stage_S0.csv
tile_RA166.026_DECp17.228:343,166.1410508163,16.9612667418,tile_RA166.026_DECp17.228,343,5.61464,1.70602,0.0122858,0.000608237,16.7668,3.29107,0.00208758,466,1,fwhm_ratio=1.706>1.5;spread_snr=16.8>5.0,stage_S0.csv
tile_RA166.567_DECp47.230:608,167.0233764559,47.0534265827,tile_RA166.567_DECp47.230,608,2.13168,0.817795,-0.00197778,0.000520512,-17.5312,2.60662,0.0071474,415,0,,stage_S0.csv
tile_RA166.567_DECp47.230:1256,166.1150975298,47.4140475911,tile_RA166.567_DECp47.230,1256,3.23192,1.23989,0.00889259,0.000494928,3.52614,2.60662,0.0071474,415,0,,stage_S0.csv
tile_RA166.634_DECp23.226:115,166.6475129544,22.829738384,tile_RA166.634_DECp23.226,115,4.54182,1.63268,0.0217736,0.000395244,40.8001,2.78182,0.00564759,427,1,fwhm_ratio=1.633>1.5;spread_snr=40.8>5.0,stage_S0.csv
tile_RA166.634_DECp23.226:793,166.6513022912,23.5694242373,tile_RA166.634_DECp23.226,793,4.48989,1.61402,0.0175513,0.000336668,35.3575,2.78182,0.00564759,427,1,fwhm_ratio=1.614>1.5;spread_snr=35.4>5.0,stage_S0.csv
tile_RA166.634_DECp23.226:912,166.2472274048,23.2633748832,tile_RA166.634_DECp23.226,912,5.92498,2.1299,0.0299311,0.00038386,63.2615,2.78182,0.00564759,427,1,fwhm_ratio=2.130>1.5;spread_snr=63.3>5.0,stage_S0.csv
tile_RA166.634_DECp23.226:931,166.2433686507,23.2830899664,tile_RA166.634_DECp23.226,931,4.57888,1.64601,0.014648,0.00032952,27.3137,2.78182,0.00564759,427,1,fwhm_ratio=1.646>1.5;spread_snr=27.3>5.0,stage_S0.csv
tile_RA166.634_DECp23.226:972,166.7121847962,23.4299041312,tile_RA166.634_DECp23.226,972,2.76104,0.992532,-0.001216,0.000870704,-7.8828,2.78182,0.00564759,427,0,,stage_S0.csv
tile_RA166.634_DECp23.226:1257,166.4840192603,23.2079017145,tile_RA166.634_DECp23.226,1257,2.95527,1.06235,-9.3872e-05,0.000682124,-8.41703,2.78182,0.00564759,427,0,,stage_S0.csv
tile_RA167.026_DECp53.230:263,167.1985914772,52.8754773395,tile_RA167.026_DECp53.230,263,2.55622,1.01199,0.00307805,0.000422015,-10.3287,2.52595,0.0074369,494,0,,stage_S0.csv
tile_RA167.026_DECp53.230:1095,167.3996167486,53.5498423803,tile_RA167.026_DECp53.230,1095,2.405,0.952116,0.000706144,0.000473289,-14.2212,2.52595,0.0074369,494,0,,stage_S0.csv
tile_RA167.026_DECp53.230:1546,166.6563051372,53.3336566735,tile_RA167.026_DECp53.230,1546,2.72054,1.07704,0.00517024,0.000628694,-3.60534,2.52595,0.0074369,494,0,,stage_S0.csv
tile_RA167.026_DECp53.230:1729,167.751325927,53.1795194542,tile_RA167.026_DECp53.230,1729,2.73897,1.08433,0.00936048,0.000720207,2.67088,2.52595,0.0074369,494,0,,stage_S0.csv
tile_RA167.030_DECp39.217:959,167.1642720269,39.3020854865,tile_RA167.030_DECp39.217,959,2.69079,1.02174,-0.00172906,0.000559903,-9.34831,2.63355,0.00350509,419,0,,stage_S0.csv
tile_RA167.030_DECp39.217:985,167.3438934227,39.2756040067,tile_RA167.030_DECp39.217,985,2.36894,0.899524,0.00246517,0.000678494,-1.53269,2.63355,0.00350509,419,0,,stage_S0.csv
tile_RA167.030_DECp40.217:286,167.5293475204,40.0140167193,tile_RA167.030_DECp40.217,286,2.94394,1.06247,-0.000388161,0.00117354,-4.48625,2.77085,0.00487662,424,0,,stage_S0.csv
tile_RA167.030_DECp40.217:616,166.5434162649,40.3410207351,tile_RA167.030_DECp40.217,616,4.84956,1.75021,0.0242377,0.000528943,36.6034,2.77085,0.00487662,424,1,fwhm_ratio=1.750>1.5;spread_snr=36.6>5.0,stage_S0.csv
tile_RA167.030_DECp40.217:658,167.4920188597,40.178142108,tile_RA167.030_DECp40.217,658,5.4958,1.98344,0.00669884,0.000740345,2.46131,2.77085,0.00487662,424,1,fwhm_ratio=1.983>1.5,stage_S0.csv
tile_RA167.030_DECp40.217:983,166.5204372979,40.3457972414,tile_RA167.030_DECp40.217,983,4.93262,1.78018,0.025211,0.000518826,39.193,2.77085,0.00487662,424,1,fwhm_ratio=1.780>1.5;spread_snr=39.2>5.0,stage_S0.csv
tile_RA167.030_DECp40.217:1046,167.4258761181,40.2794762296,tile_RA167.030_DECp40.217,1046,3.36836,1.21564,0.00015028,0.000567966,-8.32152,2.77085,0.00487662,424,0,,stage_S0.csv
tile_RA167.030_DECp41.217:187,167.0285395658,40.8836246726,tile_RA167.030_DECp41.217,187,6.23887,2.34331,0.00976739,0.000809979,6.72961,2.66241,0.00431654,445,1,fwhm_ratio=2.343>1.5;spread_snr=6.7>5.0,stage_S0.csv
tile_RA167.030_DECp42.217:554,167.0557014552,42.6217953694,tile_RA167.030_DECp42.217,554,4.41955,1.68027,0.00699125,0.000616756,5.04602,2.63026,0.00387908,429,1,fwhm_ratio=1.680>1.5;spread_snr=5.0>5.0,stage_S0.csv
tile_RA167.030_DECp42.217:880,166.7733047203,42.4833871739,tile_RA167.030_DECp42.217,880,5.15106,1.95838,0.0138541,0.00138488,7.20283,2.63026,0.00387908,429,1,fwhm_ratio=1.958>1.5;spread_snr=7.2>5.0,stage_S0.csv
