src_id,tile_id,object_id,ra,dec,profile_diff,circularity,area,shape_defect,circle_deviation,shape_confidence,elongation,stars_used,rej_profile_diff,rej_elongation,rej_circularity,reject_flag,reject_reason,shape_failed,failure_reason,source_chunk
tile_RA0.761_DECp23.807:844,tile_RA0.761_DECp23.807,844,0.7008882248,24.287588711,0.0129391,0.601119,13,0.346354,0.188437,low,1.28774,3,0,1,1,1,elongation=1.288>1.1;circularity=0.601<0.8,0,,stage_S0M_MORPH.csv
tile_RA0.761_DECp23.807:1443,tile_RA0.761_DECp23.807,1443,0.9319592923,24.0808463981,0.0215752,0.806145,10,0.0890625,0.12272,low,1.22487,4,0,1,0,1,elongation=1.225>1.1,0,,stage_S0M_MORPH.csv
tile_RA0.761_DECp25.807:921,tile_RA0.761_DECp25.807,921,0.723931828,25.664950974,0.0162965,0.441305,12,0.303571,0.289679,low,1.02566,4,0,0,1,1,circularity=0.441<0.8,0,,stage_S0M_MORPH.csv
tile_RA0.761_DECp25.807:1533,tile_RA0.761_DECp25.807,1533,1.0750920884,25.7135557001,0.017642,0.768939,15,0.148438,0.146413,low,1.1764,3,0,1,1,1,elongation=1.176>1.1;circularity=0.769<0.8,0,,stage_S0M_MORPH.csv
tile_RA0.761_DECp25.807:2090,tile_RA0.761_DECp25.807,2090,0.9676739825,25.9722974967,0.0304448,0.0815303,23.5,0.846261,0.234259,low,1.09485,4,0,0,1,1,circularity=0.082<0.8,0,,stage_S0M_MORPH.csv
tile_RA0.761_DECp25.807:2246,tile_RA0.761_DECp25.807,2246,0.7480321774,25.9050135466,0.0164721,0.763595,10,0.0890625,0.176297,low,1.1026,5,0,1,1,1,elongation=1.103>1.1;circularity=0.764<0.8,0,,stage_S0M_MORPH.csv
tile_RA0.802_DECp5.791:149,tile_RA0.802_DECp5.791,149,1.0799743909,5.3842363492,0.0184316,0.843095,9.5,0.148438,0.0447867,low,1.20276,2,0,1,0,1,elongation=1.203>1.1,0,,stage_S0M_MORPH.csv
tile_RA0.802_DECp5.791:464,tile_RA0.802_DECp5.791,464,1.0697616185,5.5750666254,0.0414781,0.739839,8,0.178125,0.158801,low,1.08296,4,0,0,1,1,circularity=0.740<0.8,0,,stage_S0M_MORPH.csv
tile_RA0.802_DECp7.791:477,tile_RA0.802_DECp7.791,477,0.5082388501,7.6078876378,0.0210223,0.470263,17,0.376953,0.230388,low,1.15879,1,0,1,1,1,elongation=1.159>1.1;circularity=0.470<0.8,0,,stage_S0M_MORPH.csv
tile_RA0.802_DECp7.791:1005,tile_RA0.802_DECp7.791,1005,0.6982161216,7.697936597,0.0179516,0.880337,10.5,0.231027,0.127754,low,1.29858,2,0,1,0,1,elongation=1.299>1.1,0,,stage_S0M_MORPH.csv
tile_RA0.802_DECp7.791:1309,tile_RA0.802_DECp7.791,1309,0.7591187409,7.9635667162,0.0453649,0.251545,26.5,0.658381,0.304006,low,1.18963,1,0,1,1,1,elongation=1.190>1.1;circularity=0.252<0.8,0,,stage_S0M_MORPH.csv
tile_RA0.802_DECp7.791:1398,tile_RA0.802_DECp7.791,1398,0.3179040848,7.9022226706,,0.309882,15.5,0.571429,0.259389,low,1.28796,0,0,1,1,1,elongation=1.288>1.1;circularity=0.310<0.8,0,,stage_S0M_MORPH.csv
tile_RA0.805_DECp17.807:1122,tile_RA0.805_DECp17.807,1122,1.0388042636,17.7681296591,0.0284173,0.471636,14,0.419643,0.181189,low,1.2002,5,0,1,1,1,elongation=1.200>1.1;circularity=0.472<0.8,0,,stage_S0M_MORPH.csv
tile_RA0.805_DECp18.807:459,tile_RA0.805_DECp18.807,459,0.6887681148,18.528231461,0.0096503,0.857372,8,0.967262,0.0457302,low,1.03393,2,0,0,0,0,,0,,stage_S0M_MORPH.csv
