src_id,tile_id,object_id,ra,dec,profile_diff,circularity,area,shape_defect,circle_deviation,shape_confidence,elongation,stars_used,rej_profile_diff,rej_elongation,rej_circularity,reject_flag,reject_reason,shape_failed,failure_reason,source_chunk
tile_RA13.049_DECp85.807:3699,tile_RA13.049_DECp85.807,3699,18.0344042823,85.8421079339,0.0237785,0.880337,10.5,1.05304,0.127754,low,1.2295,9,0,1,0,1,elongation=1.229>1.1,0,,stage_S0M_MORPH.csv
tile_RA13.049_DECp85.807:3775,tile_RA13.049_DECp85.807,3775,17.1152573855,85.6427255277,0.0274006,0.880337,10.5,0.628418,0.127754,low,1.15767,8,0,1,0,1,elongation=1.158>1.1,0,,stage_S0M_MORPH.csv
tile_RA13.049_DECp86.807:3542,tile_RA13.049_DECp86.807,3542,15.2314407848,86.848266897,0.048535,0.107342,53,0.797903,0.212779,low,1.06049,5,0,0,1,1,circularity=0.107<0.8,0,,stage_S0M_MORPH.csv
tile_RA13.154_DECp60.789:10550,tile_RA13.154_DECp60.789,10550,12.9452675053,60.8175037937,0.0881165,0.259132,7.5,0.223958,0.325306,low,1.22899,34,1,1,1,1,profile_diff=0.0881>0.05;elongation=1.229>1.1;circularity=0.259<0.8,0,,stage_S0M_MORPH.csv
tile_RA13.298_DECp53.794:5257,tile_RA13.298_DECp53.794,5257,12.8289086416,53.7195305072,0.0812834,0.101587,35,0.523438,0.24782,low,1.28995,16,1,1,1,1,profile_diff=0.0813>0.05;elongation=1.290>1.1;circularity=0.102<0.8,0,,stage_S0M_MORPH.csv
tile_RA13.298_DECp54.794:6077,tile_RA13.298_DECp54.794,6077,14.0784339584,54.7196023225,0.0400033,0.804048,20.5,0.190848,0.113609,low,1.27317,22,0,1,0,1,elongation=1.273>1.1,0,,stage_S0M_MORPH.csv
tile_RA13.792_DECp29.806:104,tile_RA13.792_DECp29.806,104,13.9097783141,29.3496029091,0.0166472,0.88676,11,0.195312,0.0306713,low,1.06965,3,0,0,0,0,,0,,stage_S0M_MORPH.csv
tile_RA13.792_DECp29.806:1047,tile_RA13.792_DECp29.806,1047,14.0945431783,29.6958085019,0.00843897,0.742956,13,0.0890625,0.241768,low,1.14624,6,0,1,1,1,elongation=1.146>1.1;circularity=0.743<0.8,0,,stage_S0M_MORPH.csv
tile_RA13.792_DECp29.806:2541,tile_RA13.792_DECp29.806,2541,14.1935613365,29.7954997789,0.0970381,0.738292,15.5,0.179688,0.146747,low,1.19261,2,1,1,1,1,profile_diff=0.0970>0.05;elongation=1.193>1.1;circularity=0.738<0.8,0,,stage_S0M_MORPH.csv
tile_RA13.792_DECp31.806:2698,tile_RA13.792_DECp31.806,2698,14.1061686984,31.922114312,0.0162673,0.741142,11,0.178125,0.171245,low,1.10895,11,0,1,1,1,elongation=1.109>1.1;circularity=0.741<0.8,0,,stage_S0M_MORPH.csv
tile_RA13.828_DECm10.233:957,tile_RA13.828_DECm10.233,957,13.5579973494,-10.3358268128,0.0632186,0.462399,10,0.332031,0.256914,low,1.03977,3,1,0,1,1,profile_diff=0.0632>0.05;circularity=0.462<0.8,0,,stage_S0M_MORPH.csv
tile_RA13.828_DECm11.233:1100,tile_RA13.828_DECm11.233,1100,13.8279409918,-11.0502933598,0.0371321,0.780536,24,0.190848,0.127771,low,1.12508,1,0,1,1,1,elongation=1.125>1.1;circularity=0.781<0.8,0,,stage_S0M_MORPH.csv
tile_RA13.828_DECm13.233:1240,tile_RA13.828_DECm13.233,1240,13.5879366807,-13.1047693329,0.0298341,0.131012,10,0.638139,0.290182,low,1.19027,3,0,1,1,1,elongation=1.190>1.1;circularity=0.131<0.8,0,,stage_S0M_MORPH.csv
tile_RA13.828_DECm9.233:1244,tile_RA13.828_DECm9.233,1244,13.9587834143,-9.0640452033,0.0155992,0.551631,15,0.377604,0.192059,low,1.24155,1,0,1,1,1,elongation=1.242>1.1;circularity=0.552<0.8,0,,stage_S0M_MORPH.csv
tile_RA13.828_DECm9.233:1350,tile_RA13.828_DECm9.233,1350,13.794073154,-9.1271731683,0.0225292,0.875895,13,,0.0983378,low,1.1873,1,0,1,0,1,elongation=1.187>1.1,0,,stage_S0M_MORPH.csv
tile_RA13.828_DECm9.233:1511,tile_RA13.828_DECm9.233,1511,14.1849585484,-9.2163305871,0.0381065,0.170578,40,0.613002,0.239274,low,1.11294,3,0,1,1,1,elongation=1.113>1.1;circularity=0.171<0.8,0,,stage_S0M_MORPH.csv
tile_RA13.839_DECm3.213:1619,tile_RA13.839_DECm3.213,1619,13.7291280876,-3.1137848654,0.0709862,0.741142,11,0.110937,0.148056,low,1.07593,1,1,0,1,1,profile_diff=0.0710>0.05;circularity=0.741<0.8,0,,stage_S0M_MORPH.csv
tile_RA13.839_DECm4.213:620,tile_RA13.839_DECm4.213,620,13.5860560517,-4.3587452348,0.0331592,0.508639,11,0.393229,0.246339,low,1.29937,1,0,1,1,1,elongation=1.299>1.1;circularity=0.509<0.8,0,,stage_S0M_MORPH.csv
tile_RA13.839_DECm4.213:1473,tile_RA13.839_DECm4.213,1473,14.0843148434,-4.1798292071,0.0269452,0.551631,7.5,0.240885,0.174728,low,1.2525,4,0,1,1,1,elongation=1.252>1.1;circularity=0.552<0.8,0,,stage_S0M_MORPH.csv
tile_RA13.839_DECm5.213:379,tile_RA13.839_DECm5.213,379,14.1842390281,-5.4363842803,0.0148264,0.871465,8.5,1.12934,0.0935766,low,1.2127,4,0,1,0,1,elongation=1.213>1.1,0,,stage_S0M_MORPH.csv
tile_RA13.839_DECm5.213:828,tile_RA13.839_DECm5.213,828,13.6832299856,-4.8578985528,0.0164542,0.832319,9,0.0890625,0.140237,low,1.05831,4,0,0,0,0,,0,,stage_S0M_MORPH.csv
tile_RA13.839_DECm5.213:1319,tile_RA13.839_DECm5.213,1319,13.4247387136,-5.2267718601,,0.785398,400,,0,high,1.15265,0,0,1,1,1,elongation=1.153>1.1;circularity=0.785<0.8,0,,stage_S0M_MORPH.csv
tile_RA13.839_DECm6.213:693,tile_RA13.839_DECm6.213,693,13.6550815847,-6.2287656218,0.0688445,0.121452,104.5,1.01953,0.223788,high,1.11721,4,1,1,1,1,profile_diff=0.0688>0.05;elongation=1.117>1.1;circularity=0.121<0.8,0,,stage_S0M_MORPH.csv
tile_RA13.839_DECm6.213:921,tile_RA13.839_DECm6.213,921,13.8849624678,-5.9258764103,,0.772284,10.5,0.126562,0.178498,low,1.2511,0,0,1,1,1,elongation=1.251>1.1;circularity=0.772<0.8,0,,stage_S0M_MORPH.csv
tile_RA13.839_DECm6.213:1224,tile_RA13.839_DECm6.213,1224,13.9812178553,-6.1868700735,,0.134195,193.5,0.462054,0.182502,high,1.18152,0,0,1,1,1,elongation=1.182>1.1;circularity=0.134<0.8,0,,stage_S0M_MORPH.csv
tile_RA13.839_DECm7.213:791,tile_RA13.839_DECm7.213,791,13.7255217734,-7.2950717566,0.0514254,0.673765,10,0.35625,0.160537,low,1.15336,1,1,1,1,1,profile_diff=0.0514>0.05;elongation=1.153>1.1;circularity=0.674<0.8,0,,stage_S0M_MORPH.csv
tile_RA13.839_DECm7.213:980,tile_RA13.839_DECm7.213,980,13.9167673569,-6.9898231975,0.0448539,0.644916,8,0.105469,0.23751,low,1.18732,3,0,1,1,1,elongation=1.187>1.1;circularity=0.645<0.8,0,,stage_S0M_MORPH.csv
tile_RA13.844_DECp23.783:1133,tile_RA13.844_DECp23.783,1133,13.6375177974,24.1119650125,0.0299856,0.210264,303,0.857143,0.144715,high,1.24697,4,0,1,1,1,elongation=1.247>1.1;circularity=0.210<0.8,0,,stage_S0M_MORPH.csv
tile_RA13.858_DECm1.213:1290,tile_RA13.858_DECm1.213,1290,13.7598942584,-0.9173889835,0.0229859,0.691563,12.5,0.253906,0.162757,low,1.14516,3,0,1,1,1,elongation=1.145>1.1;circularity=0.692<0.8,0,,stage_S0M_MORPH.csv
tile_RA13.858_DECm1.213:1330,tile_RA13.858_DECm1.213,1330,13.8501404589,-0.9502755062,,0.754617,17.5,0.0904018,0.17249,low,1.16003,0,0,1,1,1,elongation=1.160>1.1;circularity=0.755<0.8,0,,stage_S0M_MORPH.csv
tile_RA13.858_DECp0.787:257,tile_RA13.858_DECp0.787,257,14.1248676796,0.4485690857,0.037059,0.103036,11,1.16162,0.263191,low,1.12934,3,0,1,1,1,elongation=1.129>1.1;circularity=0.103<0.8,0,,stage_S0M_MORPH.csv
tile_RA13.858_DECp1.787:561,tile_RA13.858_DECp1.787,561,13.5749813846,1.6504527453,0.0451188,0.628812,7.5,0.25,0.222508,low,1.07457,1,0,0,1,1,circularity=0.629<0.8,0,,stage_S0M_MORPH.csv
tile_RA13.858_DECp1.787:1127,tile_RA13.858_DECp1.787,1127,13.4119266846,1.9719147413,,0.924799,10,1.03051,0.0627596,low,1.21052,0,0,1,0,1,elongation=1.211>1.1,0,,stage_S0M_MORPH.csv
tile_RA13.877_DECp5.787:278,tile_RA13.877_DECp5.787,278,13.5663655931,5.4989170539,0.0171398,0.714017,22.5,0.239955,0.145658,low,1.13962,2,0,1,1,1,elongation=1.140>1.1;circularity=0.714<0.8,0,,stage_S0M_MORPH.csv
tile_RA13.877_DECp5.787:518,tile_RA13.877_DECp5.787,518,13.5183412307,5.6653938882,,0.502448,9.5,0.184896,0.285363,low,1.2742,0,0,1,1,1,elongation=1.274>1.1;circularity=0.502<0.8,0,,stage_S0M_MORPH.csv
tile_RA13.877_DECp5.787:737,tile_RA13.877_DECp5.787,737,13.8251490385,6.1602611504,0.0159919,0.871465,8.5,0.0742188,0.0935766,low,1.19442,4,0,1,0,1,elongation=1.194>1.1,0,,stage_S0M_MORPH.csv
tile_RA13.877_DECp7.787:128,tile_RA13.877_DECp7.787,128,14.0405415352,7.3680211817,0.0708288,0.259132,7.5,0.224392,0.172264,low,1.21959,3,1,1,1,1,profile_diff=0.0708>0.05;elongation=1.220>1.1;circularity=0.259<0.8,0,,stage_S0M_MORPH.csv
tile_RA13.877_DECp7.787:1298,tile_RA13.877_DECp7.787,1298,14.3323231956,7.8804655279,0.0160598,0.875895,13,1.07959,0.0983378,low,1.08482,2,0,0,0,0,,0,,stage_S0M_MORPH.csv
tile_RA13.877_DECp8.787:432,tile_RA13.877_DECp8.787,432,13.458442387,8.5736160555,,0.820202,16,0.0742188,0.156061,low,1.29703,0,0,1,0,1,elongation=1.297>1.1,0,,stage_S0M_MORPH.csv
tile_RA13.897_DECp11.787:290,tile_RA13.897_DECp11.787,290,13.7816452726,11.519437227,0.0717087,0.239344,323.5,0.820685,0.147001,high,1.19922,3,1,1,1,1,profile_diff=0.0717>0.05;elongation=1.199>1.1;circularity=0.239<0.8,0,,stage_S0M_MORPH.csv
tile_RA13.897_DECp11.787:793,tile_RA13.897_DECp11.787,793,14.1943907396,11.6907987569,0.0143992,0.772284,10.5,0.761905,0.0866247,low,1.20905,2,0,1,1,1,elongation=1.209>1.1;circularity=0.772<0.8,0,,stage_S0M_MORPH.csv
tile_RA13.897_DECp11.787:824,tile_RA13.897_DECp11.787,824,13.8419075883,12.1371307832,0.043988,0.379935,14.5,0.490234,0.268171,low,1.19,3,0,1,1,1,elongation=1.190>1.1;circularity=0.380<0.8,0,,stage_S0M_MORPH.csv
tile_RA13.897_DECp11.787:1072,tile_RA13.897_DECp11.787,1072,13.7136335386,11.9323721795,0.0176592,0.691563,12.5,0.240885,0.147629,low,1.03571,1,0,0,1,1,circularity=0.692<0.8,0,,stage_S0M_MORPH.csv
tile_RA13.897_DECp12.787:1328,tile_RA13.897_DECp12.787,1328,14.255814784,12.7517773219,,0.107887,7.5,0.758247,0.257232,low,1.04662,0,0,0,1,1,circularity=0.108<0.8,0,,stage_S0M_MORPH.csv
tile_RA13.897_DECp14.787:251,tile_RA13.897_DECp14.787,251,13.6915661199,14.4239819939,,0.313775,16,0.494358,0.203977,low,1.03576,0,0,0,1,1,circularity=0.314<0.8,0,,stage_S0M_MORPH.csv
tile_RA13.917_DECp16.787:213,tile_RA13.917_DECp16.787,213,14.0267276869,16.4253753035,0.0167403,0.474331,22,0.459473,0.185641,low,1.12454,2,0,1,1,1,elongation=1.125>1.1;circularity=0.474<0.8,0,,stage_S0M_MORPH.csv
tile_RA13.917_DECp16.787:1474,tile_RA13.917_DECp16.787,1474,14.2793490967,16.7669922606,0.0480496,0.625182,8.5,0.304688,0.219677,low,1.29957,1,0,1,1,1,elongation=1.300>1.1;circularity=0.625<0.8,0,,stage_S0M_MORPH.csv
tile_RA13.917_DECp19.787:1003,tile_RA13.917_DECp19.787,1003,13.5317921621,19.7320651821,0.0114202,0.625182,8.5,0.222656,0.216253,low,1.13631,1,0,1,1,1,elongation=1.136>1.1;circularity=0.625<0.8,0,,stage_S0M_MORPH.csv
tile_RA13.917_DECp19.787:1505,tile_RA13.917_DECp19.787,1505,14.0914957385,19.9305571234,0.0138952,0.326069,24.5,0.521094,0.282988,low,1.16035,2,0,1,1,1,elongation=1.160>1.1;circularity=0.326<0.8,0,,stage_S0M_MORPH.csv
tile_RA130.032_DECp11.514:1479,tile_RA130.032_DECp11.514,1479,130.2561732465,11.4224639852,0.0156865,0.660804,17.5,0.164621,0.193175,low,1.10487,1,0,1,1,1,elongation=1.105>1.1;circularity=0.661<0.8,0,,stage_S0M_MORPH.csv
tile_RA130.050_DECp45.494:458,tile_RA130.050_DECp45.494,458,129.6271190591,45.1886746108,0.0192581,0.0434386,46.5,1.72909,0.225258,low,1.25271,2,0,1,1,1,elongation=1.253>1.1;circularity=0.043<0.8,0,,stage_S0M_MORPH.csv
tile_RA130.050_DECp45.494:720,tile_RA130.050_DECp45.494,720,130.5705805452,45.2925460976,0.0101574,0.796495,9.5,0.0890625,0.150222,low,1.17706,3,0,1,1,1,elongation=1.177>1.1;circularity=0.796<0.8,0,,stage_S0M_MORPH.csv
tile_RA130.050_DECp45.494:724,tile_RA130.050_DECp45.494,724,129.5154056927,45.298610611,0.0381419,0.764827,19.5,0.127232,0.219285,low,1.01012,1,0,0,1,1,circularity=0.765<0.8,0,,stage_S0M_MORPH.csv
tile_RA130.050_DECp45.494:915,tile_RA130.050_DECp45.494,915,129.945971809,45.3681588027,0.0320039,0.898353,7.5,0.888672,0.081912,low,1.04957,4,0,0,0,0,,0,,stage_S0M_MORPH.csv
tile_RA130.050_DECp45.494:1133,tile_RA130.050_DECp45.494,1133,130.044289395,45.9350905753,0.0361796,0.512626,10,0.269531,0.221563,low,1.13468,4,0,1,1,1,elongation=1.135>1.1;circularity=0.513<0.8,0,,stage_S0M_MORPH.csv
tile_RA130.050_DECp45.494:1496,tile_RA130.050_DECp45.494,1496,129.4079709008,45.4112762693,0.0209335,0.871465,8.5,1.40067,0.0935766,low,1.25539,5,0,1,0,1,elongation=1.255>1.1,0,,stage_S0M_MORPH.csv
tile_RA130.050_DECp45.494:1855,tile_RA130.050_DECp45.494,1855,129.9816882676,45.7186314321,0.013473,0.263858,30,0.582031,0.236925,low,1.16017,3,0,1,1,1,elongation=1.160>1.1;circularity=0.264<0.8,0,,stage_S0M_MORPH.csv
tile_RA130.050_DECp45.494:2117,tile_RA130.050_DECp45.494,2117,129.4965243859,45.6301068022,0.0370977,0.836301,13.5,0.0890625,0.132771,low,1.08953,7,0,0,0,0,,0,,stage_S0M_MORPH.csv
tile_RA130.050_DECp45.494:2389,tile_RA130.050_DECp45.494,2389,130.5086956127,45.5026140193,0.0189997,0.660804,17.5,0.226562,0.186808,low,1.12298,4,0,1,1,1,elongation=1.123>1.1;circularity=0.661<0.8,0,,stage_S0M_MORPH.csv
tile_RA130.050_DECp47.494:659,tile_RA130.050_DECp47.494,659,130.2407573668,47.246751224,0.021885,0.832319,9,0.609003,0.120492,low,1.15872,4,0,1,0,1,elongation=1.159>1.1,0,,stage_S0M_MORPH.csv
tile_RA130.050_DECp47.494:704,tile_RA130.050_DECp47.494,704,129.4652055629,47.2692370417,,0.539012,12.5,0.371745,0.184808,low,1.01617,0,0,0,1,1,circularity=0.539<0.8,0,,stage_S0M_MORPH.csv
tile_RA130.050_DECp47.494:930,tile_RA130.050_DECp47.494,930,130.6470577043,47.3546531721,0.0175117,0.768939,7.5,0.0890625,0.159305,low,1.04961,4,0,0,1,1,circularity=0.769<0.8,0,,stage_S0M_MORPH.csv
tile_RA130.050_DECp47.494:1884,tile_RA130.050_DECp47.494,1884,129.611594818,47.724101679,0.00801307,0.248293,24.5,0.51893,0.249826,low,1.04699,3,0,0,1,1,circularity=0.248<0.8,0,,stage_S0M_MORPH.csv
tile_RA130.050_DECp47.494:2154,tile_RA130.050_DECp47.494,2154,130.2873054796,47.6129108535,0.0401736,0.462399,20,0.467285,0.215598,low,1.16443,8,0,1,1,1,elongation=1.164>1.1;circularity=0.462<0.8,0,,stage_S0M_MORPH.csv
tile_RA130.050_DECp48.494:710,tile_RA130.050_DECp48.494,710,129.9890778909,48.2736619941,0.0302095,0.52656,8.5,0.342187,0.240182,low,1.23688,2,0,1,1,1,elongation=1.237>1.1;circularity=0.527<0.8,0,,stage_S0M_MORPH.csv
tile_RA130.050_DECp48.494:809,tile_RA130.050_DECp48.494,809,130.2808037477,48.3209455258,,0.123726,66.5,1.16328,0.214163,low,1.0785,0,0,0,1,1,circularity=0.124<0.8,0,,stage_S0M_MORPH.csv
tile_RA130.050_DECp48.494:927,tile_RA130.050_DECp48.494,927,129.6579159643,48.3618734623,0.0410533,0.628812,7.5,0.126562,0.236622,low,1.26212,1,0,1,1,1,elongation=1.262>1.1;circularity=0.629<0.8,0,,stage_S0M_MORPH.csv
tile_RA130.050_DECp48.494:1160,tile_RA130.050_DECp48.494,1160,130.0377416077,48.9380903874,0.0578882,0.386228,305.5,0.744606,0.137502,high,1.1886,6,1,1,1,1,profile_diff=0.0579>0.05;elongation=1.189>1.1;circularity=0.386<0.8,0,,stage_S0M_MORPH.csv
tile_RA130.050_DECp48.494:2089,tile_RA130.050_DECp48.494,2089,130.7475749855,48.4423703009,0.0175155,0.819855,8.5,0.403809,0.124744,low,1.10498,2,0,1,0,1,elongation=1.105>1.1,0,,stage_S0M_MORPH.csv
tile_RA130.050_DECp49.494:1781,tile_RA130.050_DECp49.494,1781,130.1303179005,49.7679996759,0.0136603,0.718683,12,0.0742188,0.117883,low,1.25797,2,0,1,1,1,elongation=1.258>1.1;circularity=0.719<0.8,0,,stage_S0M_MORPH.csv
tile_RA130.160_DECp17.514:1453,tile_RA130.160_DECp17.514,1453,130.178304611,17.8474711247,0.0387543,0.636238,11.5,0.240885,0.172303,low,1.20426,3,0,1,1,1,elongation=1.204>1.1;circularity=0.636<0.8,0,,stage_S0M_MORPH.csv
tile_RA130.160_DECp17.514:2504,tile_RA130.160_DECp17.514,2504,129.8903075678,17.5676944289,0.0146982,0.871465,8.5,0.808594,0.0935766,low,1.03595,3,0,0,0,0,,0,,stage_S0M_MORPH.csv
tile_RA130.777_DECp35.512:2392,tile_RA130.777_DECp35.512,2392,130.6942148761,35.4895247352,0.0266938,0.806145,10,0.0890625,0.12272,low,1.05405,4,0,0,0,0,,0,,stage_S0M_MORPH.csv
tile_RA130.788_DECp66.464:124,tile_RA130.788_DECp66.464,124,130.7551504497,66.0088583401,0.0468258,0.687235,9,0.126562,0.259517,low,1.17248,2,0,1,1,1,elongation=1.172>1.1;circularity=0.687<0.8,0,,stage_S0M_MORPH.csv
tile_RA130.788_DECp66.464:166,tile_RA130.788_DECp66.464,166,130.7160625347,66.0262590014,0.0451055,0.739839,8,0.178125,0.174927,low,1.24567,1,0,1,1,1,elongation=1.246>1.1;circularity=0.740<0.8,0,,stage_S0M_MORPH.csv
tile_RA130.788_DECp66.464:2208,tile_RA130.788_DECp66.464,2208,131.9146047448,66.4837550404,0.0128053,0.924799,10,1.05971,0.0627596,low,1.02526,2,0,0,0,0,,0,,stage_S0M_MORPH.csv
tile_RA130.927_DECp59.445:753,tile_RA130.927_DECp59.445,753,130.7268144144,59.3183680042,0.0578152,0.0585088,23,0.955469,0.242564,low,1.28068,3,1,1,1,1,profile_diff=0.0578>0.05;elongation=1.281>1.1;circularity=0.059<0.8,0,,stage_S0M_MORPH.csv
tile_RA130.927_DECp59.445:980,tile_RA130.927_DECp59.445,980,130.4263699032,59.8623118517,0.0184717,0.580913,10.5,0.289062,0.228055,low,1.10882,4,0,1,1,1,elongation=1.109>1.1;circularity=0.581<0.8,0,,stage_S0M_MORPH.csv
tile_RA130.927_DECp59.445:1028,tile_RA130.927_DECp59.445,1028,130.4927967537,59.8409689647,0.0460577,0.604641,17.5,0.24442,0.149158,low,1.2978,2,0,1,1,1,elongation=1.298>1.1;circularity=0.605<0.8,0,,stage_S0M_MORPH.csv
tile_RA130.927_DECp59.445:1061,tile_RA130.927_DECp59.445,1061,131.1792771097,59.8410462116,0.0315096,0.2213,8,0.626116,0.275079,low,1.04137,3,0,0,1,1,circularity=0.221<0.8,0,,stage_S0M_MORPH.csv
tile_RA130.927_DECp59.445:1125,tile_RA130.927_DECp59.445,1125,130.7379619276,59.7794463703,0.0429597,0.176498,9,0.518229,0.198276,low,1.05011,1,0,0,1,1,circularity=0.176<0.8,0,,stage_S0M_MORPH.csv
tile_RA130.927_DECp59.445:1236,tile_RA130.927_DECp59.445,1236,130.794576285,59.3725010515,0.0386405,0.739839,16,0.127232,0.22617,low,1.26502,2,0,1,1,1,elongation=1.265>1.1;circularity=0.740<0.8,0,,stage_S0M_MORPH.csv
tile_RA130.927_DECp59.445:1508,tile_RA130.927_DECp59.445,1508,130.250370584,59.689668785,0.016916,0.18496,16,0.590234,0.267633,low,1.27836,1,0,1,1,1,elongation=1.278>1.1;circularity=0.185<0.8,0,,stage_S0M_MORPH.csv
tile_RA130.927_DECp59.445:1621,tile_RA130.927_DECp59.445,1621,131.0403600212,59.6541342576,0.0305977,0.325488,11.5,0.232205,0.226645,low,1.14234,5,0,1,1,1,elongation=1.142>1.1;circularity=0.325<0.8,0,,stage_S0M_MORPH.csv
tile_RA130.927_DECp59.445:1782,tile_RA130.927_DECp59.445,1782,131.229289115,59.579274779,0.0382871,0.239406,45.5,0.635417,0.256108,low,1.28078,3,0,1,1,1,elongation=1.281>1.1;circularity=0.239<0.8,0,,stage_S0M_MORPH.csv
tile_RA131.034_DECp22.470:1751,tile_RA131.034_DECp22.470,1751,131.2603534156,22.4532743115,0.0350092,0.416159,18,0.217188,0.301955,low,1.23307,3,0,1,1,1,elongation=1.233>1.1;circularity=0.416<0.8,0,,stage_S0M_MORPH.csv
tile_RA131.049_DECp28.433:338,tile_RA131.049_DECp28.433,338,130.7085779797,28.0919980002,0.0246447,0.158315,18,0.776634,0.251038,low,1.08021,4,0,0,1,1,circularity=0.158<0.8,0,,stage_S0M_MORPH.csv
tile_RA131.049_DECp29.433:1225,tile_RA131.049_DECp29.433,1225,130.7768925255,29.8137128482,0.0238712,0.698733,9.5,0.215625,0.231041,low,1.18848,3,0,1,1,1,elongation=1.188>1.1;circularity=0.699<0.8,0,,stage_S0M_MORPH.csv
tile_RA131.049_DECp29.433:1777,tile_RA131.049_DECp29.433,1777,130.7123024178,29.6288993555,0.0211797,0.723401,7.5,0.333333,0.142448,low,1.24641,3,0,1,1,1,elongation=1.246>1.1;circularity=0.723<0.8,0,,stage_S0M_MORPH.csv
tile_RA131.049_DECp30.433:466,tile_RA131.049_DECp30.433,466,130.9992845486,30.1589749149,0.0181478,0.741142,11,0.0890625,0.187126,low,1.07771,3,0,0,1,1,circularity=0.741<0.8,0,,stage_S0M_MORPH.csv
tile_RA131.254_DECp40.495:112,tile_RA131.254_DECp40.495,112,131.3886678335,40.0375764013,0.013087,0.209941,316.5,0.761905,0.136596,high,1.04608,2,0,0,1,1,circularity=0.210<0.8,0,,stage_S0M_MORPH.csv
tile_RA131.254_DECp40.495:759,tile_RA131.254_DECp40.495,759,130.6522022506,40.3464353054,0.0225406,0.175105,11.5,0.743924,0.249886,low,1.03692,2,0,0,1,1,circularity=0.175<0.8,0,,stage_S0M_MORPH.csv
tile_RA131.254_DECp40.495:833,tile_RA131.254_DECp40.495,833,131.1823306547,40.3686002159,0.0232381,0.152144,11,0.523438,0.273428,low,1.27181,5,0,1,1,1,elongation=1.272>1.1;circularity=0.152<0.8,0,,stage_S0M_MORPH.csv
tile_RA131.254_DECp40.495:1299,tile_RA131.254_DECp40.495,1299,130.9057637626,40.4540752043,0.0222632,0.606261,13.5,0.285714,0.160752,low,1.25179,4,0,1,1,1,elongation=1.252>1.1;circularity=0.606<0.8,0,,stage_S0M_MORPH.csv
tile_RA131.530_DECp46.494:271,tile_RA131.530_DECp46.494,271,131.7280229202,46.0938046411,0.0537676,0.606389,9,0.296875,0.154355,low,1.0582,1,1,0,1,1,profile_diff=0.0538>0.05;circularity=0.606<0.8,0,,stage_S0M_MORPH.csv
tile_RA131.530_DECp46.494:669,tile_RA131.530_DECp46.494,669,131.4017533478,46.2578598543,0.0234723,0.0815978,167.5,1.40458,0.203879,high,1.08842,2,0,0,1,1,circularity=0.082<0.8,0,,stage_S0M_MORPH.csv
tile_RA131.530_DECp46.494:1709,tile_RA131.530_DECp46.494,1709,131.7632314052,46.7711391634,0.0262106,0.808518,12,0.0890625,0.11888,low,1.08795,2,0,0,0,0,,0,,stage_S0M_MORPH.csv
tile_RA131.530_DECp47.494:463,tile_RA131.530_DECp47.494,463,131.6948721033,47.1851660067,0.00895247,0.712405,11.5,0.148438,0.201364,low,1.0962,5,0,0,1,1,circularity=0.712<0.8,0,,stage_S0M_MORPH.csv
tile_RA131.530_DECp47.494:1928,tile_RA131.530_DECp47.494,1928,131.151728609,47.7020385755,0.0633457,0.898353,7.5,0.250355,0.0819121,low,1.05441,3,1,0,0,1,profile_diff=0.0633>0.05,0,,stage_S0M_MORPH.csv
tile_RA131.530_DECp48.494:176,tile_RA131.530_DECp48.494,176,131.2786520298,48.0666439286,0.033315,0.839954,11,0.770833,0.115105,low,1.19973,1,0,1,0,1,elongation=1.200>1.1,0,,stage_S0M_MORPH.csv
tile_RA131.530_DECp48.494:488,tile_RA131.530_DECp48.494,488,132.0317901689,48.1698974926,0.0220262,0.768939,7.5,0.0890625,0.149268,low,1.0387,5,0,0,1,1,circularity=0.769<0.8,0,,stage_S0M_MORPH.csv
tile_RA131.530_DECp48.494:1468,tile_RA131.530_DECp48.494,1468,131.0287408475,48.4017613095,0.0231706,0.604609,15,0.346354,0.172009,low,1.03694,2,0,0,1,1,circularity=0.605<0.8,0,,stage_S0M_MORPH.csv
tile_RA131.854_DECm0.550:2762,tile_RA131.854_DECm0.550,2762,131.9262903859,-0.2776279864,0.010481,0.682282,21.5,0.246652,0.169779,low,1.14312,5,0,1,1,1,elongation=1.143>1.1;circularity=0.682<0.8,0,,stage_S0M_MORPH.csv
tile_RA131.907_DECp5.450:1749,tile_RA131.907_DECp5.450,1749,132.3114931157,5.3733366133,0.0318286,0.741142,11,0.178125,0.152396,low,1.23705,7,0,1,1,1,elongation=1.237>1.1;circularity=0.741<0.8,0,,stage_S0M_MORPH.csv
tile_RA131.907_DECp5.450:2190,tile_RA131.907_DECp5.450,2190,131.8840241901,5.7101246293,0.0407813,0.625182,8.5,0.166667,0.167015,low,1.19923,3,0,1,1,1,elongation=1.199>1.1;circularity=0.625<0.8,0,,stage_S0M_MORPH.csv
tile_RA131.939_DECp11.450:2764,tile_RA131.939_DECp11.450,2764,131.7776080514,11.4722016183,0.0351886,0.718683,12,0.222656,0.174318,low,1.18221,1,0,1,1,1,elongation=1.182>1.1;circularity=0.719<0.8,0,,stage_S0M_MORPH.csv
tile_RA132.124_DECp21.470:1951,tile_RA132.124_DECp21.470,1951,132.4908785057,21.4567268931,0.0648899,0.871465,8.5,0.0890625,0.0935766,low,1.21551,6,1,1,0,1,profile_diff=0.0649>0.05;elongation=1.216>1.1,0,,stage_S0M_MORPH.csv
