src_id,ra,dec
tile_RA108.855_DECm1.262:7655,108.669640416,-1.3405469974
tile_RA108.996_DECp10.737:10084,109.0289642115,11.126798373
tile_RA109.053_DECp16.736:3990,109.2894005104,16.7042566181
tile_RA109.113_DECp52.778:3494,108.7613890541,52.8867727084
tile_RA109.185_DECp59.703:2226,109.7628781367,60.043248537
tile_RA109.185_DECp59.703:3353,109.2122669247,59.7129811417
tile_RA109.455_DECp71.803:4009,109.3917403,71.7946340687
tile_RA109.775_DECm8.261:9586,109.3052920474,-8.2293957932
tile_RA109.855_DECm2.262:12514,109.6928340989,-2.0706801891
tile_RA11.437_DECp36.799:1465,11.8983172594,36.6110644982
tile_RA11.563_DECp52.794:4659,12.1209528644,52.7887886879
tile_RA11.831_DECm5.213:337,11.8425728987,-5.493658877
tile_RA11.831_DECm5.213:791,12.0334740121,-4.9484977532
tile_RA11.831_DECm5.213:1056,11.843578864,-4.9265228054
tile_RA11.831_DECm5.213:1065,11.8458571852,-4.9387360678
tile_RA11.846_DECp12.787:156,11.6801605767,12.3975932554
tile_RA11.858_DECp0.787:617,11.488273687,0.6109079009
tile_RA11.858_DECp0.787:1772,12.0059304805,0.7847629911
tile_RA110.017_DECp11.737:1965,109.5913519515,11.4632012176
tile_RA110.017_DECp11.737:2925,109.6285326231,11.5747216915
tile_RA110.017_DECp11.737:8502,109.574079413,11.9450794697
tile_RA110.017_DECp12.737:3308,109.7115993834,12.6343888053
tile_RA110.017_DECp12.737:8100,109.8964413749,12.9875846858
tile_RA110.017_DECp12.737:8305,110.2169099739,12.9629545597
tile_RA110.030_DECp64.780:1266,110.1915953537,65.2643642857
tile_RA110.030_DECp66.780:1666,109.3313443378,67.1641235475
tile_RA110.192_DECp41.731:2553,110.0277975863,41.66389683
tile_RA110.213_DECp47.700:4130,109.6673179262,47.7405999007
tile_RA110.781_DECm5.261:3980,110.7990529895,-5.5112347769
tile_RA110.855_DECp0.738:1233,110.9758307791,0.3225442726
tile_RA110.855_DECp0.738:5293,110.6298104389,0.6249481948
tile_RA110.855_DECp0.738:8374,111.0874480239,0.88755638
tile_RA111.039_DECp11.737:4953,110.7741509805,11.8419511615
tile_RA111.039_DECp11.737:5554,110.6339198671,11.9194534413
tile_RA111.039_DECp11.737:6758,111.2672551418,12.139740648
tile_RA111.039_DECp11.737:8073,111.256641281,11.965049831
tile_RA111.153_DECp16.736:4980,111.2893067387,16.9808342368
tile_RA111.153_DECp18.736:283,111.3138705587,18.2741165457
tile_RA111.153_DECp18.736:6739,111.0583789112,19.1392521474
tile_RA111.167_DECp59.703:2444,111.1060688451,59.8541700952
tile_RA111.167_DECp60.703:2421,110.6954412155,60.8688271548
tile_RA111.597_DECp22.703:3318,111.8586049807,22.7131192606
tile_RA111.636_DECp28.702:4594,111.7099589662,28.9135348929
tile_RA111.636_DECp29.702:4181,111.9201191467,30.0024073064
tile_RA111.699_DECp47.700:357,112.0258441586,47.2778282271
tile_RA111.699_DECp47.700:2728,111.9553965497,48.0009478622
tile_RA111.699_DECp48.700:3576,111.8130463438,48.7509518874
tile_RA111.699_DECp48.700:3645,112.2126577829,48.7398688103
tile_RA111.855_DECm0.262:3638,111.8401734914,-0.5274647645
tile_RA111.931_DECp35.682:4275,111.7518225433,35.7700409386
tile_RA111.931_DECp35.682:4344,111.4070686213,35.7512110907
tile_RA111.945_DECp5.738:6620,111.9746407387,5.8435524083
tile_RA111.994_DECp83.636:3426,112.7499055205,83.6117379214
tile_RA111.994_DECp84.636:1915,114.9150661198,84.883243196
tile_RA111.994_DECp84.636:3518,109.8063828278,84.6006778187
tile_RA111.994_DECp85.636:2761,117.2479513873,85.8549887475
tile_RA111.994_DECp85.636:2950,110.3520000265,85.7588958131
tile_RA112.468_DECp65.780:1112,113.1153888627,65.6016263142
tile_RA112.657_DECp71.803:2918,112.6422689982,72.0430096891
tile_RA112.657_DECp71.803:3771,114.1480242116,71.7598278009
tile_RA112.657_DECp71.803:3911,113.0677086604,71.7633704623
tile_RA112.657_DECp72.803:2248,112.7756884317,72.9229934158
tile_RA112.689_DECp21.703:3213,113.0875099277,21.7122184671
tile_RA112.787_DECp27.702:5013,112.5608249617,27.7497842095
tile_RA112.787_DECp27.702:5334,113.3231567138,27.686559391
tile_RA112.787_DECp28.702:2500,112.5880442951,29.1375378607
tile_RA112.787_DECp29.702:159,112.6145728647,29.2292937857
tile_RA112.787_DECp29.702:1938,112.3187005747,29.5349181845
tile_RA112.787_DECp31.702:5238,113.2413371802,31.7400635015
tile_RA113.149_DECp57.703:2806,113.7582414675,57.737716466
tile_RA113.149_DECp59.703:2050,112.3011138218,59.9622283651
tile_RA113.149_DECp61.703:879,112.7151017009,61.4719223613
tile_RA113.149_DECp61.703:893,113.6424811075,61.4718674851
tile_RA113.162_DECp34.682:550,112.9543864977,34.3061891322
tile_RA113.162_DECp35.682:1703,113.0912126719,35.5755519156
tile_RA113.162_DECp35.682:4073,112.7075802506,35.7047395579
tile_RA113.162_DECp36.682:3242,112.975702601,36.8733744849
tile_RA113.185_DECp45.700:3169,113.1275143586,45.8953990105
tile_RA113.185_DECp46.700:2411,113.4121938556,47.0271327646
tile_RA113.185_DECp47.700:1708,112.9082653707,48.144900122
tile_RA113.185_DECp47.700:3765,112.515865442,47.6765094493
tile_RA113.185_DECp48.700:1245,113.3361729313,48.5320274876
tile_RA113.479_DECp53.653:1577,113.1990598047,54.1227174427
tile_RA113.679_DECp40.675:404,114.0322498027,40.2914096777
tile_RA113.679_DECp41.675:1666,113.346912052,42.0876585032
tile_RA113.679_DECp42.675:368,113.7877143433,42.282789679
tile_RA113.679_DECp42.675:3362,113.7159360289,42.6563644445
tile_RA113.765_DECm6.340:4008,113.9298884948,-6.554708105
tile_RA113.765_DECm6.340:7471,114.1591903554,-6.3077494935
tile_RA113.939_DECp28.702:1067,113.4920792765,28.3994393626
tile_RA113.939_DECp28.702:1923,114.451566727,28.5521056405
tile_RA113.939_DECp28.702:2768,113.6349091581,29.0789028435
tile_RA113.939_DECp29.702:169,114.1009424844,29.232528405
tile_RA113.939_DECp29.702:1470,114.313319117,29.470202163
tile_RA113.939_DECp30.702:477,114.1637203945,30.2890075923
tile_RA113.939_DECp30.702:3496,114.4014241538,30.9825699093
tile_RA113.968_DECp11.659:3881,114.0217523741,11.6423134924
tile_RA114.393_DECp33.682:2551,114.7479378188,33.5764999609
tile_RA114.393_DECp34.682:1807,114.4468067449,35.1419457912
tile_RA114.393_DECp34.682:1820,114.4238812859,35.1385024428
tile_RA114.393_DECp34.682:2522,114.4734770287,34.6010023297
tile_RA114.393_DECp34.682:2968,114.5057833029,34.9604314181
tile_RA114.393_DECp34.682:3320,113.8874163312,34.8791893419
tile_RA114.393_DECp34.682:3535,114.4189671502,34.821795304
tile_RA114.393_DECp34.682:3612,114.915287534,34.8005411221
tile_RA114.393_DECp34.682:3797,114.4561319397,34.7611219462
tile_RA114.393_DECp34.682:3969,114.4332125457,34.7071956209
tile_RA114.393_DECp34.682:4022,114.3958549868,34.7134517839
tile_RA114.393_DECp34.682:4047,114.7479194869,34.7059192127
tile_RA114.393_DECp34.682:4187,114.390257343,34.6716866421
tile_RA114.393_DECp35.682:153,114.2073034974,35.2235179151
tile_RA114.393_DECp35.682:478,114.4416726952,35.2984036439
tile_RA114.393_DECp35.682:697,114.3638860198,35.3485283974
tile_RA114.393_DECp35.682:2256,114.88256315,35.6328701524
tile_RA114.393_DECp36.682:2033,114.6563193644,37.0806323307
tile_RA114.393_DECp37.682:1541,114.7420821551,37.5526660326
tile_RA114.670_DECp48.700:1103,115.0211848018,48.4907579715
tile_RA114.670_DECp48.700:2479,114.7857431088,48.9842330877
tile_RA114.771_DECm5.340:6949,114.3084308794,-5.2475498916
tile_RA114.855_DECm0.340:1934,115.1722511662,-0.6600988683
tile_RA114.855_DECm1.340:9510,115.0568027812,-0.8834587674
tile_RA114.873_DECp23.703:4693,114.5046724953,23.7800184421
tile_RA114.989_DECp10.659:314,115.1742282753,10.2047243228
tile_RA114.989_DECp10.659:1870,115.0069222704,10.4272857148
tile_RA114.989_DECp10.659:2483,114.5699632152,10.5077064236
tile_RA114.989_DECp10.659:5071,115.2557405031,10.8489192063
tile_RA115.018_DECp39.675:1879,114.9742474449,39.6372367083
tile_RA115.018_DECp39.675:2168,114.8404557423,40.0303949897
tile_RA115.018_DECp42.675:1913,114.7537804963,42.6108661495
tile_RA115.043_DECp16.658:1899,115.4294990835,16.5190985088
tile_RA115.043_DECp17.658:396,115.1787647309,17.2343065553
tile_RA115.043_DECp18.658:1337,115.4564381198,18.4446465537
tile_RA115.090_DECp29.702:4705,115.2700910219,29.7044907351
tile_RA115.132_DECp58.703:1260,115.3558450075,59.1103273817
tile_RA115.132_DECp58.703:2118,115.7202668868,58.855127921
tile_RA115.132_DECp59.703:902,114.886825621,59.5054595595
tile_RA115.167_DECp52.653:2297,115.1432650226,52.935209865
tile_RA115.167_DECp53.653:1289,114.7655713632,53.5125685873
tile_RA115.167_DECp54.653:417,114.8713251442,54.2662364746
tile_RA115.504_DECp77.626:629,114.0221995433,77.3351475465
tile_RA115.504_DECp78.626:1824,114.6448507427,78.9322299175
tile_RA115.504_DECp79.626:566,115.8827260035,79.3238071744
tile_RA115.589_DECp65.612:1072,115.034867471,65.3682743401
tile_RA115.624_DECp34.682:2594,115.3389707771,35.0036657633
tile_RA115.624_DECp34.682:2916,115.124955063,34.9183586232
tile_RA115.624_DECp34.682:3387,115.4330317022,34.791991992
tile_RA115.624_DECp34.682:3481,115.1005451859,34.7719208877
tile_RA115.624_DECp35.682:1766,115.8549732319,36.114754039
tile_RA115.624_DECp35.682:2238,115.6929673704,35.5864501259
tile_RA115.624_DECp35.682:2364,115.4464549988,36.0244508623
tile_RA115.624_DECp35.682:2949,115.8120336174,35.861003213
tile_RA115.624_DECp35.682:2955,115.4606365575,35.8688406548
tile_RA115.624_DECp36.682:311,115.4644928856,36.2609624692
tile_RA115.624_DECp36.682:2082,115.4264424524,36.6290080067
tile_RA115.624_DECp36.682:2168,115.5431805717,36.6014212154
