tile_id,plate_id,run_id,rows_to_S0
tile_RA162.876_DECp6.228,XE551,R1,2
tile_RA162.886_DECp10.228,XE491,R1,3
tile_RA162.886_DECp11.228,XE491,R1,2
tile_RA162.886_DECp12.228,XE491,R1,3
tile_RA163.035_DECp33.232,XE263,R1,3
tile_RA163.035_DECp34.232,XE263,R1,4
tile_RA163.035_DECp35.232,XE263,R1,3
tile_RA163.035_DECp36.232,XE263,R1,1
tile_RA163.035_DECp37.232,XE263,R1,1
tile_RA163.280_DECp59.216,XE093,R1,1
tile_RA163.323_DECp65.255,XE062,R1,4
tile_RA163.341_DECp28.226,XE317,R1,5
tile_RA163.341_DECp29.226,XE317,R1,11
tile_RA163.341_DECp30.226,XE317,R1,10
tile_RA163.369_DECp23.226,XE373,R1,2
tile_RA163.369_DECp24.226,XE373,R1,3
tile_RA163.622_DECp45.230,XE168,R1,2
tile_RA163.622_DECp46.230,XE168,R1,2
tile_RA163.622_DECp47.230,XE168,R1,3
tile_RA163.622_DECp48.230,XE168,R1,2
tile_RA163.622_DECp49.230,XE168,R1,3
tile_RA163.685_DECp51.230,XE128,R1,2
tile_RA163.685_DECp52.230,XE128,R1,3
tile_RA163.685_DECp53.230,XE128,R1,5
tile_RA163.685_DECp54.230,XE128,R1,1
tile_RA163.685_DECp55.230,XE128,R1,5
tile_RA163.741_DECp82.283,XE006,R1,3
tile_RA163.741_DECp83.283,XE006,R1,1
tile_RA163.741_DECp85.283,XE006,R1,1
tile_RA163.830_DECm4.772,XE671,R1,4
tile_RA163.830_DECm7.772,XE671,R1,3
tile_RA163.855_DECm0.772,XE611,R1,1
tile_RA163.855_DECm1.772,XE611,R1,1
tile_RA163.855_DECm2.772,XE611,R1,2
tile_RA163.855_DECp0.228,XE611,R1,1
tile_RA163.880_DECp3.228,XE551,R1,2
tile_RA163.880_DECp4.228,XE551,R1,1
tile_RA163.880_DECp6.228,XE551,R1,3
tile_RA163.880_DECp7.228,XE551,R1,1
tile_RA163.905_DECp10.228,XE491,R1,4
tile_RA163.905_DECp11.228,XE491,R1,2
tile_RA163.905_DECp12.228,XE491,R1,1
tile_RA163.905_DECp13.228,XE491,R1,1
tile_RA163.905_DECp9.228,XE491,R1,16
tile_RA163.932_DECp16.228,XE431,R1,1
tile_RA163.932_DECp17.228,XE431,R1,3
tile_RA163.932_DECp19.228,XE431,R1,4
tile_RA163.963_DECp75.230,XE019,R1,2
tile_RA163.963_DECp77.230,XE019,R1,1
tile_RA163.963_DECp78.230,XE019,R1,2
tile_RA164.260_DECp34.232,XE263,R1,2
tile_RA164.260_DECp35.232,XE263,R1,2
tile_RA164.260_DECp36.232,XE263,R1,3
tile_RA164.371_DECp41.217,XE214,R1,2
tile_RA164.457_DECp21.226,XE373,R1,8
tile_RA164.457_DECp22.226,XE373,R1,3
tile_RA164.457_DECp23.226,XE373,R1,1
tile_RA164.457_DECp24.226,XE373,R1,4
tile_RA164.457_DECp25.226,XE373,R1,2
tile_RA164.487_DECp27.226,XE317,R1,3
tile_RA164.487_DECp28.226,XE317,R1,2
tile_RA164.487_DECp29.226,XE317,R1,11
tile_RA164.487_DECp30.226,XE317,R1,6
tile_RA164.487_DECp31.226,XE317,R1,4
tile_RA164.837_DECm5.772,XE671,R1,2
tile_RA164.855_DECm0.772,XE611,R1,1
tile_RA164.855_DECm1.772,XE611,R1,1
tile_RA164.855_DECp0.228,XE611,R1,2
tile_RA164.884_DECp4.228,XE551,R1,3
tile_RA164.884_DECp5.228,XE551,R1,1
tile_RA164.884_DECp6.228,XE551,R1,2
tile_RA164.925_DECp10.228,XE491,R1,2
tile_RA164.925_DECp11.228,XE491,R1,14
tile_RA164.979_DECp16.228,XE431,R1,1
tile_RA164.979_DECp17.228,XE431,R1,1
tile_RA165.095_DECp46.230,XE168,R1,4
tile_RA165.095_DECp47.230,XE168,R1,2
tile_RA165.234_DECp58.216,XE093,R1,3
tile_RA165.234_DECp59.216,XE093,R1,1
tile_RA165.234_DECp60.216,XE093,R1,3
tile_RA165.355_DECp52.230,XE128,R1,2
tile_RA165.355_DECp53.230,XE128,R1,2
tile_RA165.355_DECp54.230,XE128,R1,5
tile_RA165.484_DECp35.232,XE263,R1,3
tile_RA165.545_DECp22.226,XE373,R1,3
tile_RA165.545_DECp23.226,XE373,R1,3
tile_RA165.545_DECp24.226,XE373,R1,4
tile_RA165.633_DECp29.226,XE317,R1,3
tile_RA165.633_DECp30.226,XE317,R1,3
tile_RA165.701_DECp42.217,XE214,R1,3
tile_RA165.844_DECm6.772,XE671,R1,1
tile_RA165.888_DECp5.228,XE551,R1,1
tile_RA165.945_DECp11.228,XE491,R1,11
tile_RA166.025_DECp71.202,XE038,R1,1
tile_RA166.025_DECp72.202,XE038,R1,1
tile_RA166.026_DECp17.228,XE431,R1,1
tile_RA166.567_DECp47.230,XE168,R1,2
tile_RA166.634_DECp23.226,XE373,R1,6
tile_RA167.026_DECp53.230,XE128,R1,4
tile_RA167.030_DECp39.217,XE214,R1,2
tile_RA167.030_DECp40.217,XE214,R1,5
tile_RA167.030_DECp41.217,XE214,R1,1
tile_RA167.030_DECp42.217,XE214,R1,4
tile_RA167.030_DECp43.217,XE214,R1,4
tile_RA167.188_DECp57.216,XE093,R1,5
tile_RA167.188_DECp58.216,XE093,R1,4
tile_RA167.188_DECp59.216,XE093,R1,1
tile_RA167.188_DECp60.216,XE093,R1,2
tile_RA167.188_DECp61.216,XE093,R1,1
tile_RA167.520_DECp35.208,XE264,R1,1
tile_RA167.812_DECp17.208,XE432,R1,3
tile_RA167.825_DECm6.792,XE672,R1,2
tile_RA167.856_DECm0.792,XE612,R1,4
tile_RA167.864_DECp5.208,XE552,R1,1
tile_RA168.360_DECp41.217,XE214,R1,1
tile_RA168.488_DECp77.230,XE019,R1,1
tile_RA168.488_DECp78.230,XE019,R1,2
tile_RA168.645_DECp29.205,XE318,R1,1
tile_RA168.742_DECp23.205,XE374,R1,1
tile_RA168.743_DECp34.208,XE264,R1,2
tile_RA168.743_DECp36.208,XE264,R1,6
tile_RA168.779_DECp64.205,XE063,R1,1
tile_RA168.779_DECp66.205,XE063,R1,1
tile_RA168.832_DECm5.792,XE672,R1,1
tile_RA168.832_DECm7.792,XE672,R1,2
tile_RA168.856_DECm0.792,XE612,R1,3
tile_RA168.856_DECm1.792,XE612,R1,5
tile_RA168.859_DECp16.208,XE432,R1,1
tile_RA168.859_DECp17.208,XE432,R1,2
tile_RA168.859_DECp18.208,XE432,R1,3
tile_RA168.868_DECp4.208,XE552,R1,2
tile_RA168.868_DECp5.208,XE552,R1,1
tile_RA168.869_DECp10.208,XE492,R1,3
tile_RA168.869_DECp12.208,XE492,R1,3
tile_RA169.051_DECp47.203,XE169,R1,2
tile_RA169.128_DECp70.202,XE038,R1,2
tile_RA169.128_DECp72.202,XE038,R1,2
tile_RA169.142_DECp59.216,XE093,R1,2
tile_RA169.142_DECp60.216,XE093,R1,2
tile_RA169.670_DECp53.201,XE129,R1,3
tile_RA169.689_DECp41.217,XE214,R1,1
tile_RA169.791_DECp28.205,XE318,R1,1
tile_RA169.791_DECp29.205,XE318,R1,1
tile_RA169.791_DECp30.205,XE318,R1,1
tile_RA169.830_DECp22.205,XE374,R1,2
tile_RA169.830_DECp23.205,XE374,R1,3
tile_RA169.830_DECp24.205,XE374,R1,3
tile_RA169.839_DECm7.792,XE672,R1,1
tile_RA169.839_DECm8.792,XE672,R1,1
tile_RA169.856_DECm0.792,XE612,R1,5
tile_RA169.856_DECm1.792,XE612,R1,1
tile_RA169.856_DECm2.792,XE612,R1,4
tile_RA169.856_DECp0.208,XE612,R1,1
tile_RA169.872_DECp3.208,XE552,R1,3
tile_RA169.872_DECp5.208,XE552,R1,3
tile_RA169.872_DECp6.208,XE552,R1,2
tile_RA169.872_DECp7.208,XE552,R1,1
tile_RA169.889_DECp10.208,XE492,R1,1
tile_RA169.889_DECp11.208,XE492,R1,2
tile_RA169.889_DECp12.208,XE492,R1,1
tile_RA169.889_DECp13.208,XE492,R1,5
tile_RA169.889_DECp9.208,XE492,R1,6
tile_RA169.906_DECp15.208,XE432,R1,1
tile_RA169.906_DECp16.208,XE432,R1,1
tile_RA169.906_DECp18.208,XE432,R1,2
tile_RA169.967_DECp33.208,XE264,R1,2
tile_RA169.967_DECp34.208,XE264,R1,4
tile_RA169.967_DECp35.208,XE264,R1,3
tile_RA169.967_DECp36.208,XE264,R1,6
tile_RA169.967_DECp37.208,XE264,R1,5
tile_RA17.060_DECp40.776,XE194,R1,4
tile_RA17.060_DECp41.776,XE194,R1,5
tile_RA17.060_DECp43.776,XE194,R1,2
tile_RA17.060_DECp44.776,XE194,R1,4
tile_RA17.148_DECp24.783,XE350,R1,1
tile_RA17.285_DECp30.806,XE294,R1,2
tile_RA17.622_DECp47.767,XE151,R1,2
tile_RA17.794_DECm11.263,XE707,R1,1
tile_RA17.858_DECp0.764,XE587,R1,2
tile_RA17.864_DECp12.764,XE467,R1,4
tile_RA170.523_DECp46.203,XE169,R1,2
tile_RA170.523_DECp47.203,XE169,R1,1
tile_RA170.523_DECp48.203,XE169,R1,1
tile_RA170.847_DECm7.792,XE672,R1,1
tile_RA170.856_DECm0.792,XE612,R1,1
tile_RA170.856_DECm1.792,XE612,R1,2
tile_RA170.856_DECp0.208,XE612,R1,1
tile_RA170.876_DECp4.208,XE552,R1,3
tile_RA170.876_DECp5.208,XE552,R1,3
tile_RA170.876_DECp6.208,XE552,R1,3
tile_RA170.908_DECp10.208,XE492,R1,1
tile_RA170.908_DECp11.208,XE492,R1,1
tile_RA170.908_DECp12.208,XE492,R1,2
tile_RA170.918_DECp21.205,XE374,R1,3
tile_RA170.918_DECp22.205,XE374,R1,3
tile_RA170.918_DECp23.205,XE374,R1,5
tile_RA170.918_DECp24.205,XE374,R1,4
tile_RA170.918_DECp25.205,XE374,R1,5
tile_RA170.937_DECp27.205,XE318,R1,2
tile_RA170.937_DECp28.205,XE318,R1,1
tile_RA170.937_DECp29.205,XE318,R1,3
tile_RA170.937_DECp30.205,XE318,R1,1
tile_RA170.937_DECp31.205,XE318,R1,2
tile_RA170.953_DECp16.208,XE432,R1,4
tile_RA170.953_DECp17.208,XE432,R1,1
tile_RA171.095_DECp59.216,XE093,R1,1
tile_RA171.163_DECp63.205,XE063,R1,3
tile_RA171.163_DECp64.205,XE063,R1,2
tile_RA171.163_DECp66.205,XE063,R1,1
tile_RA171.191_DECp34.208,XE264,R1,1
tile_RA171.191_DECp35.208,XE264,R1,3
tile_RA171.191_DECp36.208,XE264,R1,2
tile_RA171.340_DECp52.201,XE129,R1,5
tile_RA171.340_DECp54.201,XE129,R1,2
tile_RA171.854_DECm6.792,XE672,R1,1
tile_RA171.856_DECm0.792,XE612,R1,2
tile_RA171.880_DECp5.208,XE552,R1,3
tile_RA171.928_DECp11.208,XE492,R1,1
tile_RA171.995_DECp45.203,XE169,R1,4
tile_RA171.995_DECp46.203,XE169,R1,2
tile_RA171.995_DECp47.203,XE169,R1,3
tile_RA171.995_DECp49.203,XE169,R1,4
tile_RA172.000_DECp17.208,XE432,R1,2
tile_RA172.006_DECp23.205,XE374,R1,1
tile_RA172.006_DECp24.205,XE374,R1,2
tile_RA172.082_DECp28.205,XE318,R1,2
tile_RA172.082_DECp29.205,XE318,R1,2
tile_RA172.082_DECp30.205,XE318,R1,4
tile_RA172.232_DECp69.202,XE038,R1,1
tile_RA172.232_DECp71.202,XE038,R1,2
tile_RA172.232_DECp72.202,XE038,R1,1
tile_RA172.232_DECp73.202,XE038,R1,2
tile_RA172.291_DECp83.283,XE006,R1,1
tile_RA172.415_DECp35.208,XE264,R1,1
tile_RA173.009_DECp52.201,XE129,R1,2
tile_RA173.009_DECp53.201,XE129,R1,4
tile_RA173.009_DECp54.201,XE129,R1,1
tile_RA173.009_DECp55.201,XE129,R1,5
tile_RA173.012_DECp77.230,XE019,R1,1
tile_RA173.012_DECp78.230,XE019,R1,6
tile_RA173.094_DECp23.205,XE374,R1,4
tile_RA173.109_DECp40.198,XE215,R1,2
tile_RA173.109_DECp41.198,XE215,R1,1
tile_RA173.228_DECp29.205,XE318,R1,3
tile_RA173.467_DECp46.203,XE169,R1,1
tile_RA173.696_DECp17.169,XE433,R1,5
tile_RA173.819_DECm6.814,XE673,R1,3
tile_RA173.833_DECp11.196,XE493,R1,3
tile_RA173.856_DECp5.196,XE553,R1,6
tile_RA174.024_DECp59.194,XE094,R1,5
tile_RA174.438_DECp42.198,XE215,R1,1
tile_RA174.450_DECp35.195,XE265,R1,1
tile_RA174.679_DECp52.201,XE129,R1,2
tile_RA174.679_DECp53.201,XE129,R1,1
tile_RA174.679_DECp54.201,XE129,R1,2
tile_RA174.742_DECp16.169,XE433,R1,6
tile_RA174.742_DECp17.169,XE433,R1,3
tile_RA174.742_DECp18.169,XE433,R1,4
tile_RA174.826_DECm5.814,XE673,R1,1
tile_RA174.826_DECm6.814,XE673,R1,2
tile_RA174.826_DECm7.814,XE673,R1,3
tile_RA174.852_DECp10.196,XE493,R1,1
tile_RA174.852_DECp11.196,XE493,R1,1
tile_RA174.856_DECm1.804,XE613,R1,3
tile_RA174.860_DECp4.196,XE553,R1,2
tile_RA174.860_DECp5.196,XE553,R1,1
tile_RA174.939_DECp47.203,XE169,R1,1
tile_RA175.094_DECp29.194,XE319,R1,2
tile_RA175.203_DECp23.194,XE375,R1,1
tile_RA175.335_DECp70.202,XE038,R1,2
tile_RA175.335_DECp72.202,XE038,R1,2
tile_RA175.674_DECp34.195,XE265,R1,2
tile_RA175.674_DECp35.195,XE265,R1,3
tile_RA175.674_DECp36.195,XE265,R1,2
tile_RA175.789_DECp15.169,XE433,R1,3
tile_RA175.789_DECp17.169,XE433,R1,3
tile_RA175.789_DECp18.169,XE433,R1,6
tile_RA175.789_DECp19.169,XE433,R1,1
tile_RA175.833_DECm5.814,XE673,R1,1
tile_RA175.833_DECm7.814,XE673,R1,2
tile_RA175.833_DECm8.814,XE673,R1,3
tile_RA175.856_DECm0.804,XE613,R1,1
tile_RA175.856_DECm1.804,XE613,R1,2
tile_RA175.856_DECp0.196,XE613,R1,3
tile_RA175.864_DECp3.196,XE553,R1,2
tile_RA175.864_DECp4.196,XE553,R1,1
tile_RA175.864_DECp5.196,XE553,R1,4
tile_RA175.864_DECp6.196,XE553,R1,1
tile_RA175.864_DECp7.196,XE553,R1,4
tile_RA175.871_DECp10.196,XE493,R1,2
tile_RA175.871_DECp11.196,XE493,R1,1
tile_RA175.871_DECp12.196,XE493,R1,3
tile_RA175.871_DECp9.196,XE493,R1,2
tile_RA175.977_DECp58.194,XE094,R1,1
tile_RA175.977_DECp59.194,XE094,R1,1
tile_RA176.240_DECp28.194,XE319,R1,1
tile_RA176.240_DECp29.194,XE319,R1,1
tile_RA176.240_DECp30.194,XE319,R1,1
tile_RA176.348_DECp53.201,XE129,R1,5
tile_RA176.527_DECp77.196,XE020,R1,1
tile_RA176.527_DECp78.196,XE020,R1,2
tile_RA176.836_DECp16.169,XE433,R1,2
tile_RA176.836_DECp17.169,XE433,R1,4
tile_RA176.836_DECp18.169,XE433,R1,2
tile_RA176.840_DECm5.814,XE673,R1,1
tile_RA176.840_DECm7.814,XE673,R1,2
tile_RA176.856_DECm0.804,XE613,R1,3
tile_RA176.868_DECp5.196,XE553,R1,1
tile_RA176.868_DECp6.196,XE553,R1,4
tile_RA176.891_DECp10.196,XE493,R1,4
tile_RA176.891_DECp11.196,XE493,R1,2
tile_RA176.891_DECp12.196,XE493,R1,1
tile_RA176.898_DECp34.195,XE265,R1,1
tile_RA176.898_DECp35.195,XE265,R1,4
tile_RA176.898_DECp37.195,XE265,R1,3
tile_RA177.096_DECp41.198,XE215,R1,1
tile_RA177.379_DECp23.194,XE375,R1,2
tile_RA177.379_DECp24.194,XE375,R1,1
tile_RA177.379_DECp25.194,XE375,R1,2
tile_RA177.385_DECp27.194,XE319,R1,1
tile_RA177.385_DECp28.194,XE319,R1,1
tile_RA177.385_DECp29.194,XE319,R1,3
tile_RA177.385_DECp30.194,XE319,R1,2
tile_RA177.422_DECp47.193,XE170,R1,3
tile_RA177.847_DECm6.814,XE673,R1,2
tile_RA177.857_DECm0.804,XE613,R1,1
tile_RA177.872_DECp5.196,XE553,R1,1
tile_RA177.882_DECp17.169,XE433,R1,4
tile_RA177.910_DECp11.196,XE493,R1,1
tile_RA177.930_DECp57.194,XE094,R1,2
tile_RA177.930_DECp58.194,XE094,R1,3
tile_RA177.930_DECp59.194,XE094,R1,2
tile_RA177.930_DECp60.194,XE094,R1,2
tile_RA177.930_DECp61.194,XE094,R1,4
tile_RA178.121_DECp34.195,XE265,R1,2
tile_RA178.438_DECp71.202,XE038,R1,2
tile_RA178.467_DECp22.194,XE375,R1,1
tile_RA178.467_DECp23.194,XE375,R1,1
tile_RA178.467_DECp24.194,XE375,R1,4
tile_RA178.531_DECp28.194,XE319,R1,1
tile_RA178.531_DECp30.194,XE319,R1,3
tile_RA178.894_DECp46.193,XE170,R1,4
tile_RA178.894_DECp47.193,XE170,R1,3
tile_RA178.894_DECp48.193,XE170,R1,4
tile_RA178.992_DECp53.193,XE130,R1,1
tile_RA179.000_DECp65.194,XE064,R1,8
tile_RA179.188_DECp41.193,XE216,R1,3
tile_RA179.345_DECp35.195,XE265,R1,3
tile_RA179.555_DECp23.194,XE375,R1,1
tile_RA179.676_DECp29.194,XE319,R1,1
tile_RA179.815_DECp11.193,XE494,R1,1
tile_RA179.844_DECm6.807,XE674,R1,2
tile_RA179.847_DECp5.193,XE554,R1,2
tile_RA179.857_DECm0.807,XE614,R1,1
tile_RA179.882_DECp58.194,XE094,R1,3
tile_RA179.882_DECp59.194,XE094,R1,2
tile_RA179.882_DECp60.194,XE094,R1,1
tile_RA179.917_DECp82.200,XE007,R1,1
tile_RA179.917_DECp84.200,XE007,R1,1
tile_RA179.917_DECp85.200,XE007,R1,1
tile_RA18.423_DECp41.776,XE194,R1,4
tile_RA18.423_DECp42.776,XE194,R1,1
tile_RA18.423_DECp43.776,XE194,R1,1
tile_RA18.508_DECp36.780,XE242,R1,1
tile_RA18.814_DECm11.263,XE707,R1,2
tile_RA18.814_DECm12.263,XE707,R1,1
tile_RA18.827_DECm4.236,XE647,R1,3
tile_RA18.827_DECm5.236,XE647,R1,4
tile_RA18.827_DECm6.236,XE647,R1,5
tile_RA18.859_DECp0.764,XE587,R1,1
tile_RA18.859_DECp1.764,XE587,R1,1
tile_RA18.879_DECp5.764,XE527,R1,6
tile_RA18.879_DECp6.764,XE527,R1,7
tile_RA18.879_DECp7.764,XE527,R1,2
tile_RA18.888_DECp19.763,XE407,R1,1
tile_RA18.889_DECp11.764,XE467,R1,3
tile_RA18.889_DECp12.764,XE467,R1,4
tile_RA18.889_DECp13.764,XE467,R1,1
tile_RA180.366_DECp45.193,XE170,R1,3
tile_RA180.366_DECp46.193,XE170,R1,3
tile_RA180.366_DECp47.193,XE170,R1,2
tile_RA180.366_DECp48.193,XE170,R1,2
tile_RA180.366_DECp49.193,XE170,R1,1
tile_RA180.516_DECp40.193,XE216,R1,3
tile_RA180.516_DECp42.193,XE216,R1,2
tile_RA180.661_DECp52.193,XE130,R1,2
tile_RA180.661_DECp53.193,XE130,R1,2
tile_RA180.661_DECp54.193,XE130,R1,1
tile_RA180.806_DECp16.193,XE434,R1,4
tile_RA180.806_DECp17.193,XE434,R1,3
tile_RA180.806_DECp18.193,XE434,R1,1
tile_RA180.835_DECp10.193,XE494,R1,1
tile_RA180.835_DECp11.193,XE494,R1,4
tile_RA180.835_DECp12.193,XE494,R1,3
tile_RA180.851_DECm5.807,XE674,R1,3
tile_RA180.851_DECm7.807,XE674,R1,7
tile_RA180.851_DECp4.193,XE554,R1,5
tile_RA180.851_DECp5.193,XE554,R1,3
tile_RA180.851_DECp6.193,XE554,R1,2
tile_RA180.857_DECm1.807,XE614,R1,2
tile_RA180.857_DECp0.193,XE614,R1,1
tile_RA181.039_DECp76.196,XE020,R1,2
tile_RA181.039_DECp77.196,XE020,R1,1
tile_RA181.380_DECp35.194,XE266,R1,2
tile_RA181.384_DECp64.194,XE064,R1,4
tile_RA181.384_DECp65.194,XE064,R1,1
tile_RA181.543_DECp29.194,XE320,R1,3
tile_RA181.663_DECp23.194,XE376,R1,7
tile_RA181.835_DECp59.194,XE094,R1,7
tile_RA181.837_DECp46.193,XE170,R1,3
tile_RA181.837_DECp47.193,XE170,R1,1
tile_RA181.837_DECp48.193,XE170,R1,3
tile_RA181.845_DECp39.193,XE216,R1,3
tile_RA181.845_DECp41.193,XE216,R1,2
tile_RA181.845_DECp42.193,XE216,R1,1
tile_RA181.845_DECp43.193,XE216,R1,2
tile_RA181.853_DECp15.193,XE434,R1,1
tile_RA181.853_DECp16.193,XE434,R1,2
tile_RA181.853_DECp17.193,XE434,R1,2
tile_RA181.854_DECp11.193,XE494,R1,2
tile_RA181.854_DECp12.193,XE494,R1,1
tile_RA181.854_DECp9.193,XE494,R1,4
tile_RA181.856_DECp3.193,XE554,R1,4
tile_RA181.856_DECp4.193,XE554,R1,1
tile_RA181.856_DECp5.193,XE554,R1,1
tile_RA181.856_DECp6.193,XE554,R1,3
tile_RA181.856_DECp7.193,XE554,R1,2
tile_RA181.857_DECm0.807,XE614,R1,3
tile_RA181.857_DECm1.807,XE614,R1,1
tile_RA181.857_DECm2.807,XE614,R1,5
tile_RA181.857_DECp1.193,XE614,R1,1
tile_RA181.858_DECm4.807,XE674,R1,3
tile_RA181.858_DECm5.807,XE674,R1,2
tile_RA181.858_DECm8.807,XE674,R1,3
tile_RA182.323_DECp72.200,XE039,R1,2
tile_RA182.330_DECp51.193,XE130,R1,2
tile_RA182.330_DECp54.193,XE130,R1,1
tile_RA182.330_DECp55.193,XE130,R1,1
tile_RA182.604_DECp34.194,XE266,R1,2
tile_RA182.604_DECp35.194,XE266,R1,1
tile_RA182.604_DECp36.194,XE266,R1,2
tile_RA182.688_DECp28.194,XE320,R1,1
tile_RA182.688_DECp29.194,XE320,R1,1
tile_RA182.751_DECp22.194,XE376,R1,9
tile_RA182.751_DECp23.194,XE376,R1,4
tile_RA182.751_DECp24.194,XE376,R1,3
tile_RA182.857_DECm0.807,XE614,R1,1
tile_RA182.857_DECm1.807,XE614,R1,1
tile_RA182.857_DECp0.193,XE614,R1,3
tile_RA182.860_DECp4.193,XE554,R1,2
tile_RA182.860_DECp5.193,XE554,R1,1
tile_RA182.860_DECp6.193,XE554,R1,2
tile_RA182.865_DECm5.807,XE674,R1,3
tile_RA182.865_DECm7.807,XE674,R1,2
tile_RA182.874_DECp10.193,XE494,R1,3
tile_RA182.874_DECp11.193,XE494,R1,3
tile_RA182.900_DECp17.193,XE434,R1,1
tile_RA182.900_DECp18.193,XE434,R1,2
tile_RA183.174_DECp42.193,XE216,R1,1
tile_RA183.309_DECp47.193,XE170,R1,5
tile_RA183.767_DECp63.194,XE064,R1,9
tile_RA183.767_DECp64.194,XE064,R1,3
tile_RA183.767_DECp65.194,XE064,R1,2
tile_RA183.767_DECp66.194,XE064,R1,3
tile_RA183.767_DECp67.194,XE064,R1,4
tile_RA183.827_DECp33.194,XE266,R1,1
tile_RA183.827_DECp34.194,XE266,R1,3
tile_RA183.827_DECp35.194,XE266,R1,3
tile_RA183.827_DECp36.194,XE266,R1,3
tile_RA183.827_DECp37.194,XE266,R1,1
tile_RA183.834_DECp30.194,XE320,R1,3
tile_RA183.839_DECp21.194,XE376,R1,3
tile_RA183.839_DECp22.194,XE376,R1,6
tile_RA183.839_DECp23.194,XE376,R1,4
tile_RA183.839_DECp24.194,XE376,R1,8
tile_RA183.839_DECp25.194,XE376,R1,4
tile_RA183.857_DECm0.807,XE614,R1,4
tile_RA183.864_DECp5.193,XE554,R1,5
tile_RA183.873_DECm6.807,XE674,R1,1
tile_RA183.893_DECp11.193,XE494,R1,1
tile_RA183.999_DECp53.193,XE130,R1,2
tile_RA183.999_DECp54.193,XE130,R1,2
tile_RA184.503_DECp41.193,XE216,R1,1
tile_RA184.763_DECp59.200,XE095,R1,2
tile_RA184.927_DECp22.194,XE376,R1,13
tile_RA184.927_DECp23.194,XE376,R1,8
tile_RA184.927_DECp24.194,XE376,R1,12
tile_RA184.979_DECp29.194,XE320,R1,1
tile_RA184.979_DECp30.194,XE320,R1,3
tile_RA185.051_DECp34.194,XE266,R1,2
tile_RA185.051_DECp36.194,XE266,R1,6
tile_RA185.426_DECp70.200,XE039,R1,3
tile_RA185.426_DECp71.200,XE039,R1,1
tile_RA185.426_DECp72.200,XE039,R1,1
tile_RA185.551_DECp75.196,XE020,R1,2
tile_RA185.551_DECp77.196,XE020,R1,2
tile_RA185.551_DECp78.196,XE020,R1,3
tile_RA185.551_DECp79.196,XE020,R1,2
tile_RA185.668_DECp53.193,XE130,R1,2
tile_RA185.732_DECp17.199,XE435,R1,5
tile_RA185.792_DECp47.200,XE171,R1,1
tile_RA185.798_DECp11.199,XE495,R1,1
tile_RA185.839_DECp5.199,XE555,R1,3
tile_RA185.854_DECm6.801,XE675,R1,3
tile_RA185.857_DECm0.801,XE615,R1,4
tile_RA186.015_DECp23.194,XE376,R1,9
tile_RA186.125_DECp29.194,XE320,R1,1
tile_RA186.151_DECp64.194,XE064,R1,1
tile_RA186.151_DECp65.194,XE064,R1,1
tile_RA186.151_DECp66.194,XE064,R1,6
tile_RA186.275_DECp35.194,XE266,R1,2
tile_RA186.716_DECp58.200,XE095,R1,1
tile_RA186.716_DECp59.200,XE095,R1,2
tile_RA186.779_DECp16.199,XE435,R1,2
tile_RA186.779_DECp17.199,XE435,R1,1
tile_RA186.779_DECp18.199,XE435,R1,4
tile_RA186.818_DECp10.199,XE495,R1,1
tile_RA186.818_DECp11.199,XE495,R1,1
tile_RA186.843_DECp4.199,XE555,R1,3
tile_RA186.857_DECm0.801,XE615,R1,2
tile_RA186.857_DECm1.801,XE615,R1,4
tile_RA186.861_DECm5.801,XE675,R1,4
tile_RA186.861_DECm7.801,XE675,R1,2
tile_RA187.264_DECp46.200,XE171,R1,1
tile_RA187.264_DECp47.200,XE171,R1,1
tile_RA187.264_DECp48.200,XE171,R1,4
tile_RA187.826_DECp15.199,XE435,R1,3
tile_RA187.826_DECp16.199,XE435,R1,5
tile_RA187.826_DECp17.199,XE435,R1,6
tile_RA187.826_DECp18.199,XE435,R1,2
tile_RA187.826_DECp19.199,XE435,R1,4
tile_RA187.837_DECp10.199,XE495,R1,3
tile_RA187.837_DECp11.199,XE495,R1,1
tile_RA187.837_DECp12.199,XE495,R1,1
tile_RA187.837_DECp13.199,XE495,R1,1
tile_RA187.837_DECp9.199,XE495,R1,2
tile_RA187.847_DECp3.199,XE555,R1,1
tile_RA187.847_DECp4.199,XE555,R1,5
tile_RA187.847_DECp5.199,XE555,R1,1
tile_RA187.847_DECp6.199,XE555,R1,2
tile_RA187.847_DECp7.199,XE555,R1,4
tile_RA187.858_DECm0.801,XE615,R1,4
tile_RA187.858_DECm1.801,XE615,R1,3
tile_RA187.858_DECm2.801,XE615,R1,2
tile_RA187.858_DECp0.199,XE615,R1,1
tile_RA187.858_DECp1.199,XE615,R1,2
tile_RA187.868_DECm4.801,XE675,R1,1
tile_RA187.868_DECm5.801,XE675,R1,1
tile_RA187.923_DECp40.201,XE217,R1,1
tile_RA187.923_DECp41.201,XE217,R1,2
tile_RA187.923_DECp42.201,XE217,R1,2
tile_RA188.123_DECp23.204,XE377,R1,5
tile_RA188.364_DECp84.200,XE007,R1,1
tile_RA188.529_DECp69.200,XE039,R1,3
tile_RA188.529_DECp71.200,XE039,R1,3
tile_RA188.529_DECp72.200,XE039,R1,1
tile_RA188.529_DECp73.200,XE039,R1,1
tile_RA188.534_DECp65.194,XE064,R1,4
tile_RA188.669_DECp57.200,XE095,R1,4
